Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB
1.722025993	bodytrack	1	1036.8	37.5	5.048	0.969	232660754	328147	43999058	87185249	107288577	328877
0.500180093	bodytrack	1	1036.8	37	5.048	0.888	520393589	2836446	74152840	145363665	184727161	1365480
1.000524096	bodytrack	1	1036.8	37	5.04	0.967	521416605	2733499	74176821	145457921	183455024	1375888
1.500779608	bodytrack	1	1036.8	37.5	5.04	1.008	539775416	2769705	77320928	155095524	195414272	1447552
1.69737059	bodytrack	1	1036.8	37.5	5.04	1.008	208070904	134610	40101780	76644006	93119502	249267
0.500174052	bodytrack	1	1036.8	37	5.048	0.887	522996233	2854458	74786619	146309501	185807762	1334779
1.00044894	bodytrack	1	1036.8	37.5	5.04	0.967	517473982	2725994	73838408	144410241	182342723	1334137
1.500716433	bodytrack	1	1036.8	37.5	5.04	0.967	544047308	2782334	78169059	155408265	195423428	1431757
1.706685148	bodytrack	1	1036.8	37.5	5.04	1.008	217379429	202600	41217911	80001251	97378549	275414
0.500166032	bodytrack	1	1132.8	37.5	5.056	0.928	553236095	3020447	78783959	154137308	195737960	1413371
1.000490506	bodytrack	1	1132.8	37.5	5.048	1.009	554273556	2882030	78946300	154520303	194256031	1438553
1.500732477	bodytrack	1	1132.8	37.5	5.048	1.009	578106477	2503857	91202565	174586877	222401750	1325397
1.60573238	bodytrack	1	1132.8	37.5	5.048	1.009	118423264	122313	18691116	42085787	47025433	204568
0.500226191	bodytrack	1	1132.8	37.5	5.056	0.889	547959367	2983313	77929778	152554001	193862562	1395389
1.00054405	bodytrack	1	1132.8	38	5.048	1.009	542622932	2838400	77271547	151442128	190598358	1381876
1.500801336	bodytrack	1	1132.8	37.5	5.048	1.049	570663149	2606704	87784977	169361631	215869987	1348740
1.631205621	bodytrack	1	1132.8	38	5.048	1.049	144880964	127457	24550884	52135047	60107624	215115
0.50016369	bodytrack	1	1132.8	37	5.056	0.849	549538976	2977414	77869851	152167358	193352534	1419855
1.000423111	bodytrack	1	1132.8	37.5	5.048	1.009	554573602	2881793	78756809	154113148	193603573	1428590
1.500730346	bodytrack	1	1132.8	37.5	5.048	1.049	576290979	2576672	88476475	171072807	217722803	1357942
1.624942863	bodytrack	1	1132.8	37.5	5.048	1.049	137405374	132837	23373418	49331712	56756019	223076
0.500157232	bodytrack	1	1224	37.5	5.048	1.049	598885825	3173684	83883982	163959633	208005185	1516520
1.000486292	bodytrack	1	1224	38	5.04	1.169	602716340	3072929	85173062	166948522	208865393	1537165
1.500017259	bodytrack	1	1224	38	5.04	1.169	628008866	2225368	98633726	194428102	242280626	1336989
0.500153378	bodytrack	1	1224	37.5	5.048	0.969	600850140	3204757	84071724	164475816	209361711	1522854
1.000401812	bodytrack	1	1224	38	5.04	1.128	601606721	3071410	84735129	166172082	209051252	1533393
1.500633682	bodytrack	1	1224	38	5.04	1.169	630505180	2265408	98854646	195022914	243350939	1340037
1.502676285	bodytrack	1	1224	37.5	5.04	1.169	2319940	7889	303784	574573	679959	7510
0.500168276	bodytrack	1	1224	37.5	5.048	0.969	603662316	3183519	84413518	164962526	209284151	1535174
1.000418689	bodytrack	1	1224	38.5	5.04	1.169	600735548	3046730	84950191	166513057	207960683	1516158
1.500681394	bodytrack	1	1224	38	5.04	1.169	624506196	2209729	97789626	192843274	240411204	1313842
1.506391953	bodytrack	1	1224	37.5	5.04	1.209	8061271	33399	1027249	2011800	2536504	23686
0.50031078	bodytrack	1	1428	38	5.04	1.209	706205530	3619015	95943594	187623715	238113666	1760254
1.000618747	bodytrack	1	1428	38	5.032	1.489	705866306	3455515	98930727	194540030	240692838	1748309
1.320356858	bodytrack	1	1428	38	5.032	1.529	473943638	1424298	74179624	146212487	183778250	928378
0.500262394	bodytrack	1	1428	38	5.04	1.249	705647860	3661707	96726619	188776357	239648142	1800374
1.000492079	bodytrack	1	1428	38	5.032	1.489	706926864	3483060	99244608	194668100	241266616	1791922
1.33061373	bodytrack	1	1428	38	5.032	1.529	480692536	1472145	75253947	148303908	186246352	959107
0.50015333	bodytrack	1	1428	38.5	5.032	1.286	703952583	3658267	95743283	187103243	237276426	1763186
1.000403016	bodytrack	1	1428	38.5	5.024	1.527	698329211	3434634	96769199	190041521	235720507	1735026
1.346453657	bodytrack	1	1428	38	5.024	1.567	515677699	1604965	80198636	158109006	197655698	1028608
0.500148643	bodytrack	1	1479	38	5.032	1.288	731075004	3761415	98710270	192975551	245246334	1773734
1.000385361	bodytrack	1	1479	39	5.032	1.567	729355084	3549182	101315292	199435639	246360221	1771913
1.283376256	bodytrack	1	1479	39	5.024	1.647	440175599	1256593	68721515	135436976	170636199	831368
0.500148956	bodytrack	1	1479	38	5.032	1.249	729349017	3723761	98646907	192644703	244688548	1786670
1.000407341	bodytrack	1	1479	39	5.032	1.569	727884872	3519708	101210460	198956788	245582901	1768088
1.289255049	bodytrack	1	1479	39	5.024	1.607	447116792	1299928	69672453	137275912	173311916	843143
0.500154634	bodytrack	1	1479	39	5.032	1.368	728179032	3745147	98505424	192749186	244924033	1767860
1.000397655	bodytrack	1	1479	39	5.024	1.567	728853540	3548997	102081571	200742943	247550899	1767978
1.279373764	bodytrack	1	1479	38.5	5.024	1.647	431658627	1221341	67435444	133234902	167951034	821370
0.501282422	dedup	1	102	37.5	5.072	0.243	50055448	272092	11283873	23928337	24687059	130895
1.003368042	dedup	1	102	37.5	5.072	0.203	50294463	329579	7056995	13546772	18664671	159092
1.505147716	dedup	1	102	37.5	5.08	0.203	50471003	332064	7259923	13969389	18904515	158796
2.00708854	dedup	1	102	37.5	5.08	0.203	51196587	331225	7349906	14229457	19169786	160929
2.508631542	dedup	1	102	38	5.08	0.203	50290139	324709	7455379	14472356	19157633	157338
3.010534605	dedup	1	102	37.5	5.08	0.243	50525028	327131	7619621	14872305	19426162	157141
3.512338499	dedup	1	102	37.5	5.072	0.243	49715896	321051	7321600	14198883	18864381	153564
4.014816368	dedup	1	102	37.5	5.072	0.202	49332494	310673	7490009	14728159	18964821	152225
4.521750181	dedup	1	102	37.5	5.072	0.203	51342772	325189	7726623	15045022	19640568	157573
5.023511626	dedup	1	102	37.5	5.08	0.203	51852981	322296	7899952	15489398	19997640	162904
5.524976813	dedup	1	102	37.5	5.08	0.203	50334641	314439	7766975	15290068	19525207	157071
6.02686597	dedup	1	102	37.5	5.08	0.203	51100242	320233	7739268	15126652	19673742	157330
6.52841793	dedup	1	102	37.5	5.08	0.203	50752171	312784	7847741	15468006	19696167	157033
7.029859367	dedup	1	102	37.5	5.08	0.203	47952733	307848	7282896	14275090	18461437	148924
7.532043843	dedup	1	102	37.5	5.08	0.203	51582467	313149	7989363	15799821	20015510	159800
8.033540334	dedup	1	102	37.5	5.08	0.203	50342493	312209	7805820	15353769	19600399	155963
8.535516888	dedup	1	102	37.5	5.08	0.203	50756089	312440	7996023	15802233	19896342	158145
9.03736271	dedup	1	102	37.5	5.08	0.203	50059333	303308	8068173	16026812	19818958	154100
9.539730368	dedup	1	102	37.5	5.08	0.203	49880648	304534	7933159	15633438	19652567	154409
10.04673694	dedup	1	102	37	5.08	0.203	51492755	309233	8289605	16431886	20389521	158406
10.5482089	dedup	1	102	37	5.08	0.203	51450252	309617	8193917	16194887	20209926	157556
11.04987243	dedup	1	102	37.5	5.08	0.243	51135540	308943	8170468	16145336	20135182	156768
11.55209071	dedup	1	102	37.5	5.08	0.162	50350336	297091	8131041	16165950	19976639	155344
12.05389319	dedup	1	102	37.5	5.08	0.162	51439772	304373	8495590	16902452	20581464	157472
12.55616585	dedup	1	102	37.5	5.08	0.162	51563250	305191	8587260	17002314	20759998	157104
13.05798657	dedup	1	102	37.5	5.08	0.162	51245179	295059	8452534	16817619	20481723	155889
13.55967187	dedup	1	102	37	5.08	0.202	49972563	324736	8229024	15704734	20144014	158163
14.06165618	dedup	1	102	37	5.08	0.162	60586794	345402	8692394	17008515	22683730	187312
14.56446698	dedup	1	102	37.5	5.08	0.162	61613240	338253	8801259	16792114	22528487	346701
14.65969033	dedup	1	102	37.5	5.08	0.162	10998620	60568	1644116	3181929	4154944	39029
0.501601754	dedup	1	102	37	5.072	0.243	50491099	271781	11308080	23979311	24824087	137715
1.003768262	dedup	1	102	37	5.08	0.203	51738043	344359	7311535	14041890	19351807	168091
1.5060692	dedup	1	102	37	5.08	0.203	51807404	341415	7490547	14451131	19553609	167982
2.009411987	dedup	1	102	37	5.08	0.203	50180080	335774	7272912	14005054	19009467	163410
2.511394844	dedup	1	102	37	5.08	0.203	50240739	328750	7515163	14632697	19298009	162784
3.012800291	dedup	1	102	37	5.08	0.203	49925736	326343	7403544	14443005	19098344	160430
3.514488193	dedup	1	102	37.5	5.08	0.203	51122941	324866	7600162	14789908	19426058	162164
4.016204533	dedup	1	102	37.5	5.08	0.203	48617790	308495	7426821	14605329	18805398	155940
4.517704566	dedup	1	102	37	5.08	0.203	48469570	307474	7264837	14199331	18586092	152392
5.019952013	dedup	1	102	37	5.08	0.203	50992776	322420	7777755	15282161	19664548	161562
5.523534701	dedup	1	102	37.5	5.08	0.203	50151876	317780	7659857	15039462	19439307	158750
6.025054005	dedup	1	102	37	5.08	0.203	50738617	317701	7844150	15414911	19703606	160593
6.526918005	dedup	1	102	37	5.08	0.203	50830777	319403	7625759	14906243	19489116	162512
7.028361162	dedup	1	102	37	5.08	0.203	49783532	312153	7653393	15082746	19273476	163066
7.531315502	dedup	1	102	37	5.08	0.203	51382885	313883	7963345	15754251	19964176	165828
8.033204138	dedup	1	102	37	5.08	0.203	50811176	313453	7910829	15582323	19805606	165062
8.539641326	dedup	1	102	37.5	5.08	0.203	51221378	317860	8068781	15929543	20091769	163168
9.041357823	dedup	1	102	37	5.08	0.203	50339821	305336	7990396	15830760	19806311	160697
9.543493393	dedup	1	102	37	5.08	0.203	49944777	300730	7936645	15683736	19602691	158328
10.04524921	dedup	1	102	37	5.08	0.203	50883654	308203	8177144	16243746	20125644	161653
10.54690883	dedup	1	102	37	5.08	0.203	50076574	310632	7978606	15793266	19748405	160029
11.04854773	dedup	1	102	37	5.08	0.243	50916785	310132	8213863	16256643	20204058	161698
11.55048115	dedup	1	102	37	5.08	0.162	50869133	303556	8198346	16239578	20142779	158539
12.05260646	dedup	1	102	37	5.08	0.162	51414327	301166	8472174	16842458	20576246	161566
12.55455182	dedup	1	102	36.5	5.08	0.203	51037071	296186	8428277	16813438	20420883	159590
13.05667229	dedup	1	102	37	5.08	0.162	50976919	310140	8968699	17565854	21157099	158402
13.56023539	dedup	1	102	36.5	5.08	0.203	51053346	310647	8123315	16047016	20309947	156196
14.0622719	dedup	1	102	37	5.08	0.203	66968030	399734	8925204	16676249	24046979	214062
14.49146784	dedup	1	102	37	5.08	0.162	51820929	268327	7709777	15118218	19289361	316001
0.501247371	dedup	1	102	36.5	5.08	0.243	50591183	275259	11284094	23945609	24870033	136093
1.003683417	dedup	1	102	36.5	5.08	0.203	50143759	339585	7126074	13672624	18827232	158036
1.505332413	dedup	1	102	36.5	5.08	0.203	51119241	337360	7309327	14105079	19194981	160349
2.007439753	dedup	1	102	36.5	5.08	0.203	49658566	328623	7229429	13945562	18788443	156779
2.509286357	dedup	1	102	36.5	5.08	0.203	51175674	330576	7586699	14785895	19564812	159381
3.011365311	dedup	1	102	36.5	5.08	0.203	50618400	326834	7581012	14746079	19435401	158384
3.51292118	dedup	1	102	36.5	5.08	0.203	50397696	330419	7574354	14722809	19415405	154343
4.015010759	dedup	1	102	36.5	5.08	0.203	49615317	316527	7591007	14890223	19181450	154936
4.51647574	dedup	1	102	36.5	5.08	0.203	51307106	322854	7832352	15337077	19848942	159371
5.018268489	dedup	1	102	36.5	5.08	0.203	51302529	321243	7838984	15354339	19839338	157708
5.519934465	dedup	1	102	36.5	5.08	0.203	51217843	321151	7817339	15333392	19793309	159858
6.021716693	dedup	1	102	36.5	5.08	0.203	50897535	313845	7825038	15365364	19704947	159293
6.523656998	dedup	1	102	36.5	5.08	0.203	52019270	319659	7975493	15670120	20068374	165228
7.025669285	dedup	1	102	36.5	5.08	0.203	50348793	319435	7630611	14954257	19398487	155864
7.528039444	dedup	1	102	36.5	5.08	0.203	51032473	313811	8028762	15875652	19974453	157574
8.029565989	dedup	1	102	36.5	5.08	0.203	51054017	311869	7971674	15711756	19945977	156780
8.531576921	dedup	1	102	36.5	5.08	0.203	50813346	311964	8019209	15832502	19923463	156882
9.033429776	dedup	1	102	36.5	5.08	0.203	50416802	303379	8120228	16088652	19984511	155714
9.540227598	dedup	1	102	36.5	5.08	0.203	50821669	309314	8038743	15869516	19937510	157998
10.04208561	dedup	1	102	36.5	5.08	0.203	51167702	307452	8227080	16321764	20242245	158487
10.54417956	dedup	1	102	36.5	5.08	0.203	49941588	301608	7923263	15672648	19590687	154261
11.04598679	dedup	1	102	36.5	5.08	0.243	51133746	305189	8284113	16437559	20272793	155084
11.54794548	dedup	1	102	36.5	5.08	0.162	50929026	306598	8418833	16713382	20428987	153566
12.04971995	dedup	1	102	36.5	5.08	0.162	50399953	304882	8056060	15925429	19873484	152238
12.55148916	dedup	1	102	36	5.08	0.203	50160437	295277	8481550	16897501	20298046	150528
13.05316264	dedup	1	102	36.5	5.08	0.162	51016496	303554	8602909	16776570	20667867	158386
13.55519716	dedup	1	102	36	5.08	0.162	53153067	314161	8473473	16777628	21049468	162440
14.0571421	dedup	1	102	36	5.08	0.162	58538807	368789	7743747	14346509	21076379	181633
14.3925604	dedup	1	102	36.5	5.072	0.162	46717606	242725	6983866	13563558	17128890	300386
0.500710327	dedup	1	204	36.5	5.08	0.325	101711343	605513	18548424	37738093	43804787	311295
1.001583991	dedup	1	204	36	5.072	0.324	102780345	664107	14991761	28769496	38840431	319137
1.502595106	dedup	1	204	36	5.08	0.284	102758274	650193	15523307	30129202	39453580	315843
2.003547314	dedup	1	204	36	5.08	0.325	102939074	639996	15671275	30455824	39660777	315082
2.504385456	dedup	1	204	36.5	5.08	0.325	102334381	627844	15879648	31053972	39763448	315160
3.005215942	dedup	1	204	36	5.08	0.284	102522444	629709	15782318	30828619	39668325	316197
3.506180338	dedup	1	204	36	5.08	0.325	103283797	623418	16059518	31477453	40110586	318275
4.007417709	dedup	1	204	36.5	5.08	0.325	102906295	613254	16398226	32271034	40462323	314462
4.508700342	dedup	1	204	36	5.08	0.284	103178957	603367	16538577	32579197	40589832	313328
5.009817659	dedup	1	204	36	5.08	0.325	102485020	600011	16456332	32489749	40385308	310477
5.510780648	dedup	1	204	36.5	5.08	0.324	102659537	596306	16911936	33379795	40975970	307912
6.011571342	dedup	1	204	36.5	5.08	0.284	102865799	587734	17163419	34016298	41322030	312962
6.512426465	dedup	1	204	36	5.08	0.284	103236086	606319	17305537	33959972	41836182	314375
6.943498548	dedup	1	204	36	5.08	0.324	111529746	622575	15671576	29627575	40482849	498807
0.500807985	dedup	1	204	36	5.072	0.324	100519415	597720	18466283	37607934	43551902	283784
1.002281509	dedup	1	204	36	5.072	0.284	103812266	667950	15136134	29049089	39154049	317263
1.503081421	dedup	1	204	36	5.072	0.284	101902443	642750	15355985	29873541	39022485	306949
2.003855032	dedup	1	204	36	5.072	0.324	102301621	640026	15594822	30338729	39416672	305992
2.504657288	dedup	1	204	36	5.072	0.284	100258653	613391	15277891	29890783	38477692	304635
3.005480795	dedup	1	204	36	5.072	0.324	103327161	623942	15875869	31016182	39799179	311906
3.509014005	dedup	1	204	36	5.072	0.284	102331043	622009	15880076	31130167	39640896	308159
4.010091164	dedup	1	204	36	5.072	0.324	103419088	611682	16343637	32133052	40433827	311591
4.510997226	dedup	1	204	36	5.072	0.284	102434040	603607	16485126	32508255	40334316	305032
5.011803649	dedup	1	204	36	5.072	0.284	103241455	605703	16534736	32566132	40563659	303345
5.512760545	dedup	1	204	36	5.072	0.284	101335583	589937	16415867	32436063	40011073	300838
6.013867236	dedup	1	204	36.5	5.072	0.284	101193161	584856	16716048	33114751	40378837	301349
6.514851581	dedup	1	204	36	5.072	0.284	101727335	608398	17008156	33065642	41024305	304690
7.015722849	dedup	1	204	36	5.072	0.284	124970162	679971	18106168	34969887	46344422	531117
7.037250208	dedup	1	204	36.5	5.072	0.324	4984769	25860	717421	1325351	1827795	17546
0.500696108	dedup	1	204	36	5.072	0.324	102272231	613098	18746019	38181478	44339564	286597
1.008804068	dedup	1	204	36	5.072	0.284	102434416	665332	14858966	28592280	38618301	309992
1.510008731	dedup	1	204	36	5.072	0.284	103058672	647013	15451907	30003624	39418694	303623
2.011026202	dedup	1	204	36	5.072	0.284	100042159	632119	15111582	29416664	38439841	299677
2.511795906	dedup	1	204	36	5.072	0.284	102639961	629909	15797935	30908174	39697582	305815
3.012682176	dedup	1	204	36	5.072	0.324	89517365	554961	13704102	26801548	34530892	265326
3.513666781	dedup	1	204	36	5.072	0.284	102277025	622893	15795908	31011409	39687237	305099
4.016317105	dedup	1	204	36	5.072	0.324	103667489	620756	16373303	32215856	40521501	305154
4.519379992	dedup	1	204	35.5	5.072	0.284	102447935	607860	16247013	32020874	40144298	301767
5.023087582	dedup	1	204	35.5	5.072	0.324	103893241	613586	16705588	33023667	40999149	300577
5.523876974	dedup	1	204	35.5	5.072	0.284	101359277	594177	16530512	32688076	40249789	293387
6.028237757	dedup	1	204	36	5.072	0.284	102887392	597612	16908128	33555052	41020716	297500
6.529015899	dedup	1	204	35.5	5.072	0.284	102918792	613472	17304986	33758505	41705924	301992
7.029945347	dedup	1	204	35.5	5.072	0.284	124286298	693452	17876594	34234788	45776110	524299
7.034496398	dedup	1	204	36	5.072	0.324	841081	2849	148648	289924	307934	4260
0.500364434	dedup	1	307.2	36	5.072	0.405	152851723	938939	25862354	51843864	62865920	426642
1.001121118	dedup	1	307.2	36	5.072	0.405	154738466	970602	22805874	44172336	58432461	457791
1.50166915	dedup	1	307.2	36	5.072	0.405	154506018	954386	23480439	45776083	59226888	449640
2.002597765	dedup	1	307.2	36	5.072	0.405	154697876	930708	23626285	46329204	59190363	456973
2.503151736	dedup	1	307.2	36	5.072	0.405	154035038	923504	23603812	46277728	59052897	450661
3.003713883	dedup	1	307.2	36	5.072	0.405	154525488	898090	24598698	48576044	60340905	444653
3.504395305	dedup	1	307.2	36	5.072	0.405	153490797	895328	24511028	48448804	59982325	439117
4.004935577	dedup	1	307.2	36	5.072	0.405	154791704	881613	25441319	50397378	61303331	442544
4.505496422	dedup	1	307.2	36	5.072	0.405	169563607	979426	25704258	49457962	64604753	492722
4.604144503	dedup	1	307.2	35.5	5.072	0.405	38540519	177935	5903437	11612605	14340448	259524
0.500551836	dedup	1	307.2	35.5	5.072	0.405	153556447	924459	25949625	52006161	63012975	430172
1.001274613	dedup	1	307.2	35.5	5.072	0.405	154833403	958041	22859761	44283883	58449661	451220
1.501965567	dedup	1	307.2	35.5	5.072	0.405	154269373	937197	23275679	45375217	58791434	446706
2.003627325	dedup	1	307.2	35.5	5.072	0.405	154493669	919711	23567823	46183125	59213568	455005
2.504170567	dedup	1	307.2	36	5.072	0.405	156076356	918482	24039932	47168152	59880302	454391
3.004838968	dedup	1	307.2	35.5	5.072	0.405	154786945	892646	24514196	48311380	60299490	453431
3.505380074	dedup	1	307.2	35.5	5.072	0.405	154166655	884399	24540523	48472889	60136092	444607
4.00593743	dedup	1	307.2	36	5.072	0.405	153820401	868449	25322089	50171713	61025778	439582
4.506962246	dedup	1	307.2	35.5	5.072	0.405	164217996	950596	25209932	48577831	63096896	479575
4.630188855	dedup	1	307.2	35.5	5.072	0.405	47491888	234936	7083524	13710690	17532570	296517
0.500497459	dedup	1	307.2	35.5	5.072	0.405	152774562	917365	25904378	51801511	62711767	431395
1.001150703	dedup	1	307.2	35.5	5.072	0.405	153405368	959146	22734397	43925805	57938318	460810
1.501668527	dedup	1	307.2	35	5.072	0.405	153100944	936362	23161444	44966445	58426841	452028
2.002706468	dedup	1	307.2	35.5	5.072	0.405	154480558	922710	23720468	46307642	59295748	457351
2.503359661	dedup	1	307.2	35.5	5.072	0.405	152779272	904925	23730717	46473518	58956523	447674
3.003861182	dedup	1	307.2	35	5.072	0.405	153176853	891240	24233888	47646528	59575288	446855
3.504540937	dedup	1	307.2	35.5	5.072	0.405	154268169	885863	24703064	48710290	60265203	447227
4.005722841	dedup	1	307.2	35	5.072	0.405	154082734	877945	25259843	49885822	60975056	447881
4.506756355	dedup	1	307.2	35	5.072	0.405	166907893	947556	26235080	50917562	64728633	495778
4.683518672	dedup	1	307.2	35	5.072	0.405	65604232	334680	9498656	18098644	23782105	347001
0.500289798	dedup	1	403.2	35.5	5.064	0.526	201432107	1211273	32738320	64919826	80279638	571126
1.000920386	dedup	1	403.2	35.5	5.064	0.486	201505936	1235200	29961469	58168943	75842340	595512
1.501474826	dedup	1	403.2	35.5	5.064	0.486	201771312	1189754	30441126	59450826	76195782	592381
2.001921086	dedup	1	403.2	35	5.072	0.486	202675820	1178510	31110482	60911233	77166709	588064
2.502511153	dedup	1	403.2	35	5.064	0.486	199555384	1140469	31580682	62298201	77147992	574240
3.002963194	dedup	1	403.2	35	5.064	0.486	201923250	1145270	32354706	63781691	78583187	581902
3.503413569	dedup	1	403.2	35	5.064	0.486	215052751	1214722	33163388	64242044	82072810	619847
3.59320768	dedup	1	403.2	35	5.064	0.486	44346119	209565	6681783	13085721	16225748	281350
0.500330477	dedup	1	403.2	35	5.072	0.486	200000032	1193934	32552192	64524522	79740524	556562
1.000859136	dedup	1	403.2	35	5.072	0.486	200751974	1220436	30000293	58157546	75770049	577011
1.501428421	dedup	1	403.2	35	5.064	0.486	201531651	1189271	30659246	59785250	76646661	576330
2.002038957	dedup	1	403.2	35	5.064	0.486	201821252	1177118	31105060	60886504	77190517	575828
2.502601367	dedup	1	403.2	35.5	5.064	0.486	202834845	1146496	32233963	63500396	78628833	572031
3.003276331	dedup	1	403.2	35.5	5.064	0.486	202145894	1140937	32735295	64597636	79109899	571266
3.50386145	dedup	1	403.2	35	5.072	0.486	222046176	1242955	33516754	64893919	83785315	655477
3.557948578	dedup	1	403.2	35	5.072	0.486	24642002	104084	4167957	8046181	9421277	200305
0.500300581	dedup	1	403.2	35	5.072	0.486	201320691	1218175	32742086	64982216	80414906	571110
1.000936378	dedup	1	403.2	35	5.064	0.486	202038318	1234642	29959474	58140869	75965592	584092
1.501791972	dedup	1	403.2	35	5.064	0.486	202330117	1198125	30775734	60116247	76838152	585727
2.002201826	dedup	1	403.2	35.5	5.064	0.486	201050328	1179513	30837683	60464757	76679529	586057
2.502849081	dedup	1	403.2	35	5.064	0.486	202381593	1156235	32097287	63363582	78370325	576403
3.003449877	dedup	1	403.2	35	5.064	0.486	200392229	1128418	32207434	63600843	78002049	572923
3.504043746	dedup	1	403.2	35	5.064	0.486	213636942	1222120	32543699	62925605	81141203	621752
3.565150945	dedup	1	403.2	35	5.064	0.486	34645645	162039	5423544	10520350	12933827	253871
0.500354801	dedup	1	518.4	35	5.064	0.567	259837924	1537223	40984440	80945141	101071515	722291
1.000864137	dedup	1	518.4	35	5.064	0.567	259334976	1525948	38632935	75203680	96921115	731740
1.501269981	dedup	1	518.4	35.5	5.064	0.567	261074632	1507183	39530232	77308249	98143985	733180
2.001750306	dedup	1	518.4	35	5.064	0.567	259104797	1451559	40292215	79357172	98563440	722574
2.502156827	dedup	1	518.4	35	5.064	0.607	255681078	1407954	41247103	81567708	99086410	708412
2.804862696	dedup	1	518.4	35.5	5.064	0.567	179708385	968940	26359960	50521597	66295209	664526
0.50025459	dedup	1	518.4	34.5	5.064	0.567	259249062	1524395	40790532	80437539	100587213	713418
1.000759447	dedup	1	518.4	35	5.064	0.567	259585018	1509752	38511784	74779661	96788882	744313
1.501128207	dedup	1	518.4	34.5	5.064	0.567	257208633	1467509	38716911	75663675	96384131	734672
2.001597907	dedup	1	518.4	34.5	5.064	0.567	259818570	1444198	40368991	79371806	98906257	738565
2.501979271	dedup	1	518.4	34.5	5.064	0.567	259914875	1406401	41772404	82509765	100494358	727263
2.821474361	dedup	1	518.4	34.5	5.064	0.567	186030461	1002361	27215486	52090496	68396369	679434
0.500347665	dedup	1	518.4	35	5.064	0.567	259822776	1535943	40904589	80753246	100969574	727621
1.000771479	dedup	1	518.4	34.5	5.064	0.567	260997805	1532835	38887200	75698031	97511938	731793
1.501232429	dedup	1	518.4	35	5.064	0.567	258813946	1484091	39075915	76364415	97178196	727446
2.001609315	dedup	1	518.4	34.5	5.064	0.567	261002372	1456796	40807594	80357101	99653342	725449
2.501981564	dedup	1	518.4	34.5	5.064	0.567	260457804	1430903	42560460	83918279	101667094	719950
2.793775705	dedup	1	518.4	34.5	5.064	0.607	171415093	916099	24253845	46571469	61957164	638311
0.500506316	dedup	1	614.4	35	5.064	0.648	305147272	1798635	46834590	92283060	116349232	840100
1.00089216	dedup	1	614.4	34.5	5.064	0.648	307239293	1780112	45143044	88034018	113396201	861804
1.501324411	dedup	1	614.4	34.5	5.064	0.687	307259882	1722239	46535193	91417984	114887151	850931
2.001734735	dedup	1	614.4	35	5.064	0.648	307238110	1684712	47889480	94526412	116465719	849780
2.383973002	dedup	1	614.4	34.5	5.064	0.648	256779196	1372468	38419271	74274124	95018841	871430
0.500292821	dedup	1	614.4	34.5	5.064	0.607	306984225	1786344	47221895	92788645	116857404	867593
1.000676166	dedup	1	614.4	35	5.064	0.648	306559667	1745026	45242153	88001593	112957732	862066
1.501090605	dedup	1	614.4	34.5	5.064	0.648	307408536	1708571	46680227	91445064	115039537	858258
2.001417542	dedup	1	614.4	34.5	5.064	0.688	306864722	1663357	48005191	94423046	116184832	848258
2.388595567	dedup	1	614.4	34.5	5.064	0.648	264084138	1386619	39572173	76544627	97576202	891899
0.500228757	dedup	1	614.4	34.5	5.064	0.607	304113732	1774140	46712602	91982669	115927683	830660
1.000654082	dedup	1	614.4	34.5	5.064	0.648	305469955	1741026	44932654	87529997	112616097	841938
1.501067167	dedup	1	614.4	34.5	5.064	0.648	308332589	1715656	46749694	91767781	115481439	843751
2.001382645	dedup	1	614.4	34.5	5.064	0.688	308592675	1677156	48305750	95310744	117232942	834493
2.375882386	dedup	1	614.4	34	5.064	0.648	252096683	1331964	37429175	72422200	92806751	851062
0.50020256	dedup	1	710.4	34.5	5.064	0.688	355419425	2053364	53639632	105355810	133373957	947826
1.000539185	dedup	1	710.4	34.5	5.056	0.728	358020900	2017337	52359371	102057016	130958849	969949
1.500920082	dedup	1	710.4	34.5	5.056	0.728	355807360	1938814	53885422	105950641	132183023	955057
2.001338688	dedup	1	710.4	34.5	5.056	0.728	368637234	1966361	56211310	109882391	137468929	990615
2.068149206	dedup	1	710.4	34	5.056	0.728	57417370	277450	8077515	15497410	19884646	308839
0.500216362	dedup	1	710.4	34.5	5.064	0.728	358358918	2067226	54216098	106438537	134804750	964662
1.000613249	dedup	1	710.4	34.5	5.056	0.728	357465069	2011010	52007277	101426219	130436128	983269
1.501010032	dedup	1	710.4	34.5	5.056	0.728	356174088	1937554	53958072	106174227	132563873	972543
2.001306448	dedup	1	710.4	34.5	5.056	0.728	370892575	1997456	56271771	109827794	138018876	1006102
2.065275228	dedup	1	710.4	35	5.056	0.728	51612532	229148	7224357	14094757	17902079	295241
0.500272405	dedup	1	710.4	34	5.064	0.687	357595879	2052916	54208097	106300017	134205328	977036
1.000636479	dedup	1	710.4	34	5.056	0.728	356080138	1987170	52071334	101493927	129691787	980448
1.501009459	dedup	1	710.4	34.5	5.056	0.728	358278694	1933627	54286577	106490452	132740259	974068
2.00130749	dedup	1	710.4	34.5	5.056	0.728	367795226	1945265	57103558	111888620	138162165	997279
