# started on Wed Mar  9 16:09:42 2022

     0.501314375	50480110		r011	442449739	100.00		
     0.501314375	276126		r010	442527969	100.00		
     0.501314375	11310431		r012	442583333	100.00		
     0.501314375	23978312		r013	442638646	100.00		
     0.501314375	24858392		r014	442692135	100.00		
     0.501314375	141446		r015	442740260	100.00		
     1.003659350	49436196		r011	351891562	100.00		
     1.003659350	328679		r010	351896874	100.00		
     1.003659350	7028849		r012	351894166	100.00		
     1.003659350	13478050		r013	351890780	100.00		
     1.003659350	18514951		r014	351888541	100.00		
     1.003659350	154378		r015	351891041	100.00		
     1.505716245	51374526		r011	346711563	100.00		
     1.505716245	339437		r010	346709114	100.00		
     1.505716245	7466392		r012	346708542	100.00		
     1.505716245	14404644		r013	346707396	100.00		
     1.505716245	19400223		r014	346705729	100.00		
     1.505716245	160873		r015	346704636	100.00		
     2.007928353	50633133		r011	352767818	100.00		
     2.007928353	333989		r010	352766621	100.00		
     2.007928353	7354011		r012	352767610	100.00		
     2.007928353	14111020		r013	352769850	100.00		
     2.007928353	19164329		r014	352773392	100.00		
     2.007928353	157183		r015	352797402	100.00		
     2.514271558	49434443		r011	361452659	100.00		
     2.514271558	327993		r010	361452816	100.00		
     2.514271558	7321027		r012	361455315	100.00		
     2.514271558	14244051		r013	361456722	100.00		
     2.514271558	18893171		r014	361640107	100.00		
     2.514271558	152164		r015	361621044	100.00		
     3.016348194	51299249		r011	358566508	100.00		
     3.016348194	331622		r010	358567289	100.00		
     3.016348194	7750086		r012	358566300	100.00		
     3.016348194	15116852		r013	358566872	100.00		
     3.016348194	19748803		r014	358381977	100.00		
     3.016348194	156771		r015	358380154	100.00		
     3.518279254	50385625		r011	365522606	100.00		
     3.518279254	326928		r010	365520522	100.00		
     3.518279254	7512552		r012	365518543	100.00		
     3.518279254	14583440		r013	365517970	100.00		
     3.518279254	19270049		r014	365724845	100.00		
     3.518279254	156179		r015	365725939	100.00		
     4.020229638	51237517		r011	348986982	100.00		
     4.020229638	325632		r010	348989326	100.00		
     4.020229638	7863918		r012	348989951	100.00		
     4.020229638	15417651		r013	348988128	100.00		
     4.020229638	19819591		r014	348782347	100.00		
     4.020229638	153289		r015	348777659	100.00		
     4.521894649	51348390		r011	339337030	100.00		
     4.521894649	326504		r010	339336092	100.00		
     4.521894649	7833587		r012	339334894	100.00		
     4.521894649	15322845		r013	339334738	100.00		
     4.521894649	19800850		r014	339334946	100.00		
     4.521894649	156945		r015	339334634	100.00		
     5.023678935	50232197		r011	364072968	100.00		
     5.023678935	317869		r010	363992812	100.00		
     5.023678935	7665041		r012	363940781	100.00		
     5.023678935	14954667		r013	363888333	100.00		
     5.023678935	19429600		r014	363835416	100.00		
     5.023678935	154117		r015	363786666	100.00		
     5.525352542	50931714		r011	379861928	100.00		
     5.525352542	323848		r010	379941563	100.00		
     5.525352542	7896145		r012	379996147	100.00		
     5.525352542	15553354		r013	380045991	100.00		
     5.525352542	19848969		r014	380096147	100.00		
     5.525352542	159432		r015	380146563	100.00		
     6.027416158	51118238		r011	345015622	100.00		
     6.027416158	320167		r010	345010883	100.00		
     6.027416158	7769915		r012	345004267	100.00		
     6.027416158	15174924		r013	345007080	100.00		
