#Run Duration (ms)	Benchmark	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	EXC_TAKEN	L1I_CACHE	L2D_CACHE	BUS_ACCESS	BUS_CYCLES
7.513963202	bodytrack	204.0	39.0	5.08	0.325	108548544	4377	52909384	2103309	2266776	108518046
8.014792903	bodytrack	204.0	39.0	5.08	0.284	99968054	948	48508166	777544	1039553	99967409
8.240186172	bodytrack	204.0	39.5	5.072	0.325	48285627	2454	16514839	1365352	1460998	48245373
0.500525492	bodytrack	204.0	39.0	5.072	0.324	100394093	6998	43593960	3100912	2798949	100424904
1.001732350	bodytrack	204.0	39.0	5.072	0.325	101233768	8580	38299798	3566537	3109022	101233921
1.502798633	bodytrack	204.0	39.0	5.072	0.324	100642448	8303	38707766	3531341	3128762	100669592
2.004563835	bodytrack	204.0	39.0	5.08	0.324	100634923	8639	38619536	3512840	3149000	100604777
2.505504592	bodytrack	204.0	39.0	5.072	0.324	101182664	8737	39242928	3511077	3135528	101183085
3.006297166	bodytrack	204.0	39.0	5.072	0.324	100753569	8905	39138683	3472125	3092387	100752297
3.507143282	bodytrack	204.0	39.0	5.072	0.324	99403846	8852	38584398	3451634	3173623	99405719
4.008146640	bodytrack	204.0	39.0	5.072	0.324	101686833	9008	39905344	3468825	3146571	101683647
4.509324532	bodytrack	204.0	39.5	5.072	0.324	99612828	8894	39322191	3396789	3112409	99609838
5.010281220	bodytrack	204.0	39.0	5.072	0.324	100446663	8876	39855350	3403725	3172361	100446881
5.511265564	bodytrack	204.0	39.0	5.072	0.325	101212381	9024	40152093	3425438	3166743	101212197
6.012271000	bodytrack	204.0	39.0	5.072	0.324	98441343	8596	39409476	3301440	3055313	98442134
6.515694563	bodytrack	204.0	39.0	5.072	0.324	102608802	8729	40925529	3450417	3157882	102576510
7.016529941	bodytrack	204.0	39.0	5.064	0.324	113429322	9066	41688703	4062737	3414901	113459329
7.517693243	bodytrack	204.0	39.0	5.064	0.324	108948824	3633	55848022	1751781	1982582	108956236
8.018681591	bodytrack	204.0	39.0	5.064	0.324	102388243	1151	46541085	952684	1277597	102390279
8.185478466	bodytrack	204.0	39.0	5.064	0.324	36213225	2261	12506725	1194760	1225196	36172356
0.500708306	bodytrack	204.0	39.0	5.08	0.324	100333906	7005	43631462	3090136	2753435	100363784
1.001791099	bodytrack	204.0	39.0	5.072	0.324	100019523	8460	37881367	3570747	3119535	99988378
1.502720085	bodytrack	204.0	39.0	5.072	0.324	100628641	8351	38666109	3521781	3066456	100656081
2.003713550	bodytrack	204.0	39.0	5.072	0.324	100856947	8670	38855179	3538706	3142155	100858866
2.505763393	bodytrack	204.0	39.0	5.072	0.324	99410140	8501	38454903	3467924	3155085	99643872
3.006526798	bodytrack	204.0	39.0	5.072	0.284	100382128	8741	38979370	3495968	3118082	100145516
3.507482031	bodytrack	204.0	39.0	5.072	0.324	100217175	8887	38678253	3506714	3244452	100217614
4.008478616	bodytrack	204.0	39.0	5.072	0.324	100156520	8865	39330721	3434008	3091245	100155373
4.509617132	bodytrack	204.0	39.0	5.072	0.325	99103684	8819	39122681	3387123	3220315	99097345
5.010558714	bodytrack	204.0	39.0	5.072	0.324	101994635	9026	40135901	3500437	3206238	101969960
5.511442326	bodytrack	204.0	39.0	5.072	0.324	100398010	8861	39699680	3413335	3163602	100425741
6.012435782	bodytrack	204.0	39.0	5.072	0.324	100588158	8810	40340714	3373807	3108237	100591962
6.513508042	bodytrack	204.0	39.0	5.072	0.324	100988815	8514	40436551	3403378	3190424	100989378
7.015051195	bodytrack	204.0	39.0	5.072	0.324	113361582	9049	41858310	4066864	3392280	113359107
7.515978762	bodytrack	204.0	39.0	5.072	0.324	110523628	4268	54628024	2019817	2231893	110530290
8.016961172	bodytrack	204.0	39.0	5.072	0.325	101336980	1078	48007951	919260	1213310	101337967
8.219342784	bodytrack	204.0	39.0	5.072	0.324	43704850	2313	14762325	1247640	1350517	43664106
0.500364292	bodytrack	307.2	39.0	5.072	0.405	150369327	11061	61983508	4712567	4196441	150399881
1.001161560	bodytrack	307.2	39.0	5.072	0.405	151105600	12650	57182791	5191227	4571592	151105773
1.501828096	bodytrack	307.2	39.0	5.072	0.405	150160746	12722	57417014	5064662	4611758	150159546
2.002800679	bodytrack	307.2	39.0	5.072	0.405	151768327	13197	58557017	5146836	4657670	151766982
2.503501744	bodytrack	307.2	39.0	5.072	0.405	150743986	13336	57939588	5096198	4659216	150744634
3.004156349	bodytrack	307.2	39.0	5.072	0.405	151001491	13324	59061858	5014648	4651525	150999704
3.504731264	bodytrack	307.2	38.5	5.072	0.405	151473970	13412	59152178	5055752	4724728	151470394
4.005434774	bodytrack	307.2	39.0	5.072	0.405	150044180	13029	59717789	4889443	4512049	150045252
4.506056354	bodytrack	307.2	38.5	5.072	0.405	154589669	12896	61237555	4949594	4645292	154642933
5.007051900	bodytrack	307.2	39.0	5.072	0.446	170307400	9020	74988875	4292138	3955647	170262581
5.488332943	bodytrack	307.2	39.0	5.072	0.405	146096608	3383	63324496	2173707	2504233	146054594
0.500392632	bodytrack	307.2	38.5	5.072	0.405	148756086	10994	61336287	4678593	4102914	148787567
1.001179283	bodytrack	307.2	39.0	5.072	0.405	152170637	12662	57673271	5213253	4551534	152169707
1.501918170	bodytrack	307.2	39.0	5.072	0.405	151086491	12839	57670069	5105627	4609687	151091704
2.002612733	bodytrack	307.2	39.0	5.072	0.405	150905475	13106	57950005	5110259	4672557	150898430
2.503145572	bodytrack	307.2	39.0	5.072	0.405	150776292	13275	58084977	5069366	4663447	150742981
3.003862738	bodytrack	307.2	38.5	5.072	0.405	151818166	13361	59513395	5037522	4631190	151848211
3.504415315	bodytrack	307.2	39.0	5.072	0.405	149798510	13272	58457021	4971216	4608804	149797549
4.005103623	bodytrack	307.2	38.5	5.072	0.405	150588230	13160	59633743	4917078	4609899	150589563
4.505670521	bodytrack	307.2	39.0	5.072	0.405	152680810	12755	60567069	4886320	4599313	152676831
5.006514613	bodytrack	307.2	38.5	5.072	0.405	166270559	9367	70884060	4438402	4050640	166317543
5.507082499	bodytrack	307.2	39.0	5.072	0.405	154648914	3291	68572938	2138019	2579167	154604724
5.513935724	bodytrack	307.2	38.5	5.072	0.405	1917079	165	698858	53441	57734	1883192
0.500387432	bodytrack	307.2	38.5	5.072	0.405	150121007	10809	60707366	4962732	4039930	150152946
1.000985807	bodytrack	307.2	38.5	5.072	0.405	151160142	12535	57258075	5189370	4584093	151126425
1.501717255	bodytrack	307.2	39.0	5.072	0.405	150771358	12860	57864659	5110129	4629927	150802241
2.002342972	bodytrack	307.2	38.5	5.072	0.405	148030947	12843	57115395	4963680	4447109	148027377
2.502899363	bodytrack	307.2	38.5	5.072	0.405	150535356	13307	57926867	5068530	4632386	150534129
3.003464503	bodytrack	307.2	38.5	5.072	0.405	151215701	13380	59504526	4997270	4607617	151216940
3.504132925	bodytrack	307.2	38.5	5.072	0.405	151470333	13465	59280318	5021960	4663248	151470557
4.004820567	bodytrack	307.2	38.5	5.072	0.405	150055745	12995	59760921	4880456	4543095	150053593
4.505538155	bodytrack	307.2	38.0	5.072	0.405	153700280	12916	61011847	4920610	4640204	153699174
5.006522103	bodytrack	307.2	38.5	5.072	0.405	165766205	8955	72019186	4333583	4007070	165767232
5.507082498	bodytrack	307.2	38.5	5.072	0.405	149359942	3233	65547994	2102643	2554089	149359681
5.515093092	bodytrack	307.2	38.5	5.072	0.405	2298021	197	883576	67578	56345	2264865
0.500373382	bodytrack	403.2	38.5	5.064	0.486	198379403	14983	79471202	6283292	5618905	198409384
1.001000050	bodytrack	403.2	38.5	5.072	0.486	199083798	16528	75196494	6620966	5939693	199084585
1.501576404	bodytrack	403.2	38.5	5.072	0.486	198096197	17032	75401496	6538457	5870114	198100155
2.002158225	bodytrack	403.2	38.5	5.072	0.486	198419293	17275	75707228	6552496	6004119	198413848
2.502677544	bodytrack	403.2	38.0	5.072	0.486	195158712	17058	75660436	6360688	5926425	195156551
3.003112172	bodytrack	403.2	38.5	5.072	0.486	197755794	17183	77251415	6355370	5929661	197754587
3.503650396	bodytrack	403.2	38.5	5.072	0.486	206135259	16991	80210007	6449295	5972950	206135397
4.004245287	bodytrack	403.2	38.5	5.064	0.486	210609153	7290	98729051	3833799	3818673	210618874
4.209870758	bodytrack	403.2	39.0	5.072	0.486	84159316	3138	31242984	1847397	2131910	84114640
0.500349124	bodytrack	403.2	39.0	5.072	0.486	199468968	15182	79914081	6300071	5616409	199499821
1.000969764	bodytrack	403.2	38.5	5.064	0.486	198248869	16581	74934388	6608063	6047068	198249417
1.501505557	bodytrack	403.2	38.5	5.072	0.486	197451861	16944	75115934	6535010	6071511	197450736
2.002075308	bodytrack	403.2	38.5	5.072	0.486	199386612	17504	76396042	6567470	6146848	199384756
2.502681934	bodytrack	403.2	38.5	5.072	0.486	199293641	17556	77555421	6467447	6047970	199290367
3.003238558	bodytrack	403.2	38.5	5.064	0.486	198595139	17247	77965115	6378902	5990916	198594658
3.503818099	bodytrack	403.2	38.5	5.072	0.486	211092634	17717	80877459	6664680	6159924	211059933
4.004307532	bodytrack	403.2	38.5	5.072	0.486	205973717	5352	100075418	3237626	3372975	206016823
4.159639226	bodytrack	403.2	38.5	5.064	0.486	63255759	2838	21119378	1614539	1839200	63211764
0.500307575	bodytrack	403.2	38.5	5.072	0.486	196339489	14887	78603331	6225157	5438707	196372024
1.000801299	bodytrack	403.2	39.0	5.064	0.486	198752564	16503	75051155	6618187	5865107	198747308
1.501368461	bodytrack	403.2	38.5	5.072	0.486	198872908	17129	75599047	6603879	6090753	198875474
2.001827808	bodytrack	403.2	38.5	5.072	0.486	198148282	17254	75594566	6553234	6000288	198148595
2.502287622	bodytrack	403.2	38.5	5.072	0.486	198883176	17533	77367544	6458360	5913336	198881306
3.002906398	bodytrack	403.2	38.5	5.064	0.486	196338876	17063	76808569	6315304	5935302	196335127
3.503510016	bodytrack	403.2	38.5	5.072	0.486	211130445	17608	81506800	6608662	6077976	211184419
4.003987953	bodytrack	403.2	38.5	5.072	0.486	207224226	6541	98753365	3528506	3604157	207180710
4.196428833	bodytrack	403.2	39.0	5.064	0.486	77726646	3059	27531024	1780373	2054406	77682430
0.500258996	bodytrack	518.4	39.0	5.064	0.567	250115136	19023	97626688	7810481	6998718	250146937
1.000691486	bodytrack	518.4	38.5	5.064	0.567	254790640	21290	95523718	8218357	7419438	254791644
1.501059597	bodytrack	518.4	39.0	5.064	0.567	253127868	21772	95445886	8136402	7403826	253122715
2.001403542	bodytrack	518.4	38.5	5.064	0.567	253845245	22018	97204810	8030439	7455241	253811461
2.501773683	bodytrack	518.4	38.5	5.064	0.567	254698544	21881	98691107	7966271	7454264	254731545
3.002194554	bodytrack	518.4	39.0	5.064	0.567	274460934	17980	112419473	7657972	7059241	274472191
3.302455639	bodytrack	518.4	39.0	5.064	0.567	157133605	3396	69330865	2093880	2574818	157086512
0.500251984	bodytrack	518.4	38.5	5.064	0.606	254093029	19401	99228193	8021369	6972314	254124484
1.000764911	bodytrack	518.4	39.0	5.064	0.567	253694948	21091	94817909	8283666	7387095	253692114
1.501243981	bodytrack	518.4	38.5	5.064	0.567	254998790	21981	95920441	8261721	7470649	255001528
2.001726541	bodytrack	518.4	39.0	5.064	0.567	255424060	22148	97654796	8117018	7576880	255422968
2.502123004	bodytrack	518.4	38.5	5.064	0.567	256412554	21976	99278170	8066957	7525114	256410065
3.002665564	bodytrack	518.4	39.0	5.064	0.567	276823737	17717	114684241	7556380	6977345	276832759
3.294708065	bodytrack	518.4	39.0	5.064	0.567	149966548	3316	65186453	2089130	2539680	149920914
0.500362736	bodytrack	518.4	39.0	5.064	0.567	254969446	19468	99457295	7930126	7060308	255002136
1.000796202	bodytrack	518.4	39.0	5.064	0.567	253971225	21165	95032211	8214154	7445872	253976147
1.501284772	bodytrack	518.4	39.0	5.064	0.567	255332867	21951	96057244	8232639	7661119	255325927
2.001673132	bodytrack	518.4	39.0	5.064	0.567	256416465	22254	98200052	8108948	7625679	256412115
2.502051646	bodytrack	518.4	39.0	5.064	0.567	256017443	21906	99420581	7977281	7517398	256018245
3.002595112	bodytrack	518.4	39.0	5.064	0.567	277608459	17202	116320060	7326757	6817560	277621401
3.277672747	bodytrack	518.4	39.0	5.064	0.567	142752393	3303	61001768	2036292	2448514	142703850
0.500313955	bodytrack	614.4	39.0	5.064	0.648	301744638	23086	116004977	9336405	8417612	301779757
1.000694889	bodytrack	614.4	38.5	5.064	0.648	302141816	25257	112145801	9673938	8812952	302138517
1.501081969	bodytrack	614.4	39.0	5.064	0.647	303697414	26082	114198905	9600056	8828887	303694738
2.001415974	bodytrack	614.4	38.5	5.064	0.648	302713266	25998	115631443	9415668	8818213	302714386
2.502096548	bodytrack	614.4	39.0	5.064	0.648	322799809	23846	127313373	9660303	8978713	322810162
2.799434180	bodytrack	614.4	39.0	5.064	0.648	181951233	3381	81513128	2217991	2702299	181902104
0.500252883	bodytrack	614.4	38.5	5.064	0.648	300997228	22963	115435519	9349182	8284012	301039432
1.000636912	bodytrack	614.4	39.0	5.064	0.648	299529607	25100	111225475	9562302	8587131	299519658
1.500966045	bodytrack	614.4	39.0	5.064	0.648	303088675	25994	113948980	9602321	8801320	303083711
2.001297728	bodytrack	614.4	39.0	5.056	0.688	301105589	25777	114732361	9397560	8802695	301106164
2.501746706	bodytrack	614.4	39.0	5.064	0.648	324417615	23961	128483030	9652121	8858394	324430233
2.796853439	bodytrack	614.4	39.0	5.064	0.648	180169251	3382	80489085	2175646	2702415	180120101
0.500389107	bodytrack	614.4	39.0	5.064	0.648	301668625	22958	115341391	9271671	8334768	301704071
1.000841495	bodytrack	614.4	38.5	5.064	0.648	302591447	25245	111892776	9584162	8744642	302588521
1.501264248	bodytrack	614.4	39.0	5.064	0.648	302992630	25975	113683234	9470917	8835333	302987976
2.001683665	bodytrack	614.4	39.0	5.056	0.687	302302041	25712	114947145	9328531	8770007	302300701
2.502039956	bodytrack	614.4	38.5	5.064	0.648	322550996	24091	125753846	9701525	9031648	322563786
2.804879443	bodytrack	614.4	38.5	5.064	0.648	185308438	3404	83604738	2175508	2714279	185260575
0.500215170	bodytrack	710.4	38.5	5.064	0.729	350451823	26718	132201120	10719379	9470268	350488681
1.001254210	bodytrack	710.4	39.0	5.064	0.729	349917388	29211	128942216	10966502	9875543	349911651
1.501611413	bodytrack	710.4	39.0	5.064	0.728	350095959	29796	130997413	10801184	9953418	350094154
2.001919030	bodytrack	710.4	39.0	5.056	0.729	354059471	29252	133956193	10612695	9864386	354063596
2.417716447	bodytrack	710.4	39.0	5.064	0.729	306774370	10974	132768476	5785228	5955774	306732319
0.500303114	bodytrack	710.4	39.0	5.064	0.688	349884808	26585	131745186	10850105	9482144	349989762
1.000718990	bodytrack	710.4	39.0	5.056	0.729	347766397	28902	127642166	10865249	9930995	347691377
1.501034343	bodytrack	710.4	39.0	5.064	0.729	350842925	29594	131001174	10771883	10168125	350846825
2.001450269	bodytrack	710.4	39.0	5.056	0.729	349382297	28816	132610016	10474753	9876895	349440242
2.437932743	bodytrack	710.4	39.0	5.056	0.728	328204981	12701	140353932	6436433	6547238	328104704
0.500211160	bodytrack	710.4	38.5	5.064	0.688	303538338	22265	113591773	9153484	8689494	303575415
1.000670449	bodytrack	710.4	38.5	5.056	0.848	350456063	28820	128467616	10907127	9908274	350452693
1.500989162	bodytrack	710.4	39.0	5.04	1.048	349676911	29447	130143015	10743758	10009977	349675896
2.001300999	bodytrack	710.4	39.0	5.048	0.808	351340052	29090	133760183	10533351	9903345	351339339
2.501716432	bodytrack	710.4	39.0	5.056	0.728	368873204	16031	155843612	7600656	7637264	368885814
2.523677682	bodytrack	710.4	39.0	5.056	0.728	17780201	1419	6168339	542719	520652	17727331
0.500185405	bodytrack	921.6	38.5	5.056	0.768	451225053	34033	164427324	13412042	11852966	451262867
1.000468990	bodytrack	921.6	39.0	5.056	0.889	456110910	37414	163738742	13679201	12552062	456068623
1.500741167	bodytrack	921.6	39.0	5.048	0.888	453032145	36888	167721667	13231950	12196231	453071279
1.923227154	bodytrack	921.6	39.0	5.056	0.889	408091633	18708	166009071	8497808	8647730	408048978
0.500255644	bodytrack	921.6	38.5	5.056	0.728	448679664	33644	163381440	13424321	11889218	448718717
1.000621447	bodytrack	921.6	39.0	5.056	0.889	446361795	36406	160145650	13568608	12405170	446356089
1.500945112	bodytrack	921.6	39.0	5.056	0.889	452962807	37096	166711113	13406020	12406546	452959123
1.941844232	bodytrack	921.6	39.0	5.048	0.888	422683310	19652	173359430	8961341	8953003	422645352
0.500192287	bodytrack	921.6	38.5	5.056	0.849	450481856	33665	164229108	13501163	11882289	450515340
1.000553380	bodytrack	921.6	38.5	5.056	0.889	451456663	36823	162278598	13598611	12411265	451456287
1.500807282	bodytrack	921.6	38.5	5.056	0.928	451864537	37061	166248547	13286116	12300906	451834290
1.940116452	bodytrack	921.6	39.0	5.048	0.888	415907130	18901	170949252	8787548	8723962	415895799
0.500222891	bodytrack	1036.8	39.0	5.048	0.848	513128837	38223	183996351	14981879	13220676	513165774
1.000502086	bodytrack	1036.8	39.0	5.04	0.967	508566590	41190	180609880	14957295	13567531	508565448
1.500734820	bodytrack	1036.8	39.0	5.04	0.967	522736889	40757	185929104	15279790	13920021	522693324
1.737572963	bodytrack	1036.8	39.0	5.04	0.969	253175562	6805	113976410	3598596	4268624	253175065
0.500231726	bodytrack	1036.8	39.0	5.056	0.848	508756080	37792	182316189	14937495	13233742	508791394
1.000515849	bodytrack	1036.8	39.0	5.048	0.969	512179637	41444	181794784	15130955	13806232	512174601
1.500801481	bodytrack	1036.8	39.5	5.048	0.969	522505787	41221	185388560	15444762	13979191	522587385
1.731600945	bodytrack	1036.8	39.5	5.048	0.969	242406130	5612	110650558	3289449	3945223	242286085
0.500168684	bodytrack	1036.8	39.0	5.048	0.848	509392551	37913	182066112	15004885	13371076	509427717
1.000513154	bodytrack	1036.8	39.5	5.048	0.969	504927527	40901	178717075	15011215	13672256	504928802
1.500764600	bodytrack	1036.8	39.5	5.048	0.969	520744815	40911	185841049	15253192	13849980	520747692
1.751134573	bodytrack	1036.8	39.5	5.048	0.969	265656256	7596	117869207	4107095	4727621	265608636
0.500164968	bodytrack	1132.8	39.5	5.048	0.928	553777051	40977	196197989	15828619	14026725	553814245
1.000423063	bodytrack	1132.8	40.0	5.048	1.009	554088187	44226	195253709	15881788	14614443	554084015
1.500733763	bodytrack	1132.8	40.0	5.04	1.048	575735804	39199	218932116	14989004	13926617	575753150
1.626561623	bodytrack	1132.8	40.0	5.04	1.048	141198401	3259	58120982	1982411	2405763	141139969
0.500185159	bodytrack	1132.8	39.5	5.048	0.848	549171958	40445	194720394	15853571	14101710	549212194
1.000515895	bodytrack	1132.8	40.0	5.048	1.009	550806808	43884	194057090	15936201	14654596	550812244
1.500765377	bodytrack	1132.8	39.5	5.04	1.048	577487654	39142	219357626	15113321	14067722	577492469
1.624935438	bodytrack	1132.8	40.0	5.04	1.048	140120278	3217	57810640	1960350	2360095	140061643
0.500166861	bodytrack	1132.8	39.0	5.048	0.888	552005638	40963	195580520	15992921	14108493	552044772
1.000442890	bodytrack	1132.8	40.0	5.048	1.009	552057562	44088	194007667	15981381	14737761	552056158
1.500749337	bodytrack	1132.8	40.0	5.04	1.048	577715948	38629	219876866	14832025	13926026	577726784
1.616654323	bodytrack	1132.8	39.5	5.04	1.048	130529882	3206	54094792	1894500	2313879	130473609
0.500202418	bodytrack	1224.0	39.5	5.048	0.969	600481241	44071	210101486	17127028	15145311	600522392
1.000549787	bodytrack	1224.0	40.0	5.04	1.169	603397328	47922	210940643	17281751	15793113	603368440
1.494516969	bodytrack	1224.0	40.0	5.04	1.169	622282680	34290	240935702	14117297	13726095	622262402
0.500238913	bodytrack	1224.0	39.5	5.048	1.009	599550398	43933	208959637	17059005	15236251	599606153
1.000482618	bodytrack	1224.0	39.5	5.04	1.169	602152120	47730	209620046	17173000	15859730	602134609
1.497983922	bodytrack	1224.0	40.0	5.04	1.209	622809380	34272	240722121	14147914	13735102	622763023
0.500167751	bodytrack	1224.0	39.5	5.048	0.928	603280054	44141	210802493	17101658	15219308	603323167
1.000635195	bodytrack	1224.0	40.0	5.04	1.128	603390797	47811	210972220	17117688	15676095	603382589
1.499336248	bodytrack	1224.0	40.0	5.04	1.209	626496363	34629	242451598	14218037	13857641	626453527
0.500158987	bodytrack	1428.0	40.5	5.032	1.328	704296607	51016	239130438	19405531	17140627	704342056
1.000471569	bodytrack	1428.0	40.5	5.032	1.487	703974736	54428	241213155	19321064	17708778	704035055
1.314004418	bodytrack	1428.0	40.5	5.024	1.527	465337616	21378	181701680	9479400	9330517	465223805
0.500166421	bodytrack	1428.0	40.5	5.032	1.247	706527381	51164	240010298	19553204	17367267	706573173
1.000390498	bodytrack	1428.0	41.0	5.024	1.487	705047971	54093	240639613	19341277	17852888	705036470
1.315793117	bodytrack	1428.0	40.5	5.024	1.567	466467585	21310	180621006	9463230	9411784	466425202
0.500159739	bodytrack	1428.0	40.5	5.032	1.209	707299923	51231	240512823	19687075	17298938	707340787
1.000404428	bodytrack	1428.0	41.0	5.032	1.449	703207490	54412	240824671	19548271	17786313	703208047
1.311198141	bodytrack	1428.0	40.5	5.024	1.527	458504618	20649	178550873	9388353	9218648	458455119
0.500143476	bodytrack	1479.0	40.5	5.032	1.408	731020917	52762	247202216	20067056	17649615	731062406
1.000417111	bodytrack	1479.0	41.0	5.024	1.607	729549971	55841	247837844	19782266	18269477	729542808
1.283600657	bodytrack	1479.0	41.5	5.024	1.647	435195135	18935	170859891	8622478	8558483	435152703
0.500150547	bodytrack	1479.0	41.0	5.032	1.446	729628223	52366	245269844	20146588	17828347	729673440
1.000383647	bodytrack	1479.0	41.5	5.024	1.647	722286370	55092	244821926	19692055	18105383	722283014
1.286534956	bodytrack	1479.0	41.5	5.024	1.688	436545797	19073	170823178	8698895	8630936	436495522
0.500191108	bodytrack	1479.0	41.0	5.032	1.408	723972002	52105	244644245	20072105	17568915	724010649
1.000588836	bodytrack	1479.0	41.5	5.024	1.607	719640732	54998	244816498	19689583	18011889	719639007
1.289600301	bodytrack	1479.0	41.5	5.024	1.607	442731094	19452	173060349	8871770	8765577	442685877
0.501331481	dedup	102.0	40.0	5.072	0.243	48771376	2512	24335055	1319719	1087020	48800675
1.003645691	dedup	102.0	40.0	5.072	0.202	48561695	4149	18047385	1811012	1590585	48560252
1.505454890	dedup	102.0	40.0	5.072	0.202	47530604	3999	17705635	1780821	1584052	47529429
2.007511177	dedup	102.0	40.5	5.072	0.202	46547868	3899	17624248	1720670	1492268	46549910
0.501343757	dedup	102.0	40.0	5.08	0.243	47090801	2401	23713759	1266307	1043343	47119579
1.003723317	dedup	102.0	40.0	5.08	0.243	48960630	4157	18366145	1834231	1572402	48960263
1.505568073	dedup	102.0	39.5	5.08	0.243	48987339	4169	18482639	1824443	1533110	48987468
2.007400486	dedup	102.0	39.5	5.08	0.203	48161954	4039	18213824	1789574	1471730	48161231
0.501495672	dedup	102.0	39.5	5.08	0.203	49145396	2640	24458944	1287791	1054748	49191639
1.006257454	dedup	102.0	39.5	5.08	0.203	49487209	4202	18506983	1814073	1590809	49469983
1.508025058	dedup	102.0	39.5	5.08	0.203	49325241	4136	18681702	1827664	1493731	49324960
0.500518348	dedup	204.0	39.5	5.072	0.324	100214631	7000	43514825	3087300	2687434	100244379
1.001779054	dedup	204.0	39.5	5.072	0.324	100189494	8423	37815621	3552096	3169606	100188910
1.502552303	dedup	204.0	39.5	5.072	0.324	101051841	8469	38768631	3518294	3120271	101050343
2.003544930	dedup	204.0	39.5	5.072	0.324	100102141	8591	38647935	3466877	3083929	100104779
2.504506151	dedup	204.0	39.5	5.072	0.324	100784108	8744	39295990	3473877	3041858	100780838
3.006013059	dedup	204.0	39.5	5.072	0.324	101245747	8915	39396010	3510660	3141791	101368950
3.507307776	dedup	204.0	39.5	5.072	0.324	101627711	9078	39510620	3504607	3187389	101504370
4.008221130	dedup	204.0	39.5	5.072	0.324	101560882	8988	39925610	3473986	3200175	101547580
4.509197610	dedup	204.0	39.5	5.072	0.324	101496475	9109	40173526	3442827	3143427	101508274
5.010244664	dedup	204.0	39.5	5.072	0.324	100542349	8951	40010408	3407111	3132749	100539564
5.511034265	dedup	204.0	39.5	5.072	0.324	99503114	8811	39725504	3344639	3038880	99501182
6.012033089	dedup	204.0	39.5	5.072	0.324	100294488	8849	40406004	3319162	3031801	100296685
6.513011078	dedup	204.0	39.5	5.072	0.324	100939208	8580	40244422	3395747	3139938	100938628
7.014051882	dedup	204.0	39.5	5.072	0.324	124546854	11190	47036222	4539246	4899084	124543809
7.050056791	dedup	204.0	39.5	5.072	0.284	8176428	769	3145595	271808	254405	8147730
0.500697454	dedup	204.0	39.0	5.072	0.324	99480943	6930	43088927	3075117	2740278	99510804
1.001791843	dedup	204.0	39.0	5.072	0.324	101254757	8567	38301086	3572067	3166156	101254705
1.502775345	dedup	204.0	39.5	5.072	0.324	99209341	8282	38163909	3466164	3009947	99210452
2.003894682	dedup	204.0	39.5	5.072	0.324	100333644	8629	38621654	3479153	3139697	100330666
2.504853599	dedup	204.0	39.5	5.072	0.324	99847255	8587	38637050	3450131	3096884	99843695
3.005763608	dedup	204.0	39.5	5.072	0.324	99823195	8770	38758651	3435805	3128050	99824105
3.506544448	dedup	204.0	39.5	5.072	0.324	100896432	9016	39176860	3476834	3147081	100866380
4.007677170	dedup	204.0	39.5	5.072	0.324	101311571	8984	39888726	3453100	3164139	101340634
4.508667337	dedup	204.0	39.5	5.072	0.324	100223022	8955	39494181	3399552	3171627	100225156
5.009673181	dedup	204.0	39.5	5.072	0.284	99990434	8908	39640846	3376298	3150585	99987750
5.510650743	dedup	204.0	39.5	5.072	0.324	100783837	8939	39985854	3388023	3163221	100781854
6.011825444	dedup	204.0	39.5	5.072	0.324	99865894	8777	40057784	3322707	3118782	99866892
6.512646127	dedup	204.0	39.5	5.072	0.324	97929048	8209	39092436	3301155	3077120	97933501
7.013626813	dedup	204.0	39.5	5.072	0.324	120895848	10739	45603705	4372594	4596182	120903143
7.080893772	dedup	204.0	39.5	5.072	0.324	15908158	1426	5926176	593457	650528	15864213
0.500515617	dedup	204.0	39.0	5.072	0.324	99950950	6991	43413311	3079340	2720587	99980306
1.001393532	dedup	204.0	39.5	5.072	0.324	101232967	8482	38101624	3617256	3171905	101230887
1.502442909	dedup	204.0	39.0	5.072	0.324	101327921	8469	39012367	3560417	3038971	101329585
2.003279053	dedup	204.0	39.5	5.072	0.324	100893770	8598	38781945	3538940	3131151	100890867
2.504277699	dedup	204.0	39.5	5.072	0.324	100075768	8691	38738315	3506123	3125036	100077488
3.005243376	dedup	204.0	39.5	5.072	0.324	100322151	8737	38784660	3479988	3164770	100321322
3.506133895	dedup	204.0	39.0	5.072	0.324	100053203	8859	38658506	3505113	3172781	100051907
4.007065664	dedup	204.0	39.5	5.072	0.324	99952469	8830	39180270	3458053	3150988	99951073
4.508030299	dedup	204.0	39.5	5.072	0.324	101339238	8999	39932998	3483352	3188308	101339061
5.009006339	dedup	204.0	39.0	5.072	0.324	100566063	8910	39692064	3453439	3167984	100566586
5.510064777	dedup	204.0	39.0	5.072	0.324	100712713	8913	39761325	3439950	3159618	100711687
6.010859772	dedup	204.0	39.0	5.072	0.324	100367746	8755	40225011	3372452	3100398	100367279
6.511659142	dedup	204.0	39.0	5.072	0.324	99941575	8509	40039228	3348723	3108261	99942752
7.012468199	dedup	204.0	39.0	5.072	0.324	117739044	10734	44010096	4000301	3645385	117705419
7.151491685	dedup	204.0	39.5	5.072	0.324	33899836	2852	12878406	1524996	2196164	33899451
