Run Duration (ms)	Benchmark	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	L1D_CACHE	INST_RETIRED	BUS_CYCLES	L1I_CACHE	BR_PRED
4.005305286	fluidanimate	307.2	36.0	5.064	0.405	153248429	49915130	119202412	153249228	60749485	25193632
4.506112460	fluidanimate	307.2	36.0	5.072	0.365	169461212	50280940	121913671	169478594	65172782	26162880
4.766388794	fluidanimate	307.2	35.5	5.064	0.405	87115675	30343102	78126514	87075229	40669828	15324907
0.500394823	fluidanimate	403.2	35.5	5.064	0.526	201069900	64603753	154435981	201088452	80159962	32699941
1.000908501	fluidanimate	403.2	35.5	5.064	0.486	199698774	57349210	137296127	199697802	75125030	29672897
1.501379939	fluidanimate	403.2	36.0	5.064	0.486	200515679	59212541	141614674	200518235	76105863	30417973
2.001937369	fluidanimate	403.2	36.0	5.064	0.486	200239928	59889368	143314538	200234811	76232684	30693936
2.502507872	fluidanimate	403.2	35.5	5.064	0.486	201048065	62352810	149052688	201046983	77633290	31740488
3.003199679	fluidanimate	403.2	35.5	5.064	0.486	201997269	63799710	152388302	201998320	78602061	32341459
3.503793724	fluidanimate	403.2	35.5	5.064	0.486	214323267	64121586	154930411	214357159	82001590	33160997
3.680964043	fluidanimate	403.2	35.5	5.064	0.486	81227417	28627040	75421505	81169941	37219482	14638841
0.500307217	fluidanimate	403.2	35.5	5.064	0.486	198416594	63814328	152203217	198435349	79094807	32217073
1.000915428	fluidanimate	403.2	36.0	5.064	0.486	203061065	58386261	139671806	203060194	76421622	30156285
1.501442389	fluidanimate	403.2	36.0	5.064	0.486	200033388	59018492	141045724	200032317	75758046	30258390
2.001905806	fluidanimate	403.2	35.5	5.064	0.486	200659594	60077910	143532884	200659743	76582574	30710819
2.502511883	fluidanimate	403.2	35.5	5.064	0.486	202135797	63079977	150706017	202132973	78300332	32062630
3.003378485	fluidanimate	403.2	36.0	5.064	0.486	201300084	63568035	151647567	201301028	78221588	32144320
3.504688794	fluidanimate	403.2	36.0	5.064	0.486	215481764	64262024	155191111	215536503	82205515	33195207
3.681450147	fluidanimate	403.2	35.5	5.064	0.486	82776675	29059351	76449015	82698293	37811976	14853398
0.500317217	fluidanimate	403.2	36.0	5.064	0.445	200660501	64433294	153950355	200681267	79855104	32591703
1.000821729	fluidanimate	403.2	35.5	5.064	0.486	201589015	57889472	138767704	201585359	75842682	29994248
1.501263114	fluidanimate	403.2	36.0	5.064	0.486	202191001	59663956	142859967	202186615	76654576	30672738
2.001907369	fluidanimate	403.2	35.5	5.064	0.486	201440394	60477561	144698692	201523484	76746183	30944140
2.502462923	fluidanimate	403.2	36.0	5.064	0.486	202150322	62804157	150286361	202105432	78157288	31983241
3.003039312	fluidanimate	403.2	36.0	5.064	0.486	201216146	63322003	151337839	201187321	78005673	32126280
3.503504813	fluidanimate	403.2	36.0	5.064	0.486	214216342	64033299	154875146	214207243	81911193	33134646
3.677130739	fluidanimate	403.2	35.5	5.064	0.486	80098410	28233829	74539448	80077010	36866596	14506092
0.500255080	fluidanimate	518.4	36.0	5.064	0.567	257856663	79842722	190543993	257877083	100318896	40546589
1.000693340	fluidanimate	518.4	36.0	5.064	0.567	259296736	74755703	178835327	259295814	96945809	38531867
1.501378637	fluidanimate	518.4	36.0	5.064	0.567	260583986	76539286	182784338	260582320	97648450	39181510
2.001849503	fluidanimate	518.4	36.0	5.064	0.567	259120464	79018539	188734163	259119246	98540234	40217112
2.502223335	fluidanimate	518.4	36.0	5.056	0.606	259792554	82556455	197148211	259790275	100513808	41763680
2.888820912	fluidanimate	518.4	36.0	5.064	0.567	224079431	68175562	170067187	224056773	90753907	35295439
0.500350239	fluidanimate	518.4	36.0	5.064	0.567	258196558	80194466	191976557	258217564	100391052	40821045
1.000767978	fluidanimate	518.4	36.0	5.056	0.566	261138509	75103691	180195717	261135704	97562527	38836750
1.501233219	fluidanimate	518.4	36.0	5.064	0.567	260450021	76823383	183968644	260449120	97943068	39436536
2.001604655	fluidanimate	518.4	36.0	5.064	0.567	260150329	79985059	191632647	260148806	99557058	40786469
2.501988332	fluidanimate	518.4	36.0	5.064	0.567	260964740	82354460	197077177	260965771	100761068	41767998
2.903117393	fluidanimate	518.4	36.5	5.056	0.606	232029694	71035336	178648192	232004689	93125252	36904825
0.500254091	fluidanimate	518.4	36.0	5.064	0.567	258301402	79727075	190531425	258322002	100061956	40536428
1.000789333	fluidanimate	518.4	36.0	5.056	0.566	259223751	74458983	178217606	259222646	96635866	38415013
1.501166811	fluidanimate	518.4	35.5	5.064	0.567	258348796	75932734	181700156	258346946	96886490	38971520
2.001645177	fluidanimate	518.4	36.0	5.064	0.567	259260948	79213286	189296860	259260088	98722687	40321061
2.502020676	fluidanimate	518.4	36.0	5.064	0.567	260437393	82672960	197637938	260435780	100753072	41848173
2.884831043	fluidanimate	518.4	36.0	5.064	0.606	222646661	67634953	170332643	222623341	89251792	35151943
0.500307477	fluidanimate	614.4	36.0	5.064	0.607	308648737	93185055	222614982	308669173	117662192	47488556
1.000675841	fluidanimate	614.4	36.0	5.056	0.647	305534621	87346475	209073499	305532634	112813014	45020003
1.501013058	fluidanimate	614.4	36.0	5.056	0.687	307310593	91190612	217941415	307310072	114998500	46592568
2.001341317	fluidanimate	614.4	36.5	5.056	0.647	307861804	94716231	226339264	307858707	116951731	48134897
2.444433134	fluidanimate	614.4	36.0	5.056	0.647	295498932	90224116	224236301	295476149	116216193	46513907
0.500227788	fluidanimate	614.4	36.0	5.064	0.606	306268993	92702152	221175906	306291402	116889887	47154787
1.000602506	fluidanimate	614.4	36.5	5.056	0.647	303707733	86754638	207408321	303702518	112211776	44664606
1.501025246	fluidanimate	614.4	36.0	5.056	0.647	308192886	91495125	218346152	308193205	115344937	46652011
2.001507258	fluidanimate	614.4	36.0	5.056	0.647	307452156	94500505	225691177	307448400	116599818	47954651
2.447389130	fluidanimate	614.4	36.0	5.056	0.647	294811323	89902603	223295387	294789355	115735482	46334555
0.500229924	fluidanimate	614.4	36.0	5.064	0.647	306853058	92628330	221193894	306873106	117165825	47211725
1.000604954	fluidanimate	614.4	36.5	5.056	0.647	307201654	88171518	210874184	307201108	113782210	45393918
1.501035299	fluidanimate	614.4	36.0	5.056	0.647	307483232	91360323	218242571	307482089	115228866	46652256
2.001378610	fluidanimate	614.4	36.5	5.056	0.687	306120780	94046969	224706900	306118548	116167185	47776568
2.445064761	fluidanimate	614.4	36.5	5.056	0.647	298765320	91306261	226732511	298741094	117608710	47063152
0.500223257	fluidanimate	710.4	36.0	5.056	0.687	355570012	105040167	250919704	355592888	133220395	53641076
1.000559745	fluidanimate	710.4	36.0	5.056	0.728	358239863	101940926	243582819	358235899	130867128	52372962
1.500857691	fluidanimate	710.4	36.5	5.056	0.728	358055956	106703805	254750206	358031542	133002527	54303287
2.001223242	fluidanimate	710.4	36.0	5.056	0.728	369021865	110694325	265650070	369027597	137790617	56556715
2.129702913	fluidanimate	710.4	36.5	5.056	0.728	104057188	33100763	86481057	104049153	43960591	17110129
0.500202840	fluidanimate	710.4	36.0	5.056	0.647	356321208	105501003	251619220	356343123	133890901	53758728
1.000628913	fluidanimate	710.4	36.0	5.056	0.728	357955938	101788473	243049243	357955014	130826084	52254696
1.501001757	fluidanimate	710.4	36.5	5.056	0.728	356846564	106259846	253328641	356843422	132563212	54000240
2.001302723	fluidanimate	710.4	36.5	5.056	0.728	370721258	110618153	265298937	370720774	138165453	56522292
2.129164726	fluidanimate	710.4	36.5	5.056	0.728	98493162	31882780	83457922	98467859	42089683	16440502
0.500270550	fluidanimate	710.4	37.0	5.056	0.687	356862257	106039700	253581264	356884192	134062351	54191307
1.000705113	fluidanimate	710.4	36.5	5.056	0.728	356253890	101198993	242199604	356252081	130010693	52076555
1.501004725	fluidanimate	710.4	37.0	5.056	0.726	357532233	106356725	254356827	357529362	132593697	54247934
2.001388923	fluidanimate	710.4	36.5	5.048	0.728	360314755	110691167	265368732	360354129	135917296	56340012
2.158081182	fluidanimate	710.4	37.0	5.056	0.728	128879017	38684827	100321811	128814443	52319538	20203620
0.500177684	fluidanimate	921.6	36.5	5.056	0.807	462087441	131331000	313816897	462101602	167784370	67237899
1.000482348	fluidanimate	921.6	36.5	5.048	0.888	460154666	129686935	309812860	460160435	164891867	66380087
1.500826858	fluidanimate	921.6	36.5	5.048	0.888	462443414	137235674	328459748	462444901	169782812	69893134
1.687034022	fluidanimate	921.6	36.5	5.048	0.888	196283141	57186300	144438145	196253849	75511489	29547714
0.500184142	fluidanimate	921.6	36.5	5.056	0.848	462181396	131593537	314917443	462206618	167256955	67435423
1.000482974	fluidanimate	921.6	37.0	5.048	0.888	461101482	129717646	310225303	461098494	164229385	66472811
1.500809045	fluidanimate	921.6	36.5	5.048	0.888	457382877	137121410	328193040	457378603	167622587	69728073
1.708327047	fluidanimate	921.6	36.5	5.048	0.928	218400608	62067615	156640471	218374920	82626451	32249554
0.500234039	fluidanimate	921.6	36.5	5.056	0.848	461800099	131548918	314362681	461822959	167367979	67295412
1.000581673	fluidanimate	921.6	36.5	5.048	0.888	462472666	130336050	311303823	462470322	165449626	66716040
1.500845296	fluidanimate	921.6	36.5	5.048	0.888	462320432	137325850	328638195	462319355	169062489	69886363
1.690397890	fluidanimate	921.6	36.5	5.048	0.888	198307568	57595374	145514439	198280408	76188429	29798369
0.500228361	fluidanimate	1036.8	36.5	5.048	0.807	520765486	145310943	347298946	520787288	185316701	74435395
1.000519849	fluidanimate	1036.8	37.0	5.048	0.969	515639524	143892612	343804604	515641051	181844498	73583961
1.500783419	fluidanimate	1036.8	37.0	5.048	0.969	544965707	156253605	382050728	544972396	199064438	80412816
1.524523940	fluidanimate	1036.8	36.5	5.048	0.969	27208828	9958148	23571327	27171152	10591660	4672226
0.500174766	fluidanimate	1036.8	36.5	5.048	0.888	518852155	145024160	346632951	518874763	184953691	74270919
1.000446201	fluidanimate	1036.8	36.5	5.048	0.969	522382611	145645171	347954226	522382784	184283678	74458679
1.500717585	fluidanimate	1036.8	37.0	5.048	0.969	545611718	157096685	384701582	545620096	200434506	80874700
1.523995388	fluidanimate	1036.8	36.5	5.048	1.009	26026990	9541363	21985523	25988040	9679573	4407434
0.500168308	fluidanimate	1036.8	37.0	5.04	0.846	518963923	145194883	346926522	518986938	185020245	74306322
1.000467660	fluidanimate	1036.8	36.5	5.032	0.966	522706972	145713124	347850892	522705607	184219940	74448610
1.501638801	fluidanimate	1036.8	36.5	5.032	0.966	544954158	158741742	387874108	544959666	201222049	81422080
1.519384463	fluidanimate	1036.8	36.5	5.032	0.966	21171214	6511350	15467337	21136279	7347926	3190475
0.500170704	fluidanimate	1132.8	36.5	5.048	0.807	551797992	153041823	365986120	551821799	194944001	78462000
1.000449327	fluidanimate	1132.8	36.5	5.04	0.967	552323032	153789275	367584718	552319999	193717720	78676505
1.450698160	fluidanimate	1132.8	37.0	5.04	1.008	523356697	151672054	369354461	523328265	192255456	77604457
0.500168986	fluidanimate	1132.8	36.5	5.048	0.928	553289451	153438898	367280407	553314195	195164094	78672365
1.000489589	fluidanimate	1132.8	36.5	5.048	1.009	554767401	153992112	368616751	554761587	193845501	78829034
1.461209358	fluidanimate	1132.8	36.5	5.04	1.008	534340781	154558322	378339083	534314214	195074876	79290278
0.500170235	fluidanimate	1132.8	36.5	5.048	0.848	551250246	152434239	364284254	551274337	194202621	78072969
1.000435629	fluidanimate	1132.8	36.5	5.048	1.009	549697736	152673781	364938829	549695612	192418384	78064230
1.454918296	fluidanimate	1132.8	37.0	5.04	1.048	520431890	150392710	367891869	520402104	189984496	77092654
0.500170444	fluidanimate	1224.0	36.5	5.048	0.969	603522303	164864553	393982847	603546447	210082601	84388471
1.000424483	fluidanimate	1224.0	36.5	5.04	1.128	607160078	167972999	401306397	607156537	210700369	85693272
1.336149494	fluidanimate	1224.0	37.0	5.04	1.169	432494447	124062661	305046942	432466186	157256154	63671450
0.500167475	fluidanimate	1224.0	36.5	5.048	0.969	601678516	163877476	391510087	601706009	208697597	83843401
1.000420889	fluidanimate	1224.0	37.0	5.04	1.128	605370432	166211902	397004358	605366860	208608366	84780693
1.356766515	fluidanimate	1224.0	37.0	5.04	1.169	453620793	129372584	316404824	453589291	164894319	66262428
0.500161850	fluidanimate	1224.0	37.0	5.048	1.088	603378897	163836010	391929471	603404089	209118119	84042376
1.000419222	fluidanimate	1224.0	37.0	5.04	1.169	598038030	164604643	393490247	598033736	207494852	84146362
1.362439388	fluidanimate	1224.0	37.0	5.04	1.169	460970500	131017515	321801839	460941741	166353171	67297314
0.500158100	fluidanimate	1428.0	37.5	5.032	1.288	703822455	186624653	446113054	703849361	237633241	95650438
1.000429067	fluidanimate	1428.0	37.5	5.024	1.487	703285404	192642698	460303511	703298598	238721373	98045709
1.184100869	fluidanimate	1428.0	38.0	5.024	1.527	285278061	78052142	194987457	285230114	101514269	40399817
0.500157527	fluidanimate	1428.0	37.5	5.024	1.286	704149895	187413293	448121126	704174625	238701444	96134743
1.000396202	fluidanimate	1428.0	37.5	5.016	1.484	702713304	191957209	458722218	702711588	238263947	97768926
1.189884524	fluidanimate	1428.0	37.5	5.016	1.524	287654414	78279902	195704937	287623434	101893567	40574326
0.500155183	fluidanimate	1428.0	37.5	5.032	1.209	699636210	185422035	443062074	699662039	236376985	95044049
1.000419639	fluidanimate	1428.0	37.5	5.032	1.446	700110000	191315586	457194694	700105252	237705908	97461377
1.191221373	fluidanimate	1428.0	37.5	5.024	1.527	288486865	78912878	197192378	288458105	102562744	40847954
0.500148308	fluidanimate	1479.0	37.5	5.032	1.288	728448625	192572160	461164946	728471904	244808296	98804219
1.000382138	fluidanimate	1479.0	37.5	5.024	1.527	731072563	199687696	477945445	731071689	246443436	101610266
1.159253295	fluidanimate	1479.0	38.5	5.024	1.607	257817423	69472551	174810683	257787339	91402709	36142378
0.500149037	fluidanimate	1479.0	37.5	5.032	1.368	732631826	193060334	461475674	732655735	246335734	99020978
1.000436150	fluidanimate	1479.0	38.0	5.024	1.567	731491886	199711300	477463424	731490766	247032509	101721996
1.148096616	fluidanimate	1479.0	38.0	5.024	1.607	239260916	64311572	161073785	239230504	85637802	33309893
0.500160079	fluidanimate	1479.0	38.0	5.032	1.368	728388556	191587619	457370715	728414750	244576742	98029975
1.000392399	fluidanimate	1479.0	39.0	5.024	1.607	733809250	200981621	480092276	733804876	249057814	102172838
1.140719023	fluidanimate	1479.0	38.5	5.024	1.647	229118429	60257848	151910748	229088881	80351904	31225816
0.501292705	freqmine	102.0	36.5	5.072	0.243	48213078	23194830	54747016	48230397	23945608	10927578
1.003381260	freqmine	102.0	37.0	5.072	0.202	51079164	13773867	32953573	51080061	18972452	7180175
1.505229706	freqmine	102.0	37.0	5.072	0.202	48518879	13330266	31820591	48521560	18166515	6922110
2.007155080	freqmine	102.0	36.5	5.072	0.202	49027336	13479597	32256024	49024879	18443995	7015825
2.509075090	freqmine	102.0	37.0	5.072	0.202	50777466	14437400	34530443	50774886	19299162	7471259
3.010958068	freqmine	102.0	37.0	5.072	0.202	50715418	14848711	35393738	50715096	19445019	7614237
3.512684689	freqmine	102.0	36.5	5.072	0.202	48835497	14068654	33624653	48836310	18602463	7248740
4.014808348	freqmine	102.0	37.0	5.072	0.202	50579999	15076141	35984889	50560617	19490460	7711848
4.516636794	freqmine	102.0	36.5	5.08	0.203	50238621	14715799	35200464	50257555	19313161	7573352
5.018347893	freqmine	102.0	37.0	5.08	0.202	50656270	15032611	35901385	50681786	19522725	7693459
5.520127067	freqmine	102.0	36.5	5.08	0.203	50836748	15396966	36734061	50810230	19736525	7852178
6.022291977	freqmine	102.0	36.5	5.08	0.203	51451357	15508883	36976674	51450839	19975234	7909168
6.523804427	freqmine	102.0	37.0	5.08	0.203	48127382	14378582	34319715	48127150	18576335	7350953
7.025686988	freqmine	102.0	36.5	5.072	0.203	51178670	15275147	36461306	51177516	19783959	7812799
7.527805179	freqmine	102.0	36.5	5.08	0.203	51372465	15879672	37852976	51372453	20094076	8054090
8.029736074	freqmine	102.0	37.0	5.08	0.203	50768115	15517971	37092016	50767350	19825835	7924601
8.531875984	freqmine	102.0	37.0	5.08	0.203	50669761	15986225	38186332	50668674	20007649	8116814
9.033640886	freqmine	102.0	37.0	5.08	0.203	50223917	15814434	37652093	50224122	19813068	7983379
9.535853923	freqmine	102.0	37.0	5.08	0.203	50102282	15578486	37202002	50101787	19664707	7913793
10.037615127	freqmine	102.0	37.0	5.08	0.203	50797457	16233806	38748461	50796758	20178888	8213811
10.539357790	freqmine	102.0	37.0	5.08	0.243	50676121	15886534	37851444	50676199	19915688	8037422
11.041164933	freqmine	102.0	37.0	5.072	0.243	50463217	15831509	37770505	50462384	19871931	8025008
11.543404636	freqmine	102.0	37.0	5.072	0.162	50258917	16484308	39313041	50259895	20121711	8288895
12.045179852	freqmine	102.0	37.0	5.072	0.162	50462726	16499723	39500637	50461525	20280282	8360796
12.546799647	freqmine	102.0	36.5	5.072	0.162	51434133	16733805	39952027	51415713	20528718	8431690
13.048301107	freqmine	102.0	36.5	5.08	0.162	50090086	17711530	42687170	50108990	21051956	9024920
13.551184990	freqmine	102.0	36.5	5.08	0.162	51836452	16219534	38827129	51837617	20520861	8216976
14.053285785	freqmine	102.0	36.5	5.08	0.162	66050884	16249585	39458787	66083379	23662430	8627053
14.555818775	freqmine	102.0	36.5	5.072	0.162	52552405	14828060	44323432	52520559	22788796	10046066
14.705333184	freqmine	102.0	36.5	5.08	0.162	16993212	4875342	12271269	16970667	6412398	2703128
0.501152755	freqmine	102.0	36.5	5.08	0.243	50442623	23928986	56494942	50461464	24916029	11302669
1.003390844	freqmine	102.0	36.5	5.08	0.203	51365487	13971714	33508572	51367342	19252037	7300769
1.504849543	freqmine	102.0	36.5	5.08	0.203	50956338	14121252	33819492	50954123	19223881	7350731
2.007218416	freqmine	102.0	36.5	5.072	0.203	50891879	14093917	33824315	50946179	19224096	7360494
2.508689250	freqmine	102.0	36.5	5.08	0.203	51232445	14922559	35636736	51176709	19651874	7672895
3.010345453	freqmine	102.0	36.5	5.08	0.203	50562767	14822209	35360723	50562271	19449020	7611461
3.512054260	freqmine	102.0	36.5	5.08	0.203	51049674	14768174	35352844	51049303	19567367	7624247
4.013803850	freqmine	102.0	36.5	5.08	0.203	49775568	14693546	35089696	49775402	19211637	7536336
4.515711360	freqmine	102.0	36.5	5.08	0.203	50387092	14962567	35743099	50385460	19509530	7677049
5.017483554	freqmine	102.0	36.5	5.08	0.203	50104135	14989945	35710080	50104609	19381640	7643234
5.519464711	freqmine	102.0	36.5	5.08	0.203	50409185	15205526	36345861	50426612	19631909	7789881
6.021201384	freqmine	102.0	36.5	5.08	0.203	50724051	15157966	36141461	50706350	19580812	7732105
6.523386034	freqmine	102.0	36.0	5.08	0.203	50160810	15061652	35971687	50160081	19476038	7712268
7.025074633	freqmine	102.0	36.5	5.08	0.203	49859005	14963143	35612020	49859016	19225630	7597266
7.527019956	freqmine	102.0	36.5	5.08	0.203	51260130	15640625	37443484	51283960	20024656	7992418
8.028703971	freqmine	102.0	36.5	5.08	0.203	50399464	15623126	37305795	50374267	19779004	7946569
8.530832787	freqmine	102.0	36.5	5.08	0.203	49211145	15274914	36433590	49210285	19261628	7744369
9.033585782	freqmine	102.0	36.5	5.08	0.203	50653128	15997085	38173822	50635221	19981654	8099901
9.535311726	freqmine	102.0	36.5	5.08	0.203	50581503	15625822	37292436	50599202	19785027	7944705
10.036954647	freqmine	102.0	37.0	5.08	0.203	50702383	16158481	38564162	50683963	20089414	8170902
10.539000492	freqmine	102.0	37.0	5.08	0.203	50236404	15989351	38107805	50285999	19908520	8081121
11.040809406	freqmine	102.0	36.5	5.08	0.203	51264041	16320467	38997219	51232407	20299523	8263098
11.542909003	freqmine	102.0	36.5	5.064	0.162	50505910	16528103	39434541	50505706	20240297	8329177
12.044348170	freqmine	102.0	36.5	5.08	0.162	50250191	16096350	38485457	50231069	20032059	8161859
12.545756607	freqmine	102.0	36.5	5.08	0.162	49145035	16259984	38892767	49144650	19787940	8199497
13.047624845	freqmine	102.0	36.5	5.08	0.162	50416524	17129720	41238872	50435717	20748550	8737211
13.549038074	freqmine	102.0	36.5	5.072	0.162	50038834	15630026	37450434	50018941	19939370	7949845
14.055489007	freqmine	102.0	36.0	5.08	0.162	65477569	16216926	39667708	65606467	23641158	8713566
14.563254601	freqmine	102.0	36.0	5.08	0.202	57203742	16128313	47703983	57073941	24480963	10819838
14.631160159	freqmine	102.0	36.0	5.08	0.202	7724220	2393954	5699110	7724157	2954280	1203111
0.503111388	freqmine	102.0	36.5	5.08	0.203	50597609	23985215	56681416	50616572	24976320	11331293
1.004758111	freqmine	102.0	36.5	5.08	0.203	50226820	13673874	32723535	50225866	18849785	7136684
1.506986095	freqmine	102.0	36.5	5.08	0.203	51101566	14114906	33780417	51108847	19222221	7340750
2.019420011	freqmine	102.0	36.5	5.08	0.203	51827072	14482794	34689342	51981133	19604552	7519557
2.520877928	freqmine	102.0	36.5	5.08	0.203	50101096	14437101	34418128	49939739	19123481	7429508
3.022911326	freqmine	102.0	36.5	5.08	0.203	50025262	14639065	34970449	50024591	19225111	7532689
3.524840711	freqmine	102.0	36.5	5.08	0.203	48133120	14100188	33695265	48131584	18573400	7267551
4.034548999	freqmine	102.0	36.0	5.08	0.203	52138531	15564042	37167365	52174385	20164204	7968687
4.536316245	freqmine	102.0	36.5	5.08	0.203	50761698	15064217	36021942	50724479	19612077	7730865
5.037825570	freqmine	102.0	36.5	5.08	0.203	50055929	14766050	35219179	50057771	19212882	7538113
5.541292329	freqmine	102.0	36.5	5.08	0.203	51257068	15725986	37557201	51256050	20036978	8017990
6.043452187	freqmine	102.0	36.0	5.08	0.203	49704954	14824379	35353017	49704722	19180387	7565395
6.545105682	freqmine	102.0	36.5	5.08	0.203	51663723	15489257	36968809	51663015	19952345	7907362
7.048158422	freqmine	102.0	36.0	5.08	0.203	51883071	15699828	37547410	51882890	20178042	8028017
7.549835667	freqmine	102.0	37.0	5.08	0.203	50550274	15530598	37008986	50554083	19730157	7875798
8.051856512	freqmine	102.0	36.5	5.08	0.203	51156795	15633158	37343222	51151522	19974077	7968711
8.553278543	freqmine	102.0	36.5	5.08	0.203	50916259	16085236	38418708	50897963	20086914	8150302
9.055521684	freqmine	102.0	36.5	5.08	0.203	49443159	15527718	36933394	49461974	19458143	7833371
9.556937257	freqmine	102.0	36.0	5.08	0.203	51542844	15947460	38109274	51523336	20159787	8111098
10.059176440	freqmine	102.0	36.0	5.072	0.203	50231857	16075350	38305572	50251695	19932772	8107175
10.560911550	freqmine	102.0	36.5	5.08	0.203	50122241	16029379	38239731	50121372	19880029	8100429
11.063930019	freqmine	102.0	36.5	5.08	0.243	50440546	16164012	38630170	50440107	20037784	8183373
11.565343352	freqmine	102.0	36.5	5.08	0.202	50705173	16079025	38406803	50685236	20043149	8143491
12.067287581	freqmine	102.0	36.0	5.072	0.162	49336823	16232569	38699980	49355021	19811189	8163675
12.571014658	freqmine	102.0	36.5	5.072	0.162	51379535	17021346	40753426	51378537	20777669	8610212
13.072810968	freqmine	102.0	36.0	5.072	0.162	48512996	16514286	39710910	48514583	19967447	8416394
13.574936450	freqmine	102.0	36.5	5.08	0.162	51325368	16055588	38410605	51325596	20403558	8140497
14.076817918	freqmine	102.0	36.0	5.08	0.162	65871599	16358308	39731517	65870073	23576263	8680777
14.578956109	freqmine	102.0	36.5	5.072	0.162	55335394	15734300	47077280	55358633	23862975	10678190
14.688689785	freqmine	102.0	36.5	5.08	0.162	13088550	3739081	8982756	13045043	4834395	1916279
0.500859989	freqmine	204.0	36.5	5.072	0.324	100912570	37636713	89509897	100962065	43814481	18530563
1.002057588	freqmine	204.0	36.5	5.072	0.284	102789136	28607170	68705380	102763588	38807755	14950779
1.503020340	freqmine	204.0	36.0	5.072	0.284	103006651	30109193	72062832	103003493	39569399	15563401
2.003982154	freqmine	204.0	36.5	5.072	0.284	102444815	30211502	72338577	102442046	39502317	15573649
2.505066001	freqmine	204.0	36.0	5.072	0.284	102689656	30960141	74056324	102687627	39872979	15886643
3.005880833	freqmine	204.0	36.5	5.072	0.284	102353915	30724255	73509127	102353914	39653602	15773497
3.506796448	freqmine	204.0	36.5	5.072	0.284	103368030	31372600	75010035	103367791	40217152	16050334
4.007586331	freqmine	204.0	36.0	5.072	0.284	99624087	30963653	73984395	99623420	39124244	15770086
4.508425174	freqmine	204.0	36.0	5.072	0.284	102018891	32045428	76658099	102007791	40195124	16313374
5.009447197	freqmine	204.0	36.0	5.072	0.284	100959830	32025043	76486425	100969976	39991153	16267582
5.510430470	freqmine	204.0	36.5	5.072	0.284	101760189	32770138	78363537	101759714	40466179	16596010
6.011199884	freqmine	204.0	36.5	5.072	0.284	100704046	32779536	78527545	100701926	40374267	16645953
6.512153677	freqmine	204.0	36.5	5.072	0.284	103149093	35036719	84232371	103149273	42455457	17799702
7.013344975	freqmine	204.0	36.5	5.072	0.284	120011215	30951985	82707642	120014890	46507384	18535051
7.092564455	freqmine	204.0	36.0	5.072	0.284	18177476	5623541	14985065	18152685	7338944	3245006
0.500707069	freqmine	204.0	36.5	5.072	0.324	100428936	37422163	88837617	100448119	43608176	18408764
1.001825501	freqmine	204.0	36.0	5.072	0.324	102192372	28385702	68087829	102192147	38544508	14828302
1.502606686	freqmine	204.0	36.5	5.072	0.284	102221693	29835470	71258636	102200691	39273052	15389094
2.003504019	freqmine	204.0	36.5	5.072	0.324	101505886	29753066	71082755	101524682	38972959	15316544
2.504288434	freqmine	204.0	36.5	5.072	0.284	101999133	30672294	73271164	101997930	39531758	15722527
3.005208112	freqmine	204.0	36.5	5.072	0.284	102137911	30536535	72901897	102171956	39506684	15648874
3.506159873	freqmine	204.0	36.5	5.072	0.324	100895733	30623398	73072900	100861425	39170391	15634007
4.006958975	freqmine	204.0	36.5	5.072	0.284	101680834	31463767	75142322	101681053	39826875	16031260
4.507973603	freqmine	204.0	36.5	5.072	0.284	101993127	32306650	77155468	101990896	40296405	16405755
5.009118441	freqmine	204.0	36.5	5.072	0.324	102766372	32251754	76971758	102787576	40469784	16393537
5.511285539	freqmine	204.0	36.5	5.072	0.324	102764711	33104601	79013356	102742566	40832108	16737119
6.012070266	freqmine	204.0	36.5	5.072	0.284	101929336	33343917	79649091	101927753	40784805	16852484
6.513198750	freqmine	204.0	36.5	5.072	0.324	102528353	33980373	81847210	102562758	41670290	17353302
7.014064156	freqmine	204.0	36.5	5.072	0.324	122564394	31996187	86685617	122529680	47610777	19443401
7.052249493	freqmine	204.0	36.0	5.072	0.324	8849873	2724441	6529451	8829835	3390434	1390758
0.500980877	freqmine	204.0	36.0	5.072	0.324	98689483	37006736	87938757	98708324	42846340	18208529
1.002181341	freqmine	204.0	36.0	5.072	0.284	102283315	28485955	68392404	102282271	38608601	14887367
1.503120342	freqmine	204.0	36.0	5.072	0.284	101829893	29744283	71120108	101830189	39030922	15351875
2.004068979	freqmine	204.0	36.5	5.072	0.324	102404994	30140147	72235607	102404049	39277597	15549173
2.504970219	freqmine	204.0	36.0	5.072	0.284	101787621	30601592	73162467	101786908	39383387	15694696
3.005931303	freqmine	204.0	36.5	5.072	0.284	101954502	30463461	72913819	101947075	39314074	15647942
3.506874836	freqmine	204.0	36.5	5.072	0.324	101733819	30808397	73640850	101739229	39338957	15755331
4.007632271	freqmine	204.0	36.5	5.072	0.284	101361405	31365037	75015788	101360205	39658193	16015955
4.508605699	freqmine	204.0	36.5	5.072	0.284	101390081	31743325	75893402	101390963	39763466	16144694
5.009410583	freqmine	204.0	36.5	5.072	0.284	101102157	32158649	76867054	101101012	39899917	16320218
5.510609172	freqmine	204.0	36.5	5.072	0.284	102329398	32617723	78076633	102309065	40444431	16594076
