Run Duration (ms)	Benchmark	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	L1D_CACHE	INST_RETIRED	BUS_CYCLES	L1I_CACHE	BR_PRED
1.500791720	bodytrack	921.6	37.5	5.048	0.969	462172527	136873831	327881110	462176237	169038490	69798567
1.887485371	bodytrack	921.6	38.0	5.048	0.928	380286470	125054631	424364325	380255118	157026104	63200578
0.500180625	bodytrack	1036.8	37.5	5.048	0.808	520945422	145561666	348448158	520967908	185146295	74620338
1.000457033	bodytrack	1036.8	37.5	5.048	0.969	521045058	145341263	347818958	521043447	183312655	74419954
1.500717399	bodytrack	1036.8	38.0	5.048	0.969	540979648	151511971	363569239	540983854	190204195	77298724
1.720728083	bodytrack	1036.8	38.0	5.048	1.009	231422793	86463555	332247636	231389501	105555072	43675887
0.500218282	bodytrack	1036.8	38.0	5.056	0.848	518769745	144758204	345844616	518792487	184838551	74132736
1.000554641	bodytrack	1036.8	38.5	5.048	0.969	523880522	145979866	349006201	523878510	184699292	74719675
1.500876259	bodytrack	1036.8	38.5	5.048	0.969	545183636	155407724	374444409	545184286	195927245	78357918
1.705887950	bodytrack	1036.8	38.5	5.048	1.009	217266961	80060635	315097621	217237510	97674793	41284943
0.500177033	bodytrack	1036.8	38.0	5.048	0.888	520925620	145577309	347392405	520951247	185708955	74464423
1.000472298	bodytrack	1036.8	39.0	5.048	0.969	519086060	144491493	344939824	519081813	183046650	73893062
1.500721781	bodytrack	1036.8	38.5	5.048	0.969	544725880	156466215	377644217	544731694	197424353	78315257
1.700632955	bodytrack	1036.8	38.0	5.04	0.969	210534311	76916950	306554138	210499039	93564725	40197010
0.500172191	bodytrack	1132.8	38.5	5.048	0.928	552788723	152514534	364566355	552812853	194488163	78143184
1.000442456	bodytrack	1132.8	39.0	5.04	1.008	554045205	153612858	367445840	554040547	193835129	78643484
1.500757097	bodytrack	1132.8	38.5	5.04	1.048	577142124	171332863	476157074	577152473	218304352	88146773
1.620225335	bodytrack	1132.8	38.5	5.04	1.048	133676664	47854792	174520466	133638772	55372407	23251838
0.500227661	bodytrack	1132.8	38.0	5.048	0.928	551442404	152210199	363604371	551467074	194207966	77953518
1.000506000	bodytrack	1132.8	38.0	5.04	1.008	553800153	153785376	367704757	553797857	194047567	78709721
1.500751527	bodytrack	1132.8	38.0	5.04	1.008	575079618	171172470	477572441	575086201	217837692	88272162
1.620293724	bodytrack	1132.8	38.0	5.04	1.008	131055929	46796799	169907441	131018572	53862943	22463485
0.500162140	bodytrack	1132.8	38.0	5.048	0.848	554477099	153980667	368689801	554500289	195890661	78999068
1.000592515	bodytrack	1132.8	38.5	5.04	1.008	552363721	153802433	368366444	552361993	193538521	78795903
1.500896376	bodytrack	1132.8	38.5	5.04	1.008	579096694	171652362	475973861	579102658	217939306	88731719
1.621642712	bodytrack	1132.8	38.5	5.04	1.048	136322654	48693157	177800109	136287073	56174435	23333899
0.500332196	bodytrack	1224.0	38.5	5.048	0.928	603730808	164439886	392787367	603756896	209513073	84172353
1.000581266	bodytrack	1224.0	38.5	5.04	1.128	598963625	165163484	394450480	598959894	207314202	84277432
1.500842784	bodytrack	1224.0	38.5	5.04	1.209	627877167	194102424	590471697	627872899	242000041	98554139
1.506388362	bodytrack	1224.0	39.0	5.04	1.209	7536372	1697754	4103122	7510107	2259880	879481
0.500159069	bodytrack	1224.0	38.0	5.048	0.928	601162526	164311086	392776593	601187108	209539267	84207364
1.000690177	bodytrack	1224.0	38.5	5.04	1.128	604329079	166284212	397634342	604642824	208985191	84957085
1.500939456	bodytrack	1224.0	38.5	5.04	1.169	624383801	192764696	587408569	624065138	240071403	97883853
1.509436238	bodytrack	1224.0	38.5	5.04	1.209	11114155	2861259	6849432	11086399	3573931	1461453
0.500209279	bodytrack	1224.0	38.5	5.048	0.928	603515928	164518194	392871671	603541142	210190811	84222648
1.000456580	bodytrack	1224.0	39.5	5.04	1.128	599220477	165532734	395314813	599216408	208504507	84502077
1.500755496	bodytrack	1224.0	39.0	5.04	1.169	629485090	194239882	590724600	629484414	242825009	98653598
1.502500010	bodytrack	1224.0	38.5	5.04	1.169	1840170	479947	1178694	1811721	522201	241980
0.500153602	bodytrack	1428.0	39.0	5.032	1.207	706510928	186804173	447336075	706539216	237976081	95921995
1.000386528	bodytrack	1428.0	39.5	5.024	1.487	707874493	193978955	464690691	707866844	240594469	99056266
1.325087351	bodytrack	1428.0	39.0	5.024	1.527	483497464	148947202	482769323	483468803	187262689	75719843
0.500150998	bodytrack	1428.0	39.5	5.032	1.328	703833233	186662802	446911165	703861905	237553564	95790130
1.000380800	bodytrack	1428.0	39.5	5.024	1.487	702272222	191642103	458726826	702266744	237622215	97746505
1.328914459	bodytrack	1428.0	39.5	5.024	1.527	480653554	147901149	480155103	480622282	186287871	75212900
0.500144176	bodytrack	1428.0	39.5	5.032	1.247	701870217	186201272	444812574	701895389	237168895	95392230
1.000390697	bodytrack	1428.0	40.0	5.024	1.487	697199115	190034001	453917740	697197825	236295165	96747829
1.323012730	bodytrack	1428.0	39.5	5.024	1.527	481255652	147505135	479116032	481223314	185245166	74952494
0.500148031	bodytrack	1479.0	39.0	5.032	1.446	731113089	192161343	459831003	731138101	245056725	98631563
1.000378459	bodytrack	1479.0	40.0	5.024	1.607	724907784	197853424	473812487	724905893	245164089	100953146
1.279828756	bodytrack	1479.0	40.0	5.024	1.647	433327824	133773269	446007159	433296450	169235705	67970804
0.500202773	bodytrack	1479.0	39.5	5.024	1.406	731746479	192230969	459532774	731771283	245300511	98556575
1.000493047	bodytrack	1479.0	40.0	5.024	1.607	728156861	198818766	475650786	728154781	246566796	101380834
1.276532444	bodytrack	1479.0	39.5	5.016	1.645	431276349	132708362	443445368	431245645	168014991	67373981
0.500159595	bodytrack	1479.0	40.5	5.032	1.328	731386973	192486313	460221377	731383466	245576015	98730073
1.000444922	bodytrack	1479.0	40.5	5.024	1.567	731673904	200583575	480123782	731699483	248020512	102295826
1.279226092	bodytrack	1479.0	40.0	5.016	1.645	429977515	132128699	441924627	429947302	167450674	67081288
0.500971591	dedup	102.0	38.5	5.072	0.243	49947201	23792528	56205124	49946837	24651147	11222408
1.003252895	dedup	102.0	38.0	5.072	0.202	50238850	13474565	32311719	50257130	18683609	7058649
1.505084243	dedup	102.0	38.5	5.072	0.202	50322851	13903475	33300202	50322452	18884033	7232649
2.007086635	dedup	102.0	38.0	5.072	0.202	49446212	13646718	32692925	49445978	18564860	7099279
2.508765428	dedup	102.0	38.0	5.072	0.202	52159229	14877301	35620158	52140098	19861078	7708731
3.010936782	dedup	102.0	38.0	5.072	0.243	48047605	14167452	33771499	48066232	18521423	7266831
3.512342392	dedup	102.0	38.5	5.072	0.202	50425230	14394099	34454834	50405770	19135878	7437090
4.014550101	dedup	102.0	38.5	5.072	0.202	49435642	14644096	34915159	49454613	18952425	7471298
4.516402960	dedup	102.0	38.5	5.08	0.203	50745304	14865480	35571857	50744606	19478755	7651207
5.018390873	dedup	102.0	38.0	5.08	0.203	51020804	15152575	36209479	51020229	19729690	7768005
5.521530111	dedup	102.0	38.5	5.08	0.203	51921061	15685082	37513618	51921261	20168085	8029969
6.023848292	dedup	102.0	38.5	5.08	0.203	50944057	15330214	36527980	50942793	19712802	7809513
6.525577971	dedup	102.0	38.0	5.08	0.203	50610549	15063597	36000462	50609833	19584794	7722554
7.027504112	dedup	102.0	38.0	5.072	0.203	51290214	15477237	36875561	51290826	19851545	7867721
7.529126393	dedup	102.0	38.5	5.08	0.243	50834361	15516941	37089896	50832721	19827734	7916120
8.031063160	dedup	102.0	38.5	5.08	0.203	50665813	15740787	37628784	50667557	19937064	8020318
8.532884195	dedup	102.0	38.5	5.08	0.203	50977826	15899881	37919700	50978404	19990982	8053830
9.034669917	dedup	102.0	38.5	5.072	0.203	50705725	15888155	37893472	50704738	19943680	8048487
9.536524129	dedup	102.0	38.0	5.08	0.203	50973161	15981494	38194924	50971711	20058210	8113091
10.038778663	dedup	102.0	38.5	5.08	0.203	50850167	16183406	38668433	50850372	20156403	8199843
10.540406152	dedup	102.0	38.0	5.08	0.203	51069835	16020850	38201898	51069008	20088454	8112215
11.041940776	dedup	102.0	38.0	5.072	0.243	51348349	16346348	39027585	51329121	20356210	8277942
11.543442950	dedup	102.0	38.0	5.072	0.162	51002898	16271787	38915450	51002569	20228520	8249878
12.045199818	dedup	102.0	38.0	5.08	0.162	50023372	16493186	39325766	50042765	20101071	8290355
12.547360026	dedup	102.0	38.5	5.08	0.162	50913242	16537753	39604604	50910558	20426528	8388286
13.049020017	dedup	102.0	38.0	5.08	0.162	50501036	17678536	42582100	50501964	21089327	8999770
13.552006231	dedup	102.0	38.0	5.08	0.162	49901963	15528441	37168394	49882870	19849940	7891272
14.054442174	dedup	102.0	38.0	5.08	0.162	62534498	15678233	38085748	62585996	22469477	8306768
14.556272064	dedup	102.0	38.0	5.072	0.202	59581645	16518399	39605382	59548318	21885063	8628300
14.582688470	dedup	102.0	38.0	5.08	0.202	2504570	771311	1901784	2485209	963234	405408
0.501241962	dedup	102.0	38.0	5.08	0.243	51086091	24067050	56871202	51104338	25207729	11384858
1.003457536	dedup	102.0	38.0	5.08	0.203	50535854	13772795	32922940	50538027	18912947	7166531
1.505321802	dedup	102.0	38.0	5.08	0.203	51733237	14362349	34394266	51730359	19522802	7477870
2.007161328	dedup	102.0	37.5	5.072	0.203	51039747	14135391	33876738	51040544	19237985	7355843
2.509013406	dedup	102.0	38.0	5.08	0.202	50924625	14815554	35353141	50917382	19536178	7627352
3.010826994	dedup	102.0	38.0	5.08	0.203	50395591	14625622	34851889	50427967	19328999	7515776
3.512675217	dedup	102.0	38.0	5.072	0.203	49769573	14376641	34311382	49736917	19045057	7400885
4.014705789	dedup	102.0	38.0	5.072	0.203	48657054	14570977	34790743	48687378	18839557	7452222
4.516195724	dedup	102.0	38.0	5.08	0.203	51187506	15251759	36417990	51161744	19797984	7808433
5.017967280	dedup	102.0	38.0	5.08	0.203	50963001	15009620	35786093	50961643	19566897	7671385
5.520052644	dedup	102.0	38.0	5.072	0.203	50478146	15476013	36834821	50478947	19706642	7858847
6.021886284	dedup	102.0	38.0	5.08	0.203	49366144	14736526	35129664	49365158	19063193	7513853
6.523604089	dedup	102.0	38.0	5.08	0.203	50148154	14749272	35171600	50146906	19292700	7556546
7.025030742	dedup	102.0	38.0	5.08	0.203	51148529	15623034	37175688	51130398	19864516	7913079
7.527221264	dedup	102.0	38.0	5.08	0.202	50670083	15402262	36792014	50710391	19752947	7866495
8.029045321	dedup	102.0	38.0	5.08	0.203	51391415	16060285	38306173	51370071	20197568	8138849
8.531118341	dedup	102.0	38.0	5.08	0.203	51386876	16063740	38315143	51385909	20179014	8137680
9.032865053	dedup	102.0	38.0	5.08	0.203	50158695	15889227	37855823	50158725	19795294	8024404
9.534781143	dedup	102.0	38.0	5.08	0.203	51564803	15868976	37865857	51565105	20141867	8072555
10.036217588	dedup	102.0	38.0	5.08	0.203	50101671	16019290	38169199	50099473	19896185	8087987
10.538031488	dedup	102.0	37.5	5.08	0.203	50649094	15972715	38153091	50648262	19960631	8103356
11.039639239	dedup	102.0	38.0	5.072	0.243	48518231	15328507	36440786	48519236	19090477	7715991
11.541439076	dedup	102.0	38.0	5.072	0.162	49886126	15988927	38211811	49866560	19840730	8099933
12.043399594	dedup	102.0	37.5	5.08	0.162	50529282	16605091	39635743	50548738	20220030	8354456
12.545159223	dedup	102.0	37.5	5.08	0.162	50052621	16504484	39468425	50050390	20156760	8343109
13.047318755	dedup	102.0	37.5	5.08	0.162	50675301	17659009	42500108	50676561	21041733	8976088
13.548805306	dedup	102.0	37.5	5.08	0.202	50458411	15819082	37863506	50458923	20120829	8039013
14.051022235	dedup	102.0	38.0	5.08	0.162	68053347	16846461	41283493	68053071	24466233	9048144
14.525077411	dedup	102.0	38.0	5.08	0.162	53987089	15315180	36540843	53965813	19984262	7921257
0.501659210	dedup	102.0	37.5	5.072	0.243	50585942	24019893	56820814	50605002	24933544	11366326
1.003819108	dedup	102.0	37.5	5.08	0.203	50965628	13913928	33412437	50965201	19077189	7272618
1.505327325	dedup	102.0	37.5	5.08	0.203	51209547	14116406	33917939	51208231	19277128	7383666
2.007885303	dedup	102.0	37.5	5.08	0.203	51905670	14563022	35041858	51905682	19663684	7600132
2.509356073	dedup	102.0	37.5	5.08	0.203	50846890	14678095	35130961	50845985	19426629	7584693
3.011444198	dedup	102.0	37.5	5.08	0.203	50887679	14943699	35766101	50886735	19590831	7701845
3.513059657	dedup	102.0	37.5	5.08	0.203	50708432	14799553	35528969	50708608	19438683	7649517
4.014858194	dedup	102.0	37.5	5.08	0.203	51547922	15302894	36626397	51547617	19884135	7857170
4.517058613	dedup	102.0	37.5	5.08	0.203	50419157	14951676	35726764	50420765	19390779	7653570
5.018945276	dedup	102.0	37.5	5.08	0.203	51386474	15448567	36972275	51385088	19862262	7911327
5.520736937	dedup	102.0	37.5	5.08	0.203	50258105	15132735	36233339	50249636	19492178	7760200
6.022556879	dedup	102.0	37.0	5.08	0.203	51055247	15431811	36912446	51063049	19798514	7892392
6.524321300	dedup	102.0	37.5	5.08	0.203	50380250	14866546	35570560	50378621	19390385	7645017
7.026121191	dedup	102.0	37.5	5.072	0.203	50798551	15473877	36935889	50799393	19705112	7874672
7.528223639	dedup	102.0	37.5	5.08	0.203	50352986	15453777	36976076	50353170	19663064	7889306
8.030085250	dedup	102.0	37.5	5.08	0.203	50663833	15570015	37263342	50661614	19817123	7948976
8.532028268	dedup	102.0	37.5	5.08	0.203	51096467	16013103	38312570	51096640	20078111	8141274
9.033385233	dedup	102.0	37.5	5.072	0.203	50494950	15977898	38167795	50476400	19923391	8098815
9.535087465	dedup	102.0	37.5	5.08	0.203	50580842	15667704	37442498	50599242	19804389	7979888
10.037232571	dedup	102.0	37.5	5.08	0.203	50835083	16226392	38740083	50835140	20126463	8206275
10.538915428	dedup	102.0	37.5	5.08	0.203	50664345	16188394	38676593	50663806	20078013	8199968
11.041904561	dedup	102.0	37.5	5.08	0.243	50239469	16074054	38472989	50238855	19947202	8157612
11.553947205	dedup	102.0	37.0	5.072	0.162	51713599	16685667	39940284	51713373	20581479	8463602
12.055992361	dedup	102.0	37.5	5.08	0.162	49655237	15973483	38202454	49655355	19704302	8082116
12.559089621	dedup	102.0	37.0	5.08	0.202	51376319	17255759	41319296	51375296	20789538	8702713
13.060961075	dedup	102.0	37.0	5.08	0.162	51193816	17151027	41458657	51195078	20904120	8794097
13.562707215	dedup	102.0	37.5	5.08	0.162	52242101	16339726	39290517	52240187	20744406	8313658
14.064569034	dedup	102.0	37.5	5.08	0.162	62517282	15466498	37971479	62498324	22603124	8359870
14.474875194	dedup	102.0	37.0	5.08	0.202	49791664	14271062	34019655	49791104	18255355	7422175
0.500709036	dedup	204.0	37.5	5.072	0.324	101691582	37955531	90385294	101709612	44126744	18729550
1.001947093	dedup	204.0	37.5	5.072	0.284	100636011	28175008	67755647	100636311	37944443	14730403
1.502839779	dedup	204.0	37.5	5.072	0.284	102268693	30075602	72105638	102268755	39324630	15566020
2.003798455	dedup	204.0	37.5	5.072	0.324	102578935	30214299	72530422	102576038	39461614	15637879
2.504804684	dedup	204.0	37.5	5.072	0.284	103372529	31327501	75026678	103376631	40063527	16067494
3.005891332	dedup	204.0	37.5	5.072	0.324	102827919	30934458	74127970	102824021	39738781	15901445
3.506794799	dedup	204.0	37.5	5.072	0.324	102585079	30994826	74319959	102583182	39747944	15928717
4.007747486	dedup	204.0	37.5	5.072	0.324	103019907	32168995	77140669	103019630	40399418	16441974
4.508591317	dedup	204.0	37.5	5.072	0.284	102779426	32422475	77660750	102812115	40412568	16516519
5.009780571	dedup	204.0	37.5	5.072	0.284	102545582	32569407	77869608	102514244	40413655	16547688
5.510681746	dedup	204.0	37.5	5.072	0.284	102315324	32979248	79059870	102313533	40665499	16776453
6.011467086	dedup	204.0	37.5	5.072	0.324	102342269	33738503	80836362	102341265	41059340	17095354
6.512943637	dedup	204.0	37.5	5.072	0.324	103113078	34712956	83765821	103113513	42239195	17739056
7.013851479	dedup	204.0	37.5	5.072	0.324	120540118	31933665	77502819	120537064	43712020	16931959
7.024657109	dedup	204.0	37.5	5.072	0.324	2093088	658860	1641893	2074589	811680	353020
0.500690547	dedup	204.0	37.0	5.072	0.324	101952574	37962248	90362863	101970863	44172079	18714907
1.001757768	dedup	204.0	37.5	5.072	0.284	103068953	28512409	68443355	103068294	38651275	14888310
1.502523524	dedup	204.0	37.0	5.072	0.284	102245000	29808381	71254167	102245269	39102188	15370477
2.003295531	dedup	204.0	37.0	5.072	0.324	102507728	30233156	72416549	102506417	39425969	15585234
2.504235145	dedup	204.0	37.0	5.072	0.324	101236133	30272617	72460714	101234254	39099021	15550363
3.005919357	dedup	204.0	37.5	5.072	0.324	101702406	30450356	72814775	101703993	39237231	15604901
3.506693968	dedup	204.0	37.0	5.072	0.324	103965695	31595609	75559914	103964826	40342565	16150640
4.007558633	dedup	204.0	37.0	5.064	0.324	103472868	32020981	76643616	103471098	40461386	16340676
4.508532362	dedup	204.0	37.5	5.072	0.324	102052553	32258157	77065778	102052198	40119612	16356599
5.009680366	dedup	204.0	37.0	5.072	0.324	100815529	31611970	75547641	100815854	39566930	16060518
5.510635970	dedup	204.0	37.0	5.072	0.284	101996032	32696783	78211749	101995212	40400082	16576839
6.011394539	dedup	204.0	37.5	5.072	0.284	102594340	33354474	79846013	102593433	40936111	16906453
6.512347643	dedup	204.0	37.5	5.072	0.324	102570297	33478178	80983134	102568322	41516903	17231344
7.013392104	dedup	204.0	37.0	5.072	0.284	123811056	33918661	81878237	123868269	45447287	17822496
7.029608152	dedup	204.0	37.0	5.072	0.324	3195532	886508	2207569	3118748	1179377	471629
0.500681068	dedup	204.0	37.0	5.072	0.324	102514364	38004789	90431651	102532934	44229513	18725321
1.001812926	dedup	204.0	37.0	5.072	0.324	101902854	28340008	68021741	101883024	38346084	14785834
1.502573318	dedup	204.0	37.0	5.072	0.324	103355696	30190648	72248775	103375270	39550922	15581060
2.003554861	dedup	204.0	37.0	5.072	0.324	101917561	30047387	71905797	101917444	39084831	15468721
2.504445308	dedup	204.0	37.0	5.072	0.284	101311705	30234145	72324991	101308880	38996040	15517901
3.005333203	dedup	204.0	37.0	5.072	0.324	102030391	30608251	73195917	102031166	39221853	15665059
3.506129534	dedup	204.0	37.0	5.072	0.324	102418855	30968039	74086891	102416524	39576174	15849519
4.006896437	dedup	204.0	37.0	5.072	0.284	101316605	31368780	75019448	101316744	39595927	15997979
4.507646309	dedup	204.0	37.0	5.072	0.324	101998496	32118197	76716858	101978374	39992779	16298541
5.008611341	dedup	204.0	37.0	5.072	0.284	101097436	32002130	76488375	101117875	39753513	16248523
5.509518715	dedup	204.0	37.0	5.072	0.324	102456093	32563572	77849726	102454981	40318450	16518688
6.010466299	dedup	204.0	37.0	5.072	0.284	99853850	32564097	77952545	99850480	39775749	16495728
6.511374299	dedup	204.0	37.0	5.072	0.324	101096329	31985566	77670238	101098442	40159564	16572915
7.012930123	dedup	204.0	37.5	5.072	0.284	124015218	35339547	84828000	123993186	46348480	18346350
7.065922470	dedup	204.0	37.0	5.072	0.284	11664694	3333269	8008409	11664617	4359653	1722748
0.500508878	dedup	307.2	37.0	5.064	0.405	154408054	52070779	124052294	154427754	63214862	26068553
1.001275364	dedup	307.2	37.0	5.064	0.405	155367405	44186954	105734911	155367348	58592326	22905344
1.501845076	dedup	307.2	37.5	5.064	0.405	153787757	45321592	108386690	153784732	58874305	23336276
2.002611407	dedup	307.2	37.0	5.064	0.405	153501268	45900320	109573570	153526581	58921982	23510268
2.504315465	dedup	307.2	37.0	5.072	0.405	153712540	46509755	111058793	153686617	59120167	23754611
3.004990023	dedup	307.2	37.5	5.064	0.405	155028339	48205267	115165197	155026554	60328868	24520038
3.505588798	dedup	307.2	37.0	5.064	0.405	154692903	48493357	115792613	154706076	60350451	24638150
4.006152052	dedup	307.2	37.0	5.064	0.405	151537529	49496710	118352684	151523099	60175208	25032302
4.507012082	dedup	307.2	37.0	5.064	0.405	166533003	49121567	118943599	166511700	64030941	25570518
4.640120487	dedup	307.2	37.0	5.064	0.405	50410375	14381976	34209332	50409808	18509321	7425270
0.500491898	dedup	307.2	37.0	5.072	0.405	154891513	52335060	124743151	154911340	63600231	26219604
1.001270625	dedup	307.2	36.5	5.064	0.405	153953370	44052745	105417192	153953174	58263202	22814851
1.501840442	dedup	307.2	36.5	5.064	0.405	153915880	45403103	108624530	153914713	58818869	23362003
2.002643857	dedup	307.2	36.5	5.064	0.405	153859693	46091485	110214273	153857687	58999136	23620654
2.503275967	dedup	307.2	36.5	5.064	0.405	154360716	46549301	111331895	154358885	59372018	23827961
3.003972245	dedup	307.2	37.0	5.064	0.405	153788874	48236654	115293877	153788479	60055072	24521370
3.504542895	dedup	307.2	37.0	5.064	0.405	153533067	48088124	114887152	153530771	59889057	24437575
4.005104170	dedup	307.2	37.0	5.064	0.405	154680207	50603370	121063929	154680126	61471863	25609117
4.505649247	dedup	307.2	37.0	5.064	0.405	167901681	49361162	119621822	167881405	64243124	25693232
4.629543148	dedup	307.2	36.5	5.064	0.405	47920116	13759254	32795100	47919577	17453193	7171126
0.500520806	dedup	307.2	36.5	5.072	0.405	155237467	52399141	125026392	155257095	63540081	26244861
1.001283544	dedup	307.2	36.5	5.064	0.405	152717510	43623867	104529011	152715223	57756295	22627035
1.501863361	dedup	307.2	37.0	5.064	0.405	152147559	44694202	106952431	152151823	57959297	22991527
2.002668339	dedup	307.2	36.5	5.064	0.405	155188988	46167998	110344478	155163729	59330145	23657350
2.503345138	dedup	307.2	36.5	5.064	0.405	153718920	46385982	111011464	153739075	59205472	23747089
3.003906049	dedup	307.2	36.5	5.064	0.405	153693055	47949247	114683397	153692020	59898653	24406091
3.504556597	dedup	307.2	37.0	5.072	0.405	153274451	48273749	115362536	153273547	59851321	24514367
4.005125893	dedup	307.2	36.5	5.064	0.405	145758734	46807516	111935692	145757041	57399266	23716286
4.505829932	dedup	307.2	37.0	5.064	0.405	162393883	50077346	120859666	162393523	63373399	25779078
4.702676834	dedup	307.2	36.5	5.064	0.405	73774128	19909823	47971429	73752617	26806913	10499891
0.500406846	dedup	403.2	36.5	5.064	0.486	201468538	64752760	154477298	201488885	80363060	32726952
1.001014216	dedup	403.2	37.0	5.064	0.486	201490254	57970148	138539485	201488733	75946075	29937625
1.501467261	dedup	403.2	37.0	5.064	0.486	201765927	59442748	142011132	201765379	76531956	30516492
2.002024578	dedup	403.2	36.5	5.064	0.486	201912652	60492073	144462760	201909750	77019598	30944798
2.502464758	dedup	403.2	37.0	5.064	0.486	201042500	62907895	150248683	201042018	78079441	31965925
3.002976189	dedup	403.2	37.0	5.064	0.486	202410504	64489517	154105608	202409541	79315509	32715707
3.503456526	dedup	403.2	36.5	5.064	0.486	219304269	64567058	154714850	219309728	82879397	33064780
3.557902131	dedup	403.2	37.0	5.064	0.486	22436467	6289493	16252438	22408705	8268898	3718567
0.500315750	dedup	403.2	36.5	5.064	0.486	199870189	64324369	153452542	199891726	79746464	32497541
1.000939736	dedup	403.2	37.0	5.064	0.486	201432546	58021831	138675192	201430216	75883145	29957710
1.501397781	dedup	403.2	36.5	5.064	0.486	201419014	59496807	142134047	201417686	76299357	30509790
2.001830461	dedup	403.2	37.0	5.064	0.486	203391107	61059101	145968186	203368370	77626316	31254301
2.502286058	dedup	403.2	37.0	5.064	0.486	200223612	62327963	148827800	200243516	77423270	31658879
3.002946295	dedup	403.2	36.5	5.064	0.486	200846990	63836732	152613766	200844086	78306245	32390490
3.503442205	dedup	403.2	37.0	5.064	0.486	215524983	63148981	152638508	215518667	81533839	32743058
3.564685600	dedup	403.2	36.5	5.064	0.486	34654320	10413149	24674426	34639681	12780809	5408359
0.500410909	dedup	403.2	36.5	5.064	0.486	202946184	65117294	155541644	202968658	80804544	32939378
1.000926195	dedup	403.2	36.5	5.064	0.486	202659236	58434565	139881979	202634501	76567597	30220972
1.501489399	dedup	403.2	36.5	5.064	0.486	201948641	59731724	142908485	201968668	76766931	30685367
2.001951455	dedup	403.2	36.5	5.064	0.486	202854387	61207109	146415245	202852472	77681171	31328260
2.502420595	dedup	403.2	36.5	5.064	0.486	203105175	63146573	150983176	203105805	78594493	32117148
3.003061613	dedup	403.2	36.5	5.064	0.486	203332736	64729394	154852873	203331986	79560044	32853545
3.503538200	dedup	403.2	36.5	5.064	0.486	222616302	65531711	157550414	222617668	84302398	33799533
3.541646139	dedup	403.2	36.5	5.064	0.486	17916857	5173333	13276563	17891514	6765272	2941696
0.500257469	dedup	518.4	36.5	5.064	0.566	259512664	80324390	191540330	259532128	100887596	40746945
1.000748016	dedup	518.4	36.5	5.056	0.567	261750260	75342725	179854285	261748721	97599634	38756694
1.501224604	dedup	518.4	36.5	5.064	0.567	260968621	76484725	182572601	260970406	97637213	39137177
2.001732703	dedup	518.4	36.5	5.064	0.567	260218098	79870725	190599944	260225376	99333359	40574747
2.502164550	dedup	518.4	36.5	5.056	0.606	261237966	83204584	199326866	261203936	101466185	42279884
2.771706272	dedup	518.4	36.5	5.064	0.567	161764417	43969950	105965849	161763444	58553160	22973488
0.500259032	dedup	518.4	36.5	5.064	0.567	259488457	80462482	192226736	259511283	100909404	40899003
1.000761193	dedup	518.4	36.5	5.056	0.566	258890800	74541329	178591719	258886285	96652942	38499058
1.501220177	dedup	518.4	36.5	5.056	0.567	259663358	76112794	182131181	259661512	97244285	39065499
2.001593170	dedup	518.4	36.5	5.064	0.567	259584445	79323989	189729512	259584311	98823334	40424547
2.501970641	dedup	518.4	36.5	5.064	0.567	261060499	82754847	198162410	261061256	101001663	42000810
2.809860307	dedup	518.4	36.0	5.064	0.606	178013522	49536499	120007838	177988286	65514241	26087797
0.500256323	dedup	518.4	36.5	5.064	0.607	260168843	80335618	191794993	260190475	101023045	40822932
1.000715516	dedup	518.4	36.5	5.056	0.566	260059432	74732220	178775542	260056723	97113426	38540231
1.501186688	dedup	518.4	36.5	5.064	0.567	259726924	76121810	182027039	259725214	97526049	39059165
2.001659891	dedup	518.4	36.5	5.064	0.567	259534232	79386492	189664616	259534117	99127049	40412933
2.502129500	dedup	518.4	37.0	5.064	0.567	260541245	83222817	199628030	260539304	101514553	42349749
2.791741097	dedup	518.4	36.5	5.056	0.566	174949728	47595787	115230150	174926325	63321369	25011939
0.500234188	dedup	614.4	36.5	5.056	0.647	307077622	92791789	221890484	307099347	117074082	47336332
1.000618848	dedup	614.4	36.5	5.056	0.647	305869345	87723285	210138946	305864736	112958174	45216927
1.501045541	dedup	614.4	36.0	5.056	0.687	308723684	91469471	218891192	308722248	115268347	46786650
2.001391189	dedup	614.4	36.0	5.056	0.647	308881929	95129232	227724978	308883035	117463685	48427728
2.388644139	dedup	614.4	36.5	5.056	0.647	263314755	76247773	184116542	263289807	97568544	39599284
0.500260439	dedup	614.4	36.0	5.064	0.647	308826530	93181872	222702013	308870836	117454899	47499958
1.000716715	dedup	614.4	36.5	5.056	0.647	310033104	88766445	212359148	310008083	114194327	45681884
1.501050801	dedup	614.4	37.0	5.056	0.647	309505250	92065327	220215582	309504340	115885099	47058713
2.001390201	dedup	614.4	36.5	5.056	0.647	307531162	94471912	225957865	307530518	116401374	48052637
2.398244798	dedup	614.4	36.5	5.056	0.647	268606785	77501615	187135973	268581025	99177251	40183386
0.500303045	dedup	614.4	36.5	5.064	0.647	305995284	92327742	220487164	306017110	116502533	47010994
1.000685830	dedup	614.4	36.0	5.056	0.647	303095921	86769132	207588855	303094059	111940081	44662271
1.501117679	dedup	614.4	36.0	5.056	0.647	309499665	91641812	219097283	309497288	115674040	46822875
