#Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	L1D_CACHE	L1I_CACHE	EXC_TAKEN	BR_MIS_PRED	BUS_CYCLES
4.638849059	dedup	1	307.2	36.5	5.072	0.405	49538004	14379958	18194709	4648	237567	49537458
0.500432729	dedup	1	403.2	36.5	5.064	0.486	201677999	64883268	80491500	15308	1207644	201709549
1.00098187	dedup	1	403.2	36.5	5.064	0.486	202522672	58211284	76173258	16846	1227286	202519761
1.501531376	dedup	1	403.2	36.5	5.064	0.486	202083289	59511355	76431384	17322	1188223	202082276
2.00199677	dedup	1	403.2	36.5	5.072	0.486	202405245	60918576	77260151	17657	1171962	202404985
2.502681021	dedup	1	403.2	36.5	5.064	0.486	202150023	62733430	77971193	17732	1139382	202150718
3.003178971	dedup	1	403.2	36.5	5.064	0.486	201154567	63718608	78422677	17352	1128376	201157364
3.503808017	dedup	1	403.2	36.5	5.064	0.486	204479921	60731662	77947329	17463	1155204	204495590
3.595054614	dedup	1	403.2	36.5	5.064	0.486	47135328	13280033	16928226	4188	218100	47080128
0.500289002	dedup	1	403.2	36.5	5.072	0.486	201005274	64495184	79913078	15144	1195314	201012835
1.000944523	dedup	1	403.2	36.5	5.064	0.486	202284169	58211801	76105836	16697	1223706	202307281
1.501443012	dedup	1	403.2	36.5	5.064	0.486	202450874	59655509	76604363	17237	1183541	202453568
2.001939785	dedup	1	403.2	37	5.064	0.486	199595144	59830356	76026494	17438	1150220	199593924
2.50253682	dedup	1	403.2	36.5	5.064	0.486	201109469	62520310	77790296	17561	1135244	201105991
3.003245943	dedup	1	403.2	36.5	5.064	0.486	199288582	62918824	77523792	17265	1113018	199286939
3.503768086	dedup	1	403.2	36.5	5.064	0.486	213563168	63719826	81596701	18055	1201536	213619962
3.595172823	dedup	1	403.2	36.5	5.064	0.486	46791830	13483994	17064096	4332	216476	46699330
0.500306265	dedup	1	403.2	36.5	5.072	0.486	200524355	64421834	79812442	15179	1198961	200557335
1.000951392	dedup	1	403.2	36.5	5.064	0.486	202663105	58480728	76314242	16892	1225592	202642333
1.501516884	dedup	1	403.2	36.5	5.064	0.486	203477073	60045074	77117250	17381	1191770	203497509
2.002128108	dedup	1	403.2	36.5	5.064	0.486	201365063	60514666	76782832	17616	1173159	201360802
2.502708968	dedup	1	403.2	36.5	5.064	0.446	201152462	62684197	77820994	17537	1142875	201187252
3.003205454	dedup	1	403.2	36.5	5.064	0.486	201123594	63453078	78223671	17419	1127280	201087727
3.503804287	dedup	1	403.2	36.5	5.064	0.486	211561136	62674798	80590507	17954	1194646	211560937
3.589534572	dedup	1	403.2	36.5	5.064	0.486	42798656	12591574	15641894	4021	194763	42763002
0.50030941	dedup	1	518.4	36	5.064	0.567	260439474	80433810	101057058	19717	1542233	260472097
1.000768979	dedup	1	518.4	36.5	5.064	0.567	260317003	75039246	97502095	21618	1542857	260312736
1.501163915	dedup	1	518.4	36.5	5.064	0.567	260150897	76729879	98081512	22306	1501188	260151222
2.001640519	dedup	1	518.4	36.5	5.064	0.567	261881070	80136993	99996784	22535	1462281	261880951
2.502062958	dedup	1	518.4	36.5	5.064	0.607	259879321	83482978	101815705	21777	1428249	259878520
2.78872417	dedup	1	518.4	36.5	5.064	0.567	173634738	46930439	62776971	15155	919802	173598668
0.500263848	dedup	1	518.4	37	5.064	0.526	259350920	80367238	100643838	19718	1525371	259385674
1.000712858	dedup	1	518.4	37	5.064	0.567	260365957	75008361	96953306	21514	1524865	260361988
1.501116504	dedup	1	518.4	36.5	5.064	0.567	261114266	76709071	97876364	22383	1495165	261112418
2.001615673	dedup	1	518.4	36.5	5.064	0.567	261781375	80288511	99794499	22581	1451354	261782563
2.502026354	dedup	1	518.4	36.5	5.064	0.567	260768593	82824293	100847208	22241	1417892	260766768
2.82337265	dedup	1	518.4	37	5.064	0.567	187433162	52486969	68838880	16003	1000604	187396658
0.500337872	dedup	1	518.4	36.5	5.064	0.526	258661509	80114577	100402868	19571	1525853	258694463
1.000864237	dedup	1	518.4	36.5	5.064	0.567	260340983	74962043	97137734	21605	1530013	260339761
1.501351333	dedup	1	518.4	37	5.064	0.567	261529213	76584065	97966311	22453	1492809	261524881
2.001751762	dedup	1	518.4	36.5	5.064	0.567	257897796	78721108	98165783	22111	1443589	257896783
2.502235579	dedup	1	518.4	36.5	5.064	0.567	260566422	82528013	100654700	22175	1409700	260564477
2.792447704	dedup	1	518.4	36.5	5.064	0.567	175953997	48982630	64470396	14673	952377	175921253
0.500222617	dedup	1	614.4	36.5	5.064	0.648	304552480	92179646	116164928	22994	1771867	304584616
1.000765346	dedup	1	614.4	36.5	5.064	0.648	307019314	87848136	113280301	25438	1747881	307074887
1.501130729	dedup	1	614.4	37	5.064	0.687	308752107	91308956	115091808	26194	1697902	308739904
2.001491739	dedup	1	614.4	36.5	5.056	0.647	308478687	95182414	117207770	26264	1662480	308433908
2.398752028	dedup	1	614.4	36.5	5.064	0.648	266068410	77059398	98443449	22399	1392608	266029612
0.500312416	dedup	1	614.4	36.5	5.064	0.607	306574431	92483972	116616889	23274	1783059	306608394
1.000718794	dedup	1	614.4	36.5	5.064	0.648	307800391	87995317	113380744	25437	1761630	307798309
1.50108762	dedup	1	614.4	36.5	5.064	0.648	307879101	91023697	114706542	26252	1699468	307878638
2.001447959	dedup	1	614.4	36.5	5.056	0.687	307279396	94200592	116227796	26086	1669074	307276826
2.403781973	dedup	1	614.4	36.5	5.056	0.648	269134719	77528898	98927964	22639	1415678	269097758
0.500228356	dedup	1	614.4	36.5	5.064	0.648	305713552	92424947	116522103	23241	1783646	305745666
1.000718021	dedup	1	614.4	37	5.064	0.648	305761517	87144365	112735559	25223	1773369	305759264
1.501159821	dedup	1	614.4	37	5.064	0.648	309694012	91877805	115893949	26334	1733089	309693104
2.001616728	dedup	1	614.4	37	5.056	0.647	305441716	93628245	115629605	26017	1668832	305443884
2.411939672	dedup	1	614.4	37	5.056	0.647	276645193	79824519	102159697	23208	1465025	276605749
0.500201952	dedup	1	710.4	36.5	5.064	0.648	356108719	105393940	133350716	27011	2051522	356143604
1.00064417	dedup	1	710.4	37	5.056	0.728	359585120	102484251	131549909	29791	2041639	359584160
1.50119389	dedup	1	710.4	36.5	5.056	0.728	359432720	107204843	133607715	30197	1960243	359428876
2.001556474	dedup	1	710.4	37	5.056	0.728	370135639	110935787	138355456	30438	1993803	370181288
2.077425675	dedup	1	710.4	37	5.056	0.728	67981168	17564543	23323683	5673	333957	67897507
0.500205232	dedup	1	710.4	36.5	5.056	0.728	357533374	105901379	134267486	27077	2079988	357566958
1.00061422	dedup	1	710.4	36	5.056	0.728	357496559	101626905	130393126	29524	2030966	357494750
1.501113315	dedup	1	710.4	36.5	5.056	0.728	358422275	106804324	133312562	30052	1973827	358420355
2.00142996	dedup	1	710.4	36.5	5.056	0.728	371312971	111132553	138838255	30530	2009081	371311154
2.076485457	dedup	1	710.4	36.5	5.056	0.728	66253127	17133697	22701059	5571	330860	66217067
0.500210752	dedup	1	710.4	36	5.056	0.648	356266983	105622926	133901503	26983	2067393	356300521
1.000647811	dedup	1	710.4	36.5	5.056	0.728	360301361	102421497	131563037	29869	2025437	360301794
1.500979296	dedup	1	710.4	36.5	5.056	0.728	359797340	107264594	133948931	30272	1968759	359793631
2.001382815	dedup	1	710.4	36.5	5.056	0.728	373842232	110857030	139210360	30904	2008190	373846968
2.067050659	dedup	1	710.4	36.5	5.056	0.728	54257433	14699117	18735699	4814	252347	54214707
0.500183143	dedup	1	921.6	36.5	5.056	0.849	459573947	130963100	166493045	34361	2549031	459613586
1.000584311	dedup	1	921.6	36.5	5.056	0.889	464489103	130434093	165696401	37666	2497422	464485178
1.500867771	dedup	1	921.6	37	5.048	0.888	464458393	139488491	170903963	37674	2409900	464454835
1.668267946	dedup	1	921.6	36.5	5.048	0.888	177203541	45721845	61046240	14610	889908	177163391
0.500233658	dedup	1	921.6	36	5.056	0.808	456724036	129751969	165391322	34092	2555983	456762268
1.000605393	dedup	1	921.6	36	5.056	0.889	463708647	130318160	165569627	37659	2497986	463701541
1.500890513	dedup	1	921.6	36.5	5.056	0.889	462577815	137312620	169253057	37405	2416173	462583475
1.64630626	dedup	1	921.6	36	5.048	0.888	159439401	41355024	54777425	12841	803649	159394768
0.500171671	dedup	1	921.6	36	5.056	0.768	459296740	130308698	166080462	34117	2592589	459331453
1.000586888	dedup	1	921.6	36.5	5.056	0.889	464129494	129940089	165256005	37445	2525946	464129530
1.500928408	dedup	1	921.6	36.5	5.056	0.889	462523621	138236286	169540606	37118	2437225	462520940
1.664933554	dedup	1	921.6	36	5.048	0.888	176020383	45192986	60516695	14239	894123	175980433
0.500178641	dedup	1	1036.8	36.5	5.056	0.808	521528381	145530528	185582485	38486	2843230	521567286
1.000463378	dedup	1	1036.8	36.5	5.048	0.969	521106426	145048000	183548095	41727	2730697	521104323
1.491804002	dedup	1	1036.8	36.5	5.048	0.969	531637920	150351478	188946502	42536	2688091	531593103
0.500223524	dedup	1	1036.8	36.5	5.056	0.808	517141552	144667283	184427683	38280	2860755	517181959
1.000516634	dedup	1	1036.8	37	5.048	0.969	521260710	145935145	184478451	41857	2785587	521254617
1.497146243	dedup	1	1036.8	36.5	5.048	0.969	539089338	151587045	190287951	42915	2735867	539047002
0.500225072	dedup	1	1036.8	36	5.056	0.849	522070699	145744915	185665563	38494	2843841	522106222
1.000508948	dedup	1	1036.8	36.5	5.048	0.969	523093814	145907722	184377820	41911	2737018	523092972
1.490813588	dedup	1	1036.8	37	5.048	0.969	537380971	151065258	189885754	42372	2706198	537338324
0.500165785	dedup	1	1132.8	36.5	5.056	0.889	554809392	153329169	195557074	40729	3009673	554844175
1.000523032	dedup	1	1132.8	36.5	5.048	1.009	554766192	153798446	194142168	44051	2887000	554763697
1.408847609	dedup	1	1132.8	37	5.048	1.009	475593595	132969443	167068178	37638	2372286	475553495
0.500175716	dedup	1	1132.8	36.5	5.056	0.849	548835842	151258566	192655031	39978	2954937	548878335
1.000475237	dedup	1	1132.8	36.5	5.048	1.009	553971304	153247335	193011676	43707	2846240	553965796
1.442230332	dedup	1	1132.8	36	5.048	1.009	510568239	142682222	179028963	40140	2541903	510523498
0.500199552	dedup	1	1132.8	36.5	5.056	0.849	551153447	152248767	194092034	40565	2987805	551230463
1.000473741	dedup	1	1132.8	36	5.048	1.009	552647874	153219119	193188495	43956	2855625	552606587
1.419624401	dedup	1	1132.8	36	5.048	1.009	485450111	135479717	170419265	38493	2417532	485406710
0.500159376	dedup	1	1224	36.5	5.048	0.928	603534465	164319472	209545562	44035	3208901	603578719
1.000473234	dedup	1	1224	36	5.048	1.13	599198604	164693692	207251621	46990	3065365	599190649
1.316287954	dedup	1	1224	36.5	5.04	1.169	407261146	110985895	140657220	31687	1987131	407217056
0.500163417	dedup	1	1224	36.5	5.048	1.009	602755591	163784263	208704369	43988	3200542	602796055
1.000423608	dedup	1	1224	37	5.04	1.169	599816888	164839635	207217291	47324	3056485	599815543
1.310820073	dedup	1	1224	36.5	5.04	1.169	400584991	109187503	137974737	30889	1954216	400538039
0.500153968	dedup	1	1224	36.5	5.048	0.928	605457633	164988616	210682198	44289	3219822	605493595
1.00041648	dedup	1	1224	36.5	5.048	1.13	603788037	166727322	209670840	47710	3067193	603785137
1.311365318	dedup	1	1224	36.5	5.04	1.169	396465941	108652519	137362162	31046	1938736	396425179
0.500151914	dedup	1	1428	37.5	5.04	1.33	701851148	185615129	236519780	50504	3621633	701890907
1.000417372	dedup	1	1428	37.5	5.032	1.489	703187141	192412584	238916917	54229	3453114	703186375
1.150206853	dedup	1	1428	37.5	5.032	1.529	235965021	58889019	76885978	17390	1117033	235918034
0.500161994	dedup	1	1428	37.5	5.04	1.209	704934949	186778817	237522151	50570	3600481	704985366
1.000410397	dedup	1	1428	37	5.032	1.449	705643068	193714963	240166825	54197	3443314	705631841
1.165589749	dedup	1	1428	37.5	5.032	1.529	252254859	63865740	82895398	18681	1192118	252208011
0.500151865	dedup	1	1428	37.5	5.04	1.368	704846619	186846728	238309726	51022	3661218	704892391
1.000406753	dedup	1	1428	37	5.032	1.489	707342750	193618172	240303705	54347	3473372	707333621
1.14736922	dedup	1	1428	37.5	5.032	1.529	227266390	56676326	74205534	17181	1083282	227222082
0.500148765	dedup	1	1479	37.5	5.04	1.29	727438351	190920693	243303121	51810	3697965	727476944
1.000402794	dedup	1	1479	38	5.032	1.569	731322400	199728843	247317430	55605	3518217	731323795
1.129922971	dedup	1	1479	38	5.024	1.647	214098655	51633282	68476770	15833	995149	214050680
0.500147488	dedup	1	1479	37	5.032	1.368	729233655	192208994	245386775	52308	3735622	729272993
1.000443418	dedup	1	1479	37.5	5.032	1.567	725516476	198007673	245324094	55167	3496538	725517242
1.125354402	dedup	1	1479	37.5	5.024	1.647	201334638	48881121	64545268	15090	939014	201286687
0.500169388	dedup	1	1479	37.5	5.04	1.368	726654684	191736949	243984377	52005	3708194	726778126
1.000459925	dedup	1	1479	38.5	5.032	1.569	730125655	200002466	247201392	55605	3527922	730043012
1.136719717	dedup	1	1479	38.5	5.024	1.607	215930970	52210367	69075679	16057	997273	215882233
0.501355742	fluidanimate	1	102	36.5	5.08	0.243	50636335	23942980	24921818	2730	275833	50665734
1.003707805	fluidanimate	1	102	36.5	5.08	0.203	48626307	13106549	18072088	4130	325631	48625861
0.501792762	fluidanimate	1	102	36.5	5.08	0.203	50325263	23882516	24825229	2683	272770	50356400
1.004437675	fluidanimate	1	102	36.5	5.08	0.203	50815704	13819684	18994383	4380	339836	50813667
0.501029861	fluidanimate	1	102	36	5.08	0.203	50603865	23938324	24928019	2715	278395	50634504
0.500947645	fluidanimate	1	204	36.5	5.072	0.324	101457597	37668368	43837087	7048	605548	101545082
1.002038367	fluidanimate	1	204	36.5	5.072	0.324	101186778	28049798	37921781	8555	649064	101105208
1.503101484	fluidanimate	1	204	36	5.072	0.284	102454064	29887907	39238945	8511	645652	102476414
2.00414356	fluidanimate	1	204	36.5	5.072	0.284	102294774	30201006	39393077	8704	641047	102294844
2.505457204	fluidanimate	1	204	36.5	5.072	0.284	102694961	30814307	39678175	8826	622888	102696644
3.006529906	fluidanimate	1	204	36	5.08	0.284	102100699	30642810	39451846	9062	626047	102088013
3.507376251	fluidanimate	1	204	36.5	5.08	0.284	100881555	30462727	39045201	8973	617738	100883287
4.0081902	fluidanimate	1	204	36	5.08	0.284	102295870	31860893	40065882	9003	609946	102271311
4.509162433	fluidanimate	1	204	36	5.08	0.284	101940526	32049972	40064700	9086	599053	101969457
5.010011331	fluidanimate	1	204	36	5.08	0.284	102875467	32509743	40442536	9241	603115	102876920
5.510843355	fluidanimate	1	204	36	5.072	0.284	102290366	33040756	40617091	9161	591435	102287621
6.011857726	fluidanimate	1	204	36	5.072	0.284	102911912	33763389	41138595	9137	589721	102911369
6.512919546	fluidanimate	1	204	36.5	5.08	0.284	102949861	34498628	42033861	8375	598178	102944182
7.013938085	fluidanimate	1	204	36.5	5.08	0.324	121625146	34105769	48197254	10730	766097	121640281
7.165464446	fluidanimate	1	204	36	5.08	0.284	32840246	13000248	15804049	1507	204411	32799781
0.500694383	fluidanimate	1	204	36	5.072	0.324	100413036	37350389	43363309	6955	599971	100443503
1.002007059	fluidanimate	1	204	36	5.072	0.324	102830046	28450631	38569884	8675	661012	102831966
1.502857644	fluidanimate	1	204	36	5.072	0.284	102536342	29880422	39284619	8494	649505	102533784
2.003674843	fluidanimate	1	204	36	5.072	0.324	101207973	29719405	38786339	8515	632184	101206329
2.504744652	fluidanimate	1	204	35.5	5.072	0.284	101999009	30583485	39317723	8767	620385	101996745
3.005618676	fluidanimate	1	204	36	5.072	0.284	102001214	30186477	39062153	8984	620501	101999843
3.506832551	fluidanimate	1	204	35.5	5.072	0.284	102730422	30947244	39575866	9126	614646	102732282
4.007665429	fluidanimate	1	204	36	5.072	0.284	102260806	31586613	39826076	9045	609015	102259781
4.508711125	fluidanimate	1	204	35.5	5.072	0.284	103029631	32479098	40570737	9128	606536	103029476
5.00954239	fluidanimate	1	204	36	5.072	0.284	102343664	32270611	40130770	9107	600459	102341290
5.510641316	fluidanimate	1	204	35.5	5.072	0.324	101851481	32683427	40212031	9126	585196	101852210
6.011604668	fluidanimate	1	204	35.5	5.072	0.284	101441814	32667749	40158069	8989	584450	101439039
6.512606302	fluidanimate	1	204	35.5	5.072	0.324	103115555	34657234	42087340	8358	600388	103116229
7.013969298	fluidanimate	1	204	35.5	5.072	0.284	123585777	34627228	48180953	11114	745633	123595118
7.174523802	fluidanimate	1	204	36	5.072	0.324	35758457	14055139	17739804	1504	244184	35718210
0.500933159	fluidanimate	1	204	36	5.072	0.324	101450161	37624548	43719457	7045	599855	101480475
1.002079865	fluidanimate	1	204	35.5	5.072	0.284	101858231	28332042	38338907	8624	655774	101858190
1.503135631	fluidanimate	1	204	35	5.072	0.284	102113197	29855863	39123833	8464	648619	102112437
2.004162439	fluidanimate	1	204	35.5	5.072	0.324	102250035	29789606	39096539	8664	636631	102247362
2.505179091	fluidanimate	1	204	35.5	5.072	0.284	103482177	31196660	39939357	8851	630296	103452089
3.006216838	fluidanimate	1	204	35.5	5.072	0.324	101906213	30275379	39039519	8989	617465	101937093
3.507082968	fluidanimate	1	204	35.5	5.072	0.284	100046652	30202202	38603318	8882	602013	100045911
4.00793691	fluidanimate	1	204	35.5	5.072	0.284	102264115	31672375	39951841	9046	607732	102263284
4.509001065	fluidanimate	1	204	35.5	5.072	0.284	99391762	31103863	38904437	8778	587401	99392072
5.00989079	fluidanimate	1	204	35.5	5.072	0.284	102404913	32598421	40296548	9063	595885	102411526
5.510894684	fluidanimate	1	204	35.5	5.072	0.284	100443191	31521811	39250492	9052	589490	100432067
6.011909517	fluidanimate	1	204	35	5.072	0.284	101725847	33569059	40602775	9009	577953	101727499
6.513148833	fluidanimate	1	204	35.5	5.072	0.324	103148428	32318363	40683244	8769	606311	103149366
7.01461956	fluidanimate	1	204	35.5	5.072	0.284	120701823	33484871	45501610	11333	677339	120708042
7.250601575	fluidanimate	1	204	35.5	5.072	0.324	51801779	21419190	26699112	2075	380452	51761752
0.500507598	fluidanimate	1	307.2	35.5	5.072	0.405	153645634	51854232	63042333	11378	923271	153677713
1.001311713	fluidanimate	1	307.2	35.5	5.072	0.405	153521517	43593232	57931411	12668	955366	153517829
1.502248122	fluidanimate	1	307.2	35.5	5.072	0.405	152775178	44598215	58116514	12856	930649	152776747
2.002981091	fluidanimate	1	307.2	35.5	5.072	0.405	154297368	45798538	59048509	13446	923498	154295782
2.503667236	fluidanimate	1	307.2	35.5	5.072	0.405	153562920	46057135	58987270	13498	911109	153562167
3.004403174	fluidanimate	1	307.2	35	5.072	0.405	154511129	48168092	60342200	13468	901278	154509144
3.504989838	fluidanimate	1	307.2	36	5.072	0.405	154245025	48157282	60027043	13701	882972	154212718
4.006137712	fluidanimate	1	307.2	35.5	5.072	0.405	153363285	49524233	60610728	13477	864734	153448368
4.506805473	fluidanimate	1	307.2	35.5	5.072	0.405	167093641	49977095	64252045	14360	953952	167111851
4.77768638	fluidanimate	1	307.2	36	5.072	0.405	94591432	31806018	42120422	6288	615860	94485766
0.500526523	fluidanimate	1	307.2	35.5	5.072	0.405	152968790	51707972	62788540	11289	919609	153004981
1.001279874	fluidanimate	1	307.2	35.5	5.072	0.405	153862540	43942444	58154912	12730	956763	153857787
1.502016663	fluidanimate	1	307.2	35.5	5.072	0.365	154621529	45460291	59019625	13009	938754	154658147
2.00271366	fluidanimate	1	307.2	35.5	5.072	0.405	150728962	44886856	57680725	13143	902048	150688346
2.503436179	fluidanimate	1	307.2	35.5	5.072	0.405	154226527	46882960	59553633	13657	909728	154225703
3.004150833	fluidanimate	1	307.2	35.5	5.072	0.405	154685570	48418520	60453082	13497	894440	154683274
3.504881842	fluidanimate	1	307.2	35.5	5.072	0.405	155544643	48982558	60707387	13810	888236	155545271
4.005597226	fluidanimate	1	307.2	35.5	5.072	0.365	153058480	49569575	60577199	13528	862218	153056378
4.506584804	fluidanimate	1	307.2	35.5	5.072	0.405	169262993	50512666	65120452	14585	956500	169326656
4.772200413	fluidanimate	1	307.2	35.5	5.072	0.405	89450545	30910139	40425354	5834	591914	89355125
0.500552011	fluidanimate	1	307.2	35.5	5.072	0.405	152662214	51617252	62570665	11294	909778	152692756
1.001225898	fluidanimate	1	307.2	35	5.072	0.405	153601589	43651713	57966756	12620	957501	153598904
1.501963955	fluidanimate	1	307.2	35.5	5.072	0.405	152592962	44765587	58162395	12757	924363	152591241
2.002761857	fluidanimate	1	307.2	35.5	5.072	0.405	154361368	45798611	58958124	13417	911840	154364961
2.503500018	fluidanimate	1	307.2	35.5	5.072	0.365	155029189	46719811	59581109	13610	908588	155024561
3.004097396	fluidanimate	1	307.2	35.5	5.072	0.405	154067217	47831810	59961099	13476	890991	154065689
3.504810297	fluidanimate	1	307.2	35	5.072	0.405	155066460	48725206	60425574	13667	880840	155068175
4.005393978	fluidanimate	1	307.2	35	5.072	0.405	154668458	49975509	61163073	13481	866777	154666826
4.506168548	fluidanimate	1	307.2	35.5	5.072	0.405	163056867	50289281	63549075	13969	921273	163075730
4.820309818	fluidanimate	1	307.2	35.5	5.072	0.405	111208401	35953369	48157683	7894	711409	111157146
0.500289678	fluidanimate	1	403.2	35	5.064	0.445	201301330	64795829	80381251	15294	1212896	201332695
1.000940249	fluidanimate	1	403.2	35	5.064	0.486	202970272	58310133	76347945	16755	1230584	202969354
1.501531288	fluidanimate	1	403.2	35	5.072	0.486	201704793	59644360	76605080	17311	1190456	201701796
2.002127171	fluidanimate	1	403.2	35.5	5.072	0.486	200985637	59891521	76330183	17552	1170078	200988377
2.502588312	fluidanimate	1	403.2	35.5	5.064	0.486	203403661	63363597	78664843	17743	1156492	203400880
3.003195863	fluidanimate	1	403.2	35.5	5.072	0.486	202310227	64042075	78693444	17719	1125394	202310179
3.503773778	fluidanimate	1	403.2	35.5	5.072	0.486	221139786	64597373	83661940	19252	1236611	221291197
3.652168552	fluidanimate	1	403.2	35.5	5.064	0.486	64752438	24825319	31785632	3408	449684	64565280
0.500403811	fluidanimate	1	403.2	35	5.072	0.486	200994142	64614728	80137435	15319	1216257	201026040
1.000989136	fluidanimate	1	403.2	35.5	5.064	0.486	202358397	57999587	76090313	16636	1232968	202357722
1.50156592	fluidanimate	1	403.2	35	5.064	0.486	202583121	59977270	76923051	17340	1206903	202579964
2.002125776	fluidanimate	1	403.2	35	5.072	0.446	201545879	60720427	77036800	17687	1180802	201548113
2.50261933	fluidanimate	1	403.2	35.5	5.072	0.486	201190352	62886641	78197707	17625	1152024	201185950
3.003395963	fluidanimate	1	403.2	35	5.064	0.445	203334154	64747078	79356615	17841	1137609	203333236
3.503900038	fluidanimate	1	403.2	34.5	5.064	0.486	221067458	63629723	83464611	19357	1228874	221034505
3.623147131	fluidanimate	1	403.2	35	5.072	0.486	51216630	21346668	26506796	2161	375512	51216483
0.500488359	fluidanimate	1	403.2	35.5	5.072	0.486	199518920	64143133	79506383	15083	1204294	199549664
1.001044585	fluidanimate	1	403.2	35	5.064	0.486	200986855	57842116	75673877	16672	1233877	200988697
1.501642322	fluidanimate	1	403.2	35	5.064	0.486	202149245	59742903	76693316	17403	1204524	202146041
2.002123027	fluidanimate	1	403.2	35.5	5.072	0.486	200974812	60283639	76692902	17558	1182711	200972220
2.502817173	fluidanimate	1	403.2	35.5	5.072	0.486	203208667	63340441	78668052	17806	1159033	203247980
3.003297305	fluidanimate	1	403.2	35	5.064	0.486	203210723	64550544	79237102	17848	1148582	203167850
3.503822542	fluidanimate	1	403.2	35.5	5.064	0.486	214321414	63740383	81523939	18533	1202245	214385061
3.673896224	fluidanimate	1	403.2	35.5	5.072	0.486	79382239	28222477	36853497	4860	521642	79286703
0.500326704	fluidanimate	1	518.4	35	5.064	0.567	256981435	79387799	99608629	19487	1526329	257015191
1.000881799	fluidanimate	1	518.4	35.5	5.064	0.567	259542485	74677662	96994776	21419	1537527	259540475
1.501282307	fluidanimate	1	518.4	35.5	5.064	0.567	259503789	76338223	97322879	22361	1489907	259502396
2.001696254	fluidanimate	1	518.4	35	5.064	0.567	258720094	78751527	98239039	22204	1444667	258719853
2.503899975	fluidanimate	1	518.4	35	5.064	0.567	261948648	82929447	101125189	22646	1422470	261946697
2.884005135	fluidanimate	1	518.4	35.5	5.064	0.567	221550703	67560153	90086343	16660	1378894	221514317
0.500352604	fluidanimate	1	518.4	35	5.064	0.526	258777829	80222435	100624876	19752	1542476	258812011
1.000793074	fluidanimate	1	518.4	35	5.064	0.567	257621528	74090360	96065510	21306	1530741	257619962
1.501258285	fluidanimate	1	518.4	35.5	5.064	0.567	261061143	76834314	97925813	22584	1512213	261060014
2.001762716	fluidanimate	1	518.4	35	5.064	0.567	260081682	79725860	99226610	22477	1469072	260078681
2.502183135	fluidanimate	1	518.4	35.5	5.064	0.567	261268674	83861484	101949878	22304	1440784	261271237
2.847849008	fluidanimate	1	518.4	35.5	5.064	0.607	204222558	61321922	81633913	15711	1218941	204183417
0.500353034	fluidanimate	1	518.4	35.5	5.056	0.525	259327496	80434894	100792363	19714	1528778	259360886
1.000890082	fluidanimate	1	518.4	35	5.056	0.566	261501488	75184651	97482119	21557	1522724	261497775
1.501277909	fluidanimate	1	518.4	35	5.056	0.566	260729652	76855853	97972390	22385	1488041	260729136
2.001669017	fluidanimate	1	518.4	35	5.056	0.566	259856101	79267106	98907618	22412	1442427	259852653
2.502122419	fluidanimate	1	518.4	35.5	5.056	0.566	258672834	82841371	100644214	22348	1391588	258673217
2.862057478	fluidanimate	1	518.4	35	5.056	0.566	211429548	64129239	84835173	16035	1247732	211395297
0.500223044	fluidanimate	1	614.4	35	5.064	0.607	304797992	92042573	116153342	23023	1783282	304831310
1.000635936	fluidanimate	1	614.4	35.5	5.064	0.648	308226573	88110661	113783582	25501	1773550	308226606
1.501078776	fluidanimate	1	614.4	35.5	5.064	0.687	307307258	91032185	114943565	26089	1719894	307305198
2.001445469	fluidanimate	1	614.4	35.5	5.056	0.648	307660456	94425652	116684663	26350	1672407	307622648
2.462621731	fluidanimate	1	614.4	35.5	5.064	0.648	303688748	92815485	120558979	23322	1805426	303687222
0.500277379	fluidanimate	1	614.4	35.5	5.064	0.607	306329606	92504352	116794093	23142	1796477	306327947
1.000720023	fluidanimate	1	614.4	35.5	5.064	0.648	305773261	87510129	112816851	25175	1764799	305806992
1.501165688	fluidanimate	1	614.4	35.5	5.064	0.648	307087321	90793608	114761774	26124	1728400	307083589
2.001561144	fluidanimate	1	614.4	35.5	5.064	0.648	305378809	93892907	115700823	26090	1666504	305386099
2.462196886	fluidanimate	1	614.4	35	5.064	0.648	308241280	94252846	121257492	23863	1760963	308197362
0.500294475	fluidanimate	1	614.4	35	5.064	0.607	307773783	93247610	117484804	23447	1802462	307805786
1.000719682	fluidanimate	1	614.4	35	5.064	0.648	308832746	88634864	113932872	25688	1765897	308834304
1.501075565	fluidanimate	1	614.4	35	5.064	0.648	308801652	92081068	115768261	26583	1723541	308799242
2.001500461	fluidanimate	1	614.4	35	5.056	0.648	307228429	94875409	116546789	26498	1677459	307226380
2.443631121	fluidanimate	1	614.4	35	5.064	0.648	297168899	90991373	117176296	23087	1696575	297131852
0.5002311	fluidanimate	1	710.4	35	5.064	0.688	357927575	105451710	133658547	26867	2052605	357959944
1.000590483	fluidanimate	1	710.4	35	5.056	0.728	358690050	101742802	130564207	29469	2003656	358688080
1.500906637	fluidanimate	1	710.4	34.5	5.056	0.728	358514331	106255443	132649212	30030	1934679	358490200
2.001227063	fluidanimate	1	710.4	35	5.056	0.728	359391469	109833958	135283511	29717	1922755	359413134
