#Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	L1D_CACHE	L1I_CACHE	EXC_TAKEN	BR_MIS_PRED	BUS_CYCLES
7.014258266	bodytrack	1	204	36	5.072	0.284	114531334	32438969	41957407	9131	609573	114597461
7.515294079	bodytrack	1	204	36.5	5.072	0.284	113979316	41980356	57264074	4230	364244	113944913
8.016204732	bodytrack	1	204	36	5.072	0.284	102943338	39277540	47183726	1143	42665	102943333
8.187791525	bodytrack	1	204	36	5.072	0.324	38021928	12957394	13091431	2243	101761	37981044
0.500732155	bodytrack	1	204	36	5.072	0.324	101751754	37695569	43919605	7070	607528	101822149
1.00208651	bodytrack	1	204	36	5.072	0.324	102300134	28336331	38370034	8574	655912	102261899
1.503157734	bodytrack	1	204	36	5.072	0.284	102146671	29883836	39259454	8540	654682	102143080
2.004175675	bodytrack	1	204	36	5.072	0.284	101839686	29781950	38986037	8638	635792	101837405
2.505305963	bodytrack	1	204	36	5.072	0.284	102484716	30839914	39558443	8815	623779	102484740
3.006134681	bodytrack	1	204	36.5	5.072	0.284	101245910	30042086	38784281	8904	615624	101246485
3.506965587	bodytrack	1	204	36	5.072	0.284	101547039	30651019	39271230	8971	620605	101515378
4.007921391	bodytrack	1	204	36.5	5.072	0.284	103072039	31980070	40283137	9037	614812	103071437
4.509245484	bodytrack	1	204	36	5.072	0.284	102942225	32478246	40526490	9114	606648	102972512
5.010292279	bodytrack	1	204	36.5	5.072	0.284	101029180	31689750	39543605	9032	596135	101028779
5.511315271	bodytrack	1	204	36	5.072	0.324	101951774	32678216	40353344	8934	592576	101951022
6.012320971	bodytrack	1	204	36	5.072	0.284	100936335	32798224	40207931	8748	588520	100934451
6.513470268	bodytrack	1	204	36	5.072	0.324	102189014	31878062	40383735	8615	610592	102187968
7.01453925	bodytrack	1	204	36	5.072	0.284	113929765	31816396	41449850	9153	604100	113934018
7.515743236	bodytrack	1	204	36	5.072	0.324	104414344	39850141	54244248	3129	298353	104388894
8.016624505	bodytrack	1	204	36	5.072	0.284	100772568	38356689	46001620	1197	50473	100802025
8.191950541	bodytrack	1	204	36	5.072	0.284	38455877	13118695	13256442	2232	100807	38416443
0.500570372	bodytrack	1	307.2	36	5.072	0.405	153256569	51770683	62996573	11309	927692	153347746
1.001677006	bodytrack	1	307.2	36.5	5.072	0.405	153785623	43963846	58346089	12744	963475	153724682
1.502274202	bodytrack	1	307.2	36	5.072	0.405	155193711	45578115	59368901	13122	948165	155194376
2.002984578	bodytrack	1	307.2	36	5.072	0.405	155363618	46438359	59816821	13536	937203	155359144
2.503576721	bodytrack	1	307.2	36	5.072	0.405	153578459	46421258	59325580	13450	915091	153579296
3.004291888	bodytrack	1	307.2	36	5.072	0.405	153262117	47697043	59874840	13463	899253	153259434
3.505027107	bodytrack	1	307.2	36	5.072	0.405	153118611	48122604	59942024	13474	888269	153120238
4.005733002	bodytrack	1	307.2	36	5.072	0.405	152741442	49537841	60739048	13184	873140	152707576
4.507625902	bodytrack	1	307.2	36	5.072	0.405	166303897	50304236	64396498	13813	938941	166458913
5.00837836	bodytrack	1	307.2	36	5.072	0.405	164087332	57100639	76267773	6493	489881	163973391
5.397724118	bodytrack	1	307.2	36	5.072	0.405	122110152	45061368	51403907	3303	141939	122067208
0.500366298	bodytrack	1	307.2	36.5	5.072	0.405	154978493	52584683	63638648	11453	928768	155009087
1.001188284	bodytrack	1	307.2	36	5.072	0.405	154111461	44074523	58132783	12807	953456	154110771
1.501939747	bodytrack	1	307.2	36	5.072	0.405	155020920	45791975	59164313	13193	940381	155020783
2.002850067	bodytrack	1	307.2	36	5.072	0.405	154075659	45754820	58748433	13284	922919	154074991
2.50351908	bodytrack	1	307.2	36	5.072	0.405	155144404	46957776	59635189	13587	919627	155140636
3.00411632	bodytrack	1	307.2	36.5	5.072	0.405	154690633	48615154	60557219	13563	902307	154690441
3.504838772	bodytrack	1	307.2	36	5.064	0.405	152651803	48011318	59523809	13499	883146	152652636
4.005554139	bodytrack	1	307.2	36	5.072	0.405	153494146	49576352	60663388	13281	874501	153490983
4.50635529	bodytrack	1	307.2	36	5.072	0.405	160323491	49703149	62473780	13162	903993	160354726
5.006990082	bodytrack	1	307.2	36	5.072	0.405	168949621	56766239	76117954	7689	555388	168929913
5.427610304	bodytrack	1	307.2	36	5.072	0.405	130479927	48492116	56132498	3325	144888	130436337
0.500516087	bodytrack	1	307.2	36	5.072	0.405	150504997	51122813	61864476	11057	909456	150534916
1.001339316	bodytrack	1	307.2	36	5.072	0.405	154538164	43986239	58267817	12774	958998	154536636
1.501928894	bodytrack	1	307.2	36	5.072	0.405	153768160	45004638	58597389	13026	933882	153766110
2.002861395	bodytrack	1	307.2	36	5.072	0.405	152686934	45512788	58355182	13210	912223	152688601
2.503471338	bodytrack	1	307.2	36	5.072	0.405	153207378	46407243	59046051	13510	906811	153208215
3.004086332	bodytrack	1	307.2	36	5.072	0.405	154066729	47614128	59783074	13513	890681	154066064
3.504860653	bodytrack	1	307.2	36	5.072	0.405	155369578	48889048	60709245	13662	889073	155368128
4.005574243	bodytrack	1	307.2	36.5	5.072	0.405	153153273	49473250	60574966	13305	869181	153153485
4.506194289	bodytrack	1	307.2	36	5.072	0.405	161315697	49807492	62781112	13237	902570	161312360
5.007077779	bodytrack	1	307.2	36.5	5.072	0.405	165402009	55629782	74202445	7311	549317	165411239
5.417199437	bodytrack	1	307.2	36	5.072	0.405	130546056	48521015	56105360	3281	137375	130503764
0.500311701	bodytrack	1	403.2	36	5.064	0.486	201091021	64782498	80289068	15283	1207769	201104718
1.000834865	bodytrack	1	403.2	36	5.064	0.486	203245020	58460927	76370621	16852	1232584	203262285
1.501404801	bodytrack	1	403.2	36	5.064	0.446	200779791	59479321	76329084	17175	1194357	200777548
2.001991455	bodytrack	1	403.2	36	5.064	0.486	203232204	60997656	77456223	17723	1185168	203230655
2.502473368	bodytrack	1	403.2	36	5.064	0.486	201004694	62551214	77731370	17604	1144745	201003603
3.003158253	bodytrack	1	403.2	36	5.064	0.446	202632045	64269884	78917613	17560	1136209	202633195
3.50366001	bodytrack	1	403.2	36	5.064	0.486	215613214	64306360	82201719	17856	1199794	215615318
4.00417286	bodytrack	1	403.2	36	5.064	0.486	212936091	78469469	102615178	5496	401174	212943526
4.129561052	bodytrack	1	403.2	36.5	5.064	0.486	53435760	18548953	17744206	2506	104752	53390340
0.50041003	bodytrack	1	403.2	36	5.072	0.486	202217793	64914656	80612088	15360	1217568	202249144
1.001033138	bodytrack	1	403.2	36	5.064	0.486	202135559	58110447	76165808	16744	1232579	202134509
1.501591401	bodytrack	1	403.2	36	5.064	0.486	202160767	59588557	76846489	17294	1203856	202126952
2.002175602	bodytrack	1	403.2	36	5.064	0.486	200798081	60193527	76719185	17515	1177197	200830226
2.502820741	bodytrack	1	403.2	36	5.072	0.486	202033057	63219523	78657031	17624	1160587	202077503
3.003432442	bodytrack	1	403.2	36	5.064	0.486	202357287	64145680	79099338	17521	1141874	202307944
3.503997371	bodytrack	1	403.2	36.5	5.064	0.445	215948617	63577636	81009082	17303	1162622	215951145
4.00461428	bodytrack	1	403.2	36.5	5.064	0.486	209171322	78486536	101536035	5123	374125	209181002
4.107532096	bodytrack	1	403.2	36.5	5.064	0.486	43792972	14683212	14535914	2286	99052	43748154
0.500694614	bodytrack	1	403.2	36	5.072	0.486	202269186	64897006	80621708	15217	1213513	202300572
1.001366207	bodytrack	1	403.2	36	5.064	0.486	201208973	57709998	75564584	16632	1223434	201207995
1.501848577	bodytrack	1	403.2	36	5.064	0.486	201142782	59321029	76298706	17056	1187462	201141835
2.002621473	bodytrack	1	403.2	36	5.064	0.486	200406942	59751313	76093627	17402	1155508	200406393
2.503199366	bodytrack	1	403.2	36	5.064	0.486	201973372	63048794	78406276	17604	1152609	201970406
3.003672099	bodytrack	1	403.2	36.5	5.064	0.486	199482999	62734623	77472940	17217	1124009	199480623
3.506484622	bodytrack	1	403.2	36	5.064	0.486	213540126	63717726	81532573	17720	1186375	213508380
4.007102932	bodytrack	1	403.2	36	5.064	0.486	211908451	77204997	101316441	5399	416326	211951858
4.144498356	bodytrack	1	403.2	36	5.064	0.486	58239660	20679223	19285339	2736	110130	58195525
0.500460437	bodytrack	1	518.4	36	5.064	0.567	260008251	80548119	100831339	19667	1530267	260056453
1.001182911	bodytrack	1	518.4	36	5.064	0.567	262044014	75650898	97699904	21723	1529375	262028255
1.501676161	bodytrack	1	518.4	36	5.064	0.567	260949607	76520909	97692954	22274	1496088	260947676
2.002091075	bodytrack	1	518.4	36.5	5.064	0.567	260132366	79464502	99038073	22351	1452877	260133021
2.502503855	bodytrack	1	518.4	36.5	5.064	0.567	260347864	82755453	100714623	22211	1417135	260345490
3.003102054	bodytrack	1	518.4	36	5.064	0.567	283543415	90455298	119553887	15859	1131122	283553923
3.23607378	bodytrack	1	518.4	36	5.064	0.567	124160896	45503577	52069549	3241	132258	124113244
0.500251261	bodytrack	1	518.4	36	5.064	0.567	256703506	79589477	99753100	19462	1514208	256736849
1.000799559	bodytrack	1	518.4	36.5	5.064	0.567	259469825	74760251	96786499	21473	1521823	259467881
1.50129546	bodytrack	1	518.4	36.5	5.064	0.567	260828849	76708286	97744174	22283	1488431	260827748
2.001705213	bodytrack	1	518.4	35.5	5.064	0.567	256201891	78447624	97664952	22028	1433612	256201326
2.502182363	bodytrack	1	518.4	35.5	5.064	0.567	261176787	82686528	100929407	22185	1425839	261175125
3.002872279	bodytrack	1	518.4	36.5	5.064	0.607	281553375	89125235	117849168	16353	1157308	281565151
3.253779592	bodytrack	1	518.4	36	5.064	0.567	130527970	48196683	55757965	3253	135565	130479688
0.500357508	bodytrack	1	518.4	36	5.064	0.567	260248381	80302969	100898075	19735	1542293	260282443
1.000876321	bodytrack	1	518.4	36	5.064	0.567	261414829	75239462	97296879	21743	1530427	261413135
1.501421332	bodytrack	1	518.4	36	5.064	0.567	260928358	76250179	97525474	22309	1488375	260980294
2.001901811	bodytrack	1	518.4	36	5.064	0.567	259538472	79402950	98858331	22383	1448754	259483996
2.502399374	bodytrack	1	518.4	36	5.064	0.567	258815752	82961593	100745852	21672	1423265	258813603
3.003785028	bodytrack	1	518.4	36	5.064	0.607	279076617	88610506	118673885	15438	1075990	279088567
3.228834289	bodytrack	1	518.4	36	5.064	0.567	118412708	43100148	48575935	3265	135545	118364217
0.500320471	bodytrack	1	614.4	36	5.064	0.648	307535733	92695552	116987042	23268	1793991	307571125
1.000811935	bodytrack	1	614.4	36.5	5.064	0.648	307490586	87891945	113416367	25411	1774574	307485099
1.502002737	bodytrack	1	614.4	36.5	5.064	0.687	306050917	90436686	114102939	25923	1717556	306154058
2.002359719	bodytrack	1	614.4	36	5.064	0.648	309452715	94884117	117237521	26312	1691003	309349254
2.502837016	bodytrack	1	614.4	36.5	5.064	0.648	329287460	101419043	130867801	23051	1587461	329357132
2.776633925	bodytrack	1	614.4	36.5	5.064	0.648	169121040	62459464	74763697	3414	153182	169013124
0.500307393	bodytrack	1	614.4	36	5.064	0.607	307131679	92663151	117045388	23254	1801869	307163383
1.000796509	bodytrack	1	614.4	35.5	5.064	0.648	308412213	88499508	114032324	25515	1779832	308410779
1.501244791	bodytrack	1	614.4	36	5.064	0.648	308537850	91662386	115635929	26414	1729752	308537511
2.001684895	bodytrack	1	614.4	36	5.056	0.647	308515526	95087481	117164384	26082	1688261	308512583
2.50215401	bodytrack	1	614.4	36	5.056	0.648	329735553	102170784	132466650	22099	1533569	329749881
2.751959157	bodytrack	1	614.4	36	5.064	0.648	155953005	57341980	67944021	3358	143782	155903212
0.500315201	bodytrack	1	614.4	36	5.064	0.607	305191676	91895646	116140442	22967	1794379	305225552
1.000815615	bodytrack	1	614.4	36	5.064	0.648	309141171	88161197	113979641	25478	1780759	309139504
1.501275246	bodytrack	1	614.4	36.5	5.064	0.648	308237206	91150779	115285395	26136	1733214	308236159
2.001600916	bodytrack	1	614.4	36	5.056	0.687	306857215	93774751	116033753	25907	1679878	306819431
2.502136226	bodytrack	1	614.4	36	5.056	0.648	327469297	100743027	129803676	22504	1558424	327514873
2.767407637	bodytrack	1	614.4	36.5	5.064	0.648	164771119	61100028	73314809	3376	148972	164723632
0.500282228	bodytrack	1	710.4	36	5.064	0.648	357968697	105930925	134153307	27071	2083729	358002438
1.000718053	bodytrack	1	710.4	36	5.056	0.728	357395492	101681084	130702929	29629	2038097	357395510
1.501137211	bodytrack	1	710.4	36.5	5.056	0.728	358977877	106961112	133429831	30142	1977818	358982631
2.001531524	bodytrack	1	710.4	36	5.056	0.728	365066230	109988473	136546939	29583	1951253	365057078
2.401341776	bodytrack	1	710.4	36.5	5.056	0.728	299230033	103646848	130111512	10445	670175	299192321
0.500218211	bodytrack	1	710.4	36	5.064	0.687	357009212	105816283	134135828	27109	2070475	357043990
1.000578458	bodytrack	1	710.4	36	5.056	0.728	358482799	101872460	130953281	29561	2023500	358480233
1.500999747	bodytrack	1	710.4	36.5	5.056	0.728	357098720	106059747	132712327	30084	1949526	357095422
2.00135869	bodytrack	1	710.4	36	5.056	0.728	368148186	110463141	137656203	29904	1948871	368214174
2.395367723	bodytrack	1	710.4	36.5	5.056	0.728	292739901	102139671	127790203	9850	637303	292636760
0.500220396	bodytrack	1	710.4	36	5.064	0.728	357803099	105792861	134203862	26974	2075377	357836275
1.000657619	bodytrack	1	710.4	36.5	5.056	0.728	356089104	100742636	129679000	29267	2014216	356088040
1.501043434	bodytrack	1	710.4	36.5	5.056	0.728	356518146	105664020	132123281	29867	1958080	356517918
2.001375863	bodytrack	1	710.4	36.5	5.056	0.728	361650815	109151493	135639904	29474	1944908	361611581
2.416693938	bodytrack	1	710.4	36.5	5.056	0.728	309343176	105904450	133158005	10966	712941	309342091
0.500180182	bodytrack	1	921.6	36	5.056	0.808	462474166	131418922	167590267	34452	2595181	462510630
1.000490107	bodytrack	1	921.6	36.5	5.056	0.889	460876573	129421295	164610539	37350	2497572	460876167
1.500779667	bodytrack	1	921.6	36.5	5.048	0.888	461000032	136978883	168876336	37166	2415666	460956967
1.898468667	bodytrack	1	921.6	36.5	5.048	0.888	394724817	128183704	162281989	17366	1140646	394723599
0.500234711	bodytrack	1	921.6	36.5	5.056	0.768	460598951	130968560	166859751	34414	2590968	460637265
1.000548383	bodytrack	1	921.6	37	5.056	0.889	461712217	129261364	164652800	37393	2519600	461711486
1.500841116	bodytrack	1	921.6	36.5	5.056	0.889	461485060	138052294	169457937	37112	2437870	461482445
1.914433783	bodytrack	1	921.6	37	5.048	0.888	407444563	131296634	166447801	18476	1188247	407401314
0.500185037	bodytrack	1	921.6	36.5	5.056	0.768	463085067	131359724	167200053	34384	2592651	463121350
1.000508308	bodytrack	1	921.6	36.5	5.056	0.889	461107471	128838534	163890565	37221	2502034	461106829
1.500781013	bodytrack	1	921.6	36.5	5.056	0.889	460525463	136846358	168143645	37309	2419570	460522848
1.92788994	bodytrack	1	921.6	37	5.048	0.888	415435898	134371181	169960268	18844	1247097	415394675
0.500172117	bodytrack	1	1036.8	36	5.056	0.889	521483245	145384332	185245902	38598	2877918	521518859
1.000455904	bodytrack	1	1036.8	36.5	5.048	0.969	521622442	144942195	183592419	41926	2762169	521619472
1.500817044	bodytrack	1	1036.8	36.5	5.048	0.969	539930029	153672385	192889841	41628	2776559	539951710
1.705440209	bodytrack	1	1036.8	36.5	5.048	0.969	215487705	79482244	96747349	3894	188284	215425078
0.50021668	bodytrack	1	1036.8	37	5.056	0.808	522521301	145701061	185791296	38432	2868685	522518697
1.00057805	bodytrack	1	1036.8	37	5.048	0.969	522587186	145340963	183730836	41698	2743781	522629812
1.500833595	bodytrack	1	1036.8	37	5.048	0.969	537947167	151726165	189876491	41597	2705214	537941920
1.729655249	bodytrack	1	1036.8	37	5.048	0.969	248230077	90402836	112220990	6239	402785	248187455
0.500223112	bodytrack	1	1036.8	37	5.056	0.889	515895717	143730918	182998691	37911	2814622	515924333
1.000536954	bodytrack	1	1036.8	37	5.048	0.969	523523302	145603520	184126639	41842	2746896	523532781
1.500816482	bodytrack	1	1036.8	37	5.048	0.969	539958287	152156288	190259437	42094	2700980	540024442
1.728959514	bodytrack	1	1036.8	37	5.048	0.969	243304623	89259275	110553231	5656	389367	243192127
0.500169014	bodytrack	1	1132.8	37	5.056	0.849	554429478	153167743	195340779	40621	3012612	554467762
1.000509228	bodytrack	1	1132.8	37.5	5.048	1.009	554758941	153749739	194296190	44038	2910264	554759291
1.500826117	bodytrack	1	1132.8	37	5.048	1.009	577310957	171231107	218304166	38479	2574002	577327316
1.620571534	bodytrack	1	1132.8	37.5	5.048	1.009	134303857	48176497	55680596	3229	131532	134240751
0.500169442	bodytrack	1	1132.8	37	5.056	0.93	548822019	151662339	193269692	40379	2981570	548859600
1.000515866	bodytrack	1	1132.8	37.5	5.048	1.009	555678289	153792108	194149902	44343	2899185	555672852
1.500782505	bodytrack	1	1132.8	37.5	5.048	1.009	578778626	171594296	218368200	39007	2600808	578798539
1.624313992	bodytrack	1	1132.8	37.5	5.048	1.009	138395290	49654903	57208729	3246	134143	138335092
0.500204291	bodytrack	1	1132.8	36.5	5.056	0.849	552207585	152367778	194548826	40446	3013309	552247959
1.000486085	bodytrack	1	1132.8	37.5	5.048	1.009	554562500	153383321	193582395	43865	2885065	554556935
1.500747312	bodytrack	1	1132.8	37	5.048	1.009	577854361	170689382	218188844	38895	2601616	577869506
1.626352143	bodytrack	1	1132.8	37	5.048	1.049	139833536	50017589	57567296	3248	132825	139775637
0.500233822	bodytrack	1	1224	37.5	5.04	1.09	603864955	164815271	210117390	44278	3252177	603906128
1.000487854	bodytrack	1	1224	37.5	5.04	1.169	603368682	166111933	208473305	47563	3085679	603329001
1.493909836	bodytrack	1	1224	37.5	5.04	1.169	619480624	191779847	239407620	34141	2227987	619471110
0.500156628	bodytrack	1	1224	38	5.048	0.889	600485664	163503431	208049823	43681	3178948	600522615
1.000428102	bodytrack	1	1224	38	5.048	1.13	601347421	165430990	207693304	47406	3059167	601345056
1.500675364	bodytrack	1	1224	38	5.04	1.169	634264790	196270764	244693639	35139	2257917	634248196
1.508292172	bodytrack	1	1224	37.5	5.04	1.169	9635786	2541699	3106783	780	40440	9609919
0.500163074	bodytrack	1	1224	37.5	5.048	1.049	605514600	165183263	210321615	44271	3230910	605553882
1.000424277	bodytrack	1	1224	38	5.04	1.128	605723561	166793245	209489793	47644	3094801	605678574
1.500690121	bodytrack	1	1224	38	5.04	1.169	627189866	193531664	240211435	34556	2218947	627299565
1.505170956	bodytrack	1	1224	38	5.04	1.169	6392730	1485581	1980761	539	25782	6280910
0.500159983	bodytrack	1	1428	38	5.04	1.29	704655619	186516097	237820757	50747	3637925	704694576
1.000437419	bodytrack	1	1428	38	5.032	1.489	702938714	191889205	238600135	53885	3443982	702951695
1.315859517	bodytrack	1	1428	38	5.032	1.529	467173100	143893385	181358849	21308	1397422	467113063
0.500156367	bodytrack	1	1428	38	5.04	1.29	707342371	186921525	238329296	50760	3648479	707383937
1.000414719	bodytrack	1	1428	38.5	5.032	1.489	704876514	192747156	239646194	54095	3470383	704872496
1.327868198	bodytrack	1	1428	38.5	5.032	1.529	481117752	147716150	186410089	22305	1474797	481071930
0.500159623	bodytrack	1	1428	38	5.04	1.169	704884568	186172600	237424121	50267	3626258	704924708
1.000472063	bodytrack	1	1428	38.5	5.032	1.449	705743891	192902399	240175339	54051	3476107	705741382
1.327449527	bodytrack	1	1428	38.5	5.032	1.529	484091221	147811058	186268026	22299	1468364	484045484
0.500143392	bodytrack	1	1479	39	5.04	1.408	719428529	189169310	241297643	51469	3730118	719467351
1.000388717	bodytrack	1	1479	38.5	5.032	1.567	731990830	198522506	246581480	55555	3591402	732003602
1.290646772	bodytrack	1	1479	38.5	5.024	1.607	448472125	138062355	174165069	19781	1312004	448412299
0.500205701	bodytrack	1	1479	39.5	5.032	1.368	728373892	190887877	243471398	51816	3760819	728416593
1.000450156	bodytrack	1	1479	38.5	5.032	1.607	722155110	196285998	243473377	54620	3550860	722151221
1.295838922	bodytrack	1	1479	39	5.024	1.647	450694563	138329750	174904545	19841	1321387	450647365
0.500159358	bodytrack	1	1479	38.5	5.032	1.249	729386783	191597944	243795536	52254	3713800	729452869
1.000404762	bodytrack	1	1479	39.5	5.032	1.569	732949299	199741594	247176889	55699	3552897	732922297
1.290006904	bodytrack	1	1479	38.5	5.024	1.647	443872695	135747449	171850178	19228	1266869	443825386
0.501448479	dedup	1	102	37.5	5.08	0.243	50346979	23846837	24772165	2696	274991	50394012
0.501315559	dedup	1	102	37.5	5.08	0.243	51320781	24083466	25080508	2782	277824	51351366
0.507303968	dedup	1	102	37.5	5.08	0.243	51781383	24267480	25403969	2823	285145	51798377
0.500524253	dedup	1	204	37	5.072	0.405	103133824	38248318	44379978	7171	609568	103163749
1.001470335	dedup	1	204	37	5.072	0.324	101634582	28131028	38095614	8509	652577	101635475
1.502546112	dedup	1	204	37.5	5.072	0.324	101623459	29557728	38803685	8393	646667	101619591
2.003377406	dedup	1	204	37.5	5.072	0.324	103857173	30455788	39811244	8839	646904	103857490
2.506121388	dedup	1	204	37.5	5.072	0.324	102413295	30809835	39571172	8837	627048	102412931
3.007145138	dedup	1	204	37	5.072	0.324	103079437	30980560	39805931	9025	630324	103079772
3.508224257	dedup	1	204	37.5	5.08	0.284	102400538	31132209	39680715	9028	621218	102399240
4.009246554	dedup	1	204	37	5.072	0.284	94400307	29045714	36720760	8335	567560	94400419
4.510508233	dedup	1	204	37.5	5.08	0.324	102849830	32482683	40513946	9006	605270	102848895
5.011486575	dedup	1	204	37	5.072	0.284	103178696	32711419	40601712	9157	603060	103178914
5.512308981	dedup	1	204	36.5	5.072	0.325	102217881	32294871	40196744	9038	606912	102214052
6.013369621	dedup	1	204	37	5.072	0.446	101897878	33660355	40874566	8863	582690	101899954
6.514787406	dedup	1	204	37	5.08	0.284	103388898	32635749	41075839	8698	619037	103389621
7.015711642	dedup	1	204	37	5.072	0.325	124321438	35459634	46668157	11081	676585	124320738
7.0670812	dedup	1	204	37	5.08	0.324	12855307	3689314	4750838	1241	65990	12822476
0.501044419	dedup	1	204	37	5.072	0.324	101300025	37580723	43702337	7039	604389	101373406
1.002314782	dedup	1	204	36.5	5.072	0.324	103175347	28663871	38761525	8645	665954	103130368
1.503136338	dedup	1	204	37	5.072	0.324	103124146	30118538	39537711	8694	653674	103124762
2.003973054	dedup	1	204	37	5.072	0.324	102879077	30274771	39538414	8700	645640	102878158
2.504997951	dedup	1	204	36.5	5.072	0.284	100940160	30061644	38858333	8689	623861	100937048
3.006306397	dedup	1	204	36.5	5.072	0.324	102891768	30598665	39486788	9008	630321	102891455
3.507219786	dedup	1	204	36.5	5.072	0.284	102767127	31189059	39847155	9127	623572	102786877
4.008144377	dedup	1	204	36.5	5.072	0.284	101893547	31422732	39703609	9021	610420	101888738
4.509125429	dedup	1	204	37	5.072	0.324	103209418	32728973	40717001	9112	607680	103163818
5.014198836	dedup	1	204	37	5.072	0.284	99578871	31176498	38997349	8871	590885	99578157
5.515187757	dedup	1	204	37	5.072	0.324	101686746	32387655	39919457	8853	589153	101716786
6.016058294	dedup	1	204	37	5.072	0.324	101592773	33206418	40514851	8872	583481	101593021
6.516922843	dedup	1	204	36.5	5.072	0.324	103060837	34433819	42026197	8279	608995	103057822
6.990512144	dedup	1	204	36.5	5.072	0.284	120518470	31855914	43746550	11440	663467	120488236
0.501597917	dedup	1	204	36.5	5.072	0.324	100068968	37325541	43293167	6954	595742	100131673
1.00257635	dedup	1	204	36.5	5.072	0.324	102300396	28379007	38457744	8581	658624	102271410
1.503465043	dedup	1	204	36.5	5.072	0.284	103358648	30084992	39654096	8579	655360	103353694
2.00432353	dedup	1	204	36.5	5.072	0.324	101278317	29400662	38684760	8561	634927	101278537
2.505160039	dedup	1	204	36.5	5.072	0.284	102783559	30763718	39656791	8806	628567	102781946
3.006343276	dedup	1	204	37	5.072	0.324	102460398	30629644	39526330	8953	625805	102460803
3.507397969	dedup	1	204	37	5.072	0.284	101045086	30402213	39060814	8905	617710	101043497
4.008439906	dedup	1	204	36.5	5.072	0.284	103145118	31923310	40350270	9040	617861	103143124
4.50966794	dedup	1	204	36.5	5.072	0.324	102601372	32034671	40260267	9101	608646	102643857
5.010469826	dedup	1	204	36.5	5.072	0.284	101776458	32211143	40122540	8939	603493	101703136
5.511292338	dedup	1	204	36.5	5.072	0.324	101929395	32640275	40417940	8908	599847	101958872
6.012252876	dedup	1	204	36.5	5.072	0.284	101692989	32705900	40335469	8900	588074	101690908
6.513268207	dedup	1	204	36.5	5.072	0.284	101623796	31717980	40162778	8538	604313	101626376
7.014373283	dedup	1	204	37	5.072	0.284	124109170	35508704	46561332	11257	681458	124105749
7.047640505	dedup	1	204	36.5	5.072	0.284	7772481	2427478	2966828	662	40093	7743112
0.500469142	dedup	1	307.2	37	5.072	0.405	155094285	52174315	63485330	11484	932886	155126198
1.001272095	dedup	1	307.2	36.5	5.072	0.405	156211563	44593426	59045437	12904	980390	156209070
1.501875306	dedup	1	307.2	36.5	5.072	0.405	154752151	45314472	58889639	13101	944910	154750811
2.002617065	dedup	1	307.2	36.5	5.072	0.405	154083800	46120075	59125544	13458	921230	154084792
2.503214291	dedup	1	307.2	36.5	5.064	0.405	154720249	46329800	59262139	13643	919149	154717060
3.004159286	dedup	1	307.2	36.5	5.072	0.405	155785874	48719472	60727838	13683	898382	155787715
3.504788391	dedup	1	307.2	37	5.072	0.405	152791903	48075014	59647294	13364	887391	152788460
4.005396094	dedup	1	307.2	36.5	5.072	0.405	153856590	50014990	61012426	13320	873889	153855919
4.506217863	dedup	1	307.2	37	5.072	0.405	165042140	48017054	62852051	14082	955638	165108303
4.624790196	dedup	1	307.2	36.5	5.072	0.445	47867560	13826209	17559349	4534	226191	47768925
0.500371681	dedup	1	307.2	36.5	5.072	0.405	152160036	51506413	62514869	11258	920771	152191990
1.001048316	dedup	1	307.2	36.5	5.072	0.405	154723711	44094891	58457762	12797	970547	154723908
1.501763861	dedup	1	307.2	36.5	5.072	0.405	153010941	44942930	58356229	12989	932795	153007474
2.002610971	dedup	1	307.2	36.5	5.072	0.445	154537435	46031061	59224591	13449	932049	154538323
2.503191205	dedup	1	307.2	36.5	5.072	0.405	155236439	47032653	59889124	13582	922357	155233569
3.003953891	dedup	1	307.2	36	5.072	0.405	154563292	48177740	60212328	13640	895010	154563076
3.504678246	dedup	1	307.2	36.5	5.072	0.405	153692899	48165292	60057542	13465	892202	153691582
4.005394112	dedup	1	307.2	36.5	5.072	0.405	152592721	49233156	60401740	13194	872375	152589117
4.506055501	dedup	1	307.2	36.5	5.072	0.405	168589840	50308376	64875657	14374	963585	168647572
4.668193061	dedup	1	307.2	36.5	5.072	0.405	56147949	15879221	20683333	5153	293516	56059377
0.500517861	dedup	1	307.2	36.5	5.072	0.405	154482943	52174237	63301350	11480	931959	154514711
1.001346978	dedup	1	307.2	36.5	5.072	0.405	154944641	44299582	58610055	12885	960807	154942629
1.501954219	dedup	1	307.2	36.5	5.072	0.405	153523553	45284147	58732618	13022	938178	153524060
2.002707401	dedup	1	307.2	36.5	5.072	0.405	154973657	46298701	59378033	13533	928484	154974698
2.503315167	dedup	1	307.2	36	5.072	0.405	155933605	46910991	59815649	13695	912378	155928914
3.0039146	dedup	1	307.2	36.5	5.072	0.405	155487776	48701819	60786063	13756	895301	155491389
3.504807479	dedup	1	307.2	36.5	5.072	0.405	154824373	48717468	60531263	13647	890267	154876210
4.005546502	dedup	1	307.2	36.5	5.072	0.405	151708256	49719384	60324521	13225	849145	151651564
4.506113234	dedup	1	307.2	36.5	5.072	0.405	166839148	49181699	64229870	14248	972633	166805531
