Run Duration (ms)	Benchmark	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	L1D_CACHE	L1I_CACHE	BUS_CYCLES	BUS_ACCESS_PERIPH	BR_RETURN_SPEC
1.500745131	bodytrack	921.6	36.0	5.048	0.928	464013077	138277116	169810502	464012146	1547	7425658
1.904722368	bodytrack	921.6	36.5	5.048	0.888	398279118	128912718	162872881	398251000	1135	3166169
0.500252936	bodytrack	921.6	35.5	5.056	0.808	464305473	131734576	167692727	464326621	1552	7202110
1.000538839	bodytrack	921.6	36.0	5.056	0.889	462702157	129355260	164468430	462700418	1513	7190977
1.500796026	bodytrack	921.6	36.0	5.056	0.889	464754306	138144248	169662797	464754201	1380	7417358
1.912337826	bodytrack	921.6	36.0	5.048	0.928	399127620	129021127	163335445	399100308	1184	3172660
0.500257087	bodytrack	921.6	36.0	5.056	0.808	462195934	131660202	167314092	462218542	1668	7179350
1.000546672	bodytrack	921.6	36.5	5.056	0.889	462636811	130021681	164785614	462636629	1328	7201720
1.500801240	bodytrack	921.6	36.5	5.056	0.889	462438011	137574086	168951482	462433037	1503	7381752
1.900185796	bodytrack	921.6	36.5	5.048	0.888	393872665	128035973	161674662	393846876	972	3101760
0.500162033	bodytrack	1036.8	36.5	5.056	0.849	518803193	144600953	184557693	518823457	1506	7841276
1.000572046	bodytrack	1036.8	36.5	5.048	0.969	520718885	144981361	183266750	520717286	1426	7935001
1.500828493	bodytrack	1036.8	36.0	5.048	0.969	530441905	149417142	187687687	530452903	1487	8067724
1.713906548	bodytrack	1036.8	36.5	5.048	0.969	223536796	83432956	102623801	223498859	472	584976
0.500169157	bodytrack	1036.8	36.0	5.056	0.849	517675999	144347246	184212071	517699001	1660	7844976
1.000446650	bodytrack	1036.8	36.0	5.048	0.969	516279862	143606843	182018499	516277474	1518	7872497
1.500791839	bodytrack	1036.8	36.0	5.048	1.009	548084412	156088384	196851688	548100668	1527	8246506
1.705589382	bodytrack	1036.8	36.0	5.048	0.969	215020584	79117893	96425603	214975503	599	544767
0.500229785	bodytrack	1036.8	36.5	5.056	0.768	522150476	146429836	185914522	522173821	1522	8065418
1.000653431	bodytrack	1036.8	36.0	5.048	0.928	522283427	145904392	183926999	522283350	1551	8103821
1.504862844	bodytrack	1036.8	36.5	5.048	0.969	543360868	152419948	190714731	543362673	1543	8471157
1.729924938	bodytrack	1036.8	36.5	5.048	0.969	237706361	88160730	108919585	237673252	740	717182
0.500169748	bodytrack	1132.8	36.0	5.056	0.849	552819558	153008699	194939450	552842639	1631	8339557
1.000460435	bodytrack	1132.8	36.5	5.048	1.009	549456477	152492109	192128686	549454138	1608	8354850
1.500709493	bodytrack	1132.8	36.5	5.048	1.009	574931220	170058454	217491040	574938873	1628	7513501
1.626206514	bodytrack	1132.8	36.5	5.048	1.049	141026475	50331692	57787757	140989792	269	496881
0.500228687	bodytrack	1132.8	37.0	5.056	0.849	550710628	152341716	194012128	550734547	1635	8332166
1.000500705	bodytrack	1132.8	36.5	5.048	1.009	554331490	154031803	194154441	554329020	1667	8469315
1.500762399	bodytrack	1132.8	36.5	5.048	1.009	573809168	169914126	217173403	573817714	1573	7556493
1.628869233	bodytrack	1132.8	37.0	5.048	1.049	142954948	50918475	58435762	142916784	466	506309
0.500173205	bodytrack	1132.8	36.5	5.056	0.808	556050061	153956326	196102940	556082312	1590	8406039
1.000490841	bodytrack	1132.8	37.0	5.048	1.009	552161375	153526690	193112936	552123720	1578	8424551
1.500806954	bodytrack	1132.8	36.5	5.048	1.009	577815109	171289066	218125378	577850450	1452	7508843
1.622580486	bodytrack	1132.8	36.5	5.048	1.049	136604025	48873228	56366395	136565926	271	502372
0.500156491	bodytrack	1224.0	36.5	5.048	1.049	604724569	165494965	210401755	604749026	1665	9070671
1.000409857	bodytrack	1224.0	38.0	5.04	1.169	607105511	167491649	210104851	607108725	1515	9196698
1.500632430	bodytrack	1224.0	37.5	5.04	1.169	629589630	194575249	242931522	629582870	1341	6639016
1.502677667	bodytrack	1224.0	37.0	5.04	1.169	2270469	577633	683570	2241935	4	32883
0.500162186	bodytrack	1224.0	37.5	5.048	1.009	604125935	164316936	209899630	604151733	1689	8914750
1.000408850	bodytrack	1224.0	37.0	5.04	1.128	606965215	167759947	211113569	606958866	1533	9116440
1.490611524	bodytrack	1224.0	37.0	5.04	1.169	615476710	189994181	237599750	615449281	1435	6340138
0.500166120	bodytrack	1224.0	36.5	5.048	0.969	596293841	161695964	205869922	596319524	1604	8843803
1.000420885	bodytrack	1224.0	37.0	5.048	1.169	599874534	164407327	206611139	599870381	1477	9030637
1.500667932	bodytrack	1224.0	36.5	5.04	1.169	626803751	193516012	242209693	626814615	1356	6631197
1.522836898	bodytrack	1224.0	36.5	5.04	1.209	28776006	8013408	8844876	28735464	46	369972
0.500198037	bodytrack	1428.0	37.0	5.04	1.209	701459120	185605077	236693498	701485241	1879	10177748
1.000435811	bodytrack	1428.0	37.5	5.032	1.449	707151164	193944021	241041326	707145078	1702	10520516
1.320514759	bodytrack	1428.0	37.0	5.032	1.529	478808062	147679670	185884555	478779802	1208	4135586
0.500155900	bodytrack	1428.0	36.5	5.04	1.249	706767316	187714124	238724824	706795523	1785	10306562
1.000451435	bodytrack	1428.0	37.5	5.032	1.449	705675365	193182218	239551899	705640683	1781	10496310
1.327146294	bodytrack	1428.0	37.5	5.032	1.529	480699551	147921137	185549399	480697976	976	4161867
0.500158618	bodytrack	1428.0	37.0	5.04	1.29	706247874	187203156	238335291	706274576	1591	10285010
1.000422650	bodytrack	1428.0	37.0	5.032	1.489	702776540	191755572	238043435	702774546	1529	10423589
1.326403152	bodytrack	1428.0	37.5	5.032	1.529	485578444	149345142	187765763	485545427	1001	4235471
0.500148740	bodytrack	1479.0	38.0	5.032	1.449	729932071	192666599	245471422	729955661	1493	10548405
1.000378311	bodytrack	1479.0	38.0	5.024	1.567	729314475	199063592	246100228	729312131	1813	10717372
1.278940081	bodytrack	1479.0	38.0	5.024	1.607	434609652	134682234	170203218	434580209	877	3449946
0.500151009	bodytrack	1479.0	38.0	5.032	1.368	728859669	191759774	244453909	728882459	1560	10520721
1.000417954	bodytrack	1479.0	39.0	5.024	1.567	721776956	196642574	243729706	721775279	1953	10636643
1.297557961	bodytrack	1479.0	38.0	5.024	1.607	448934477	137825517	174063424	448904873	1018	3609046
0.500149745	bodytrack	1479.0	37.5	5.032	1.408	728901609	192012706	244892099	728926295	1456	10543286
1.000447250	bodytrack	1479.0	38.0	5.024	1.607	732165080	199550188	247798868	732160883	1594	10799702
1.283273292	bodytrack	1479.0	38.0	5.024	1.647	435290628	134898218	170436219	435262089	914	3463494
0.501253733	dedup	102.0	37.0	5.08	0.243	45763529	22606201	23094337	45792086	1112	905784
1.003652028	dedup	102.0	36.5	5.08	0.202	50719135	13444117	18721308	50689906	1056	811211
1.505454832	dedup	102.0	37.0	5.08	0.203	49898231	13778073	18734391	49916505	1173	808172
2.007472375	dedup	102.0	37.0	5.072	0.203	50571149	13999136	18982036	50570483	1093	820485
2.509299753	dedup	102.0	37.0	5.08	0.203	49850569	14176891	18942416	49850961	1105	820365
3.011083215	dedup	102.0	37.0	5.08	0.203	49771861	14389612	19010321	49752223	1121	820801
3.512901521	dedup	102.0	37.0	5.08	0.203	48993208	14093174	18655168	49012354	933	809156
4.014680650	dedup	102.0	36.5	5.08	0.203	49202606	14314894	18848327	49201554	1009	812387
4.516164195	dedup	102.0	36.5	5.08	0.203	50338850	14669417	19260348	50338771	1062	833737
5.018333172	dedup	102.0	37.0	5.08	0.203	50049431	15222459	19511401	50051285	1059	846238
5.519997026	dedup	102.0	37.0	5.08	0.203	51069613	15250678	19717441	51067737	1056	853853
6.021430238	dedup	102.0	37.0	5.08	0.203	49922871	15024866	19409025	49902687	996	842960
6.523242889	dedup	102.0	37.0	5.08	0.203	51900017	15465742	20034756	51899709	978	870605
7.024938340	dedup	102.0	37.0	5.08	0.203	51350314	15301469	19762787	51369934	974	865185
7.526989323	dedup	102.0	36.5	5.08	0.203	51225800	15729205	20071059	51223919	1031	872126
8.029194730	dedup	102.0	37.0	5.08	0.203	50032588	15324047	19522374	50065912	1031	851186
8.531371541	dedup	102.0	37.0	5.08	0.203	51260503	15850825	20036066	51228218	1096	871206
9.033198800	dedup	102.0	37.0	5.08	0.203	50457620	16075045	20012689	50456661	1004	871834
9.535004286	dedup	102.0	37.0	5.08	0.203	51044651	15844932	20034066	51044501	1159	868276
10.036803149	dedup	102.0	37.0	5.08	0.203	51302845	16331672	20332254	51302507	949	888615
10.538985148	dedup	102.0	37.0	5.08	0.243	51950690	16288669	20516489	51951691	1050	896686
11.040827701	dedup	102.0	37.0	5.08	0.243	51271583	16160078	20265622	51269247	983	883567
11.542998649	dedup	102.0	36.5	5.08	0.162	51421885	16798140	20599508	51423230	1011	897027
12.044697177	dedup	102.0	37.0	5.08	0.162	50821890	16528450	20293687	50800944	1020	887189
12.546490394	dedup	102.0	36.5	5.08	0.162	50752152	16350616	20268563	50769851	1153	878478
13.047927132	dedup	102.0	37.0	5.08	0.203	50992546	17247029	20851360	50992201	994	901839
13.550051444	dedup	102.0	36.5	5.08	0.162	51556443	17200666	21179484	51557664	1019	888698
14.051564686	dedup	102.0	37.0	5.08	0.162	63292711	15690495	22540619	63291979	1236	986814
14.553597944	dedup	102.0	37.0	5.08	0.162	61346809	16933331	22390301	61345374	1270	1075268
14.583932262	dedup	102.0	36.5	5.08	0.162	2971443	837745	1144854	2952823	70	48742
0.500963799	dedup	102.0	36.5	5.08	0.203	50491251	23915439	24883833	50510562	912	986988
1.003344149	dedup	102.0	36.5	5.08	0.203	50457065	13743051	18880820	50456938	1000	818672
1.505323755	dedup	102.0	37.0	5.08	0.243	50862589	14007443	19131438	50863235	977	827024
2.007008968	dedup	102.0	36.5	5.08	0.203	50638636	14185179	19153834	50636274	1033	831066
2.508804131	dedup	102.0	36.5	5.08	0.203	50477899	14536839	19309243	50478234	1180	833619
3.011157534	dedup	102.0	36.5	5.08	0.203	50606806	14742472	19475123	50606152	1079	845500
3.514899993	dedup	102.0	37.0	5.08	0.203	51917224	15018716	19931236	51917285	1012	860031
4.016386535	dedup	102.0	37.0	5.08	0.203	50403530	15050167	19469451	50402696	1090	845823
4.518228452	dedup	102.0	37.0	5.08	0.203	50552149	15109031	19617777	50581700	955	853769
5.033348466	dedup	102.0	36.5	5.08	0.203	49707712	14523454	19031276	49678261	1069	821839
5.535616950	dedup	102.0	36.5	5.08	0.203	50765439	15268385	19697247	50764332	1077	854630
6.037337856	dedup	102.0	36.5	5.08	0.203	50936101	15416573	19745846	50935200	997	861567
6.539367833	dedup	102.0	37.0	5.08	0.203	50616113	14941453	19493902	50614774	1089	848172
7.041130034	dedup	102.0	37.0	5.08	0.203	51201611	15541211	19862308	51202774	931	868775
7.543239744	dedup	102.0	36.5	5.08	0.203	50292709	15317950	19630071	50292223	948	853665
8.046228122	dedup	102.0	36.5	5.08	0.203	50544490	15581968	19773044	50531727	979	860899
8.547936976	dedup	102.0	36.5	5.08	0.203	51808547	16450493	20508706	51820562	1063	897187
9.049405346	dedup	102.0	36.5	5.08	0.203	50904339	16041672	20058825	50904253	1012	873717
9.561985391	dedup	102.0	36.5	5.08	0.203	51292740	15830371	20104707	51292822	994	876697
10.066320255	dedup	102.0	36.5	5.08	0.203	50666947	16132352	20031484	50666780	998	873581
10.568100603	dedup	102.0	36.5	5.08	0.203	50738338	16109207	20137820	50736797	978	874269
11.069487233	dedup	102.0	37.0	5.08	0.243	50887439	16105845	20123663	50868414	1012	876739
11.571302678	dedup	102.0	36.5	5.072	0.162	50721430	16104324	20063108	50721101	1002	875820
12.073124574	dedup	102.0	36.5	5.08	0.162	51090528	16754949	20486688	51110530	987	895166
12.574899904	dedup	102.0	36.5	5.08	0.162	50778990	16804063	20508925	50758302	1035	887173
13.076702624	dedup	102.0	36.5	5.08	0.162	49161397	16861520	20347316	49181254	1032	876796
13.590352406	dedup	102.0	36.5	5.08	0.162	52369578	16320641	20762416	52368652	1029	874345
14.091986309	dedup	102.0	37.0	5.08	0.203	65049306	16078516	23390211	65029276	1138	1029522
14.505348544	dedup	102.0	36.5	5.08	0.162	51820378	14928615	19346217	51819748	1203	933853
0.501226767	dedup	102.0	37.0	5.08	0.243	50248099	23898937	24857659	50266308	953	983092
1.003660079	dedup	102.0	36.5	5.08	0.203	51022409	13889672	19090375	51022156	1008	825305
1.505474670	dedup	102.0	36.5	5.08	0.203	50958650	13995101	19176466	50957824	941	824575
2.007168782	dedup	102.0	36.5	5.08	0.203	51352146	14287742	19407906	51353634	1026	835670
2.508990760	dedup	102.0	36.5	5.08	0.203	50633165	14591007	19339543	50631397	1014	836817
3.010946382	dedup	102.0	36.5	5.08	0.203	50988510	15059548	19681628	50987922	1010	852420
3.512726892	dedup	102.0	36.5	5.08	0.203	50357252	14657967	19333059	50357390	994	836706
4.014690787	dedup	102.0	36.5	5.08	0.203	51670810	15202758	19854226	51671217	984	857535
4.516125756	dedup	102.0	36.5	5.08	0.203	50586052	15121080	19609378	50584758	926	847793
5.018575023	dedup	102.0	36.0	5.08	0.203	51724311	15628081	20120533	51786940	926	869685
5.520142747	dedup	102.0	36.5	5.08	0.203	51061958	15185716	19680965	50997150	1062	851175
6.022344445	dedup	102.0	36.5	5.08	0.203	50147612	15004908	19373804	50189490	1836	840235
6.523812887	dedup	102.0	36.5	5.08	0.203	50475246	14965856	19392858	50434688	1108	843910
7.026037546	dedup	102.0	36.5	5.08	0.203	50913508	15365889	19730850	50913358	996	859511
7.527746195	dedup	102.0	36.5	5.08	0.203	51446858	15623305	19969873	51446099	973	866826
8.029245769	dedup	102.0	36.5	5.08	0.203	50213095	15527644	19687003	50212263	971	855851
8.531025193	dedup	102.0	36.5	5.08	0.203	50820038	15947421	19998237	50819074	1009	867778
9.032808205	dedup	102.0	36.5	5.08	0.203	50788491	15985332	19995153	50787839	1149	868282
9.534776534	dedup	102.0	36.5	5.08	0.203	50702150	15937536	19968746	50701935	1015	868267
10.036585840	dedup	102.0	36.5	5.08	0.203	51547259	16578800	20488593	51547158	982	894499
10.538889015	dedup	102.0	36.5	5.08	0.203	49888676	15200344	19357118	49888202	1036	843981
11.040730969	dedup	102.0	36.5	5.08	0.243	50473441	16204645	20065935	50474890	934	873328
11.542889808	dedup	102.0	36.5	5.08	0.162	49500550	16315891	19919785	49500309	1014	864222
12.044563519	dedup	102.0	36.5	5.08	0.162	50885736	16338146	20220130	50883239	1046	881654
12.546590834	dedup	102.0	36.5	5.08	0.162	49833522	16484562	20019479	49835115	1021	873686
13.048313184	dedup	102.0	36.5	5.08	0.162	50923361	16636012	20640843	50923677	1173	878296
13.550173766	dedup	102.0	36.5	5.08	0.203	52203131	16550917	20776887	52238604	982	884087
14.051616723	dedup	102.0	36.5	5.08	0.162	58728343	13968026	20791803	58671698	1243	898492
14.450566077	dedup	102.0	36.5	5.08	0.162	50255827	14710203	18678696	50255246	1014	919757
0.501357904	dedup	204.0	36.5	5.08	0.324	102657789	38228510	44512798	102785399	995	1831888
1.002610485	dedup	204.0	36.5	5.072	0.284	103401971	28902445	39095781	103295803	1008	1680906
1.503385236	dedup	204.0	36.5	5.072	0.284	103521010	30333797	39860455	103518297	1195	1718064
2.004340717	dedup	204.0	36.5	5.08	0.284	102357644	30056586	39385612	102354992	1160	1694866
2.505459429	dedup	204.0	36.5	5.072	0.284	103586997	31401372	40200358	103588235	1112	1738250
3.006474903	dedup	204.0	36.5	5.08	0.284	101820831	30524372	39467730	101826666	1171	1705057
3.507358547	dedup	204.0	36.5	5.08	0.284	102630075	30788413	39668567	102620634	1059	1719375
4.008327553	dedup	204.0	36.5	5.08	0.284	104057727	32375636	40868693	104058942	979	1766757
4.509492135	dedup	204.0	36.5	5.08	0.284	102801196	32574734	40617156	102800646	1081	1758890
5.010285033	dedup	204.0	36.5	5.08	0.284	102780416	32654776	40667349	102780674	1177	1768867
5.511089700	dedup	204.0	36.5	5.08	0.284	103014251	32969115	40916968	103015059	1134	1776587
6.012086971	dedup	204.0	36.5	5.08	0.324	100802458	33528020	40657457	100799502	1108	1763616
6.513318258	dedup	204.0	36.5	5.072	0.284	104376456	33736790	41960037	104409943	1130	1782374
6.937925464	dedup	204.0	36.5	5.08	0.324	105900122	27849796	38414542	105844974	1312	1770428
0.501235248	dedup	204.0	36.5	5.072	0.324	103239812	38325148	44559424	103301248	1234	1837949
1.002186210	dedup	204.0	36.5	5.072	0.324	102883073	28696468	38792048	102844848	1134	1672299
1.503138368	dedup	204.0	36.5	5.072	0.324	102619408	29792825	39250859	102613616	1187	1695279
2.004095989	dedup	204.0	36.5	5.072	0.324	103430097	30485862	39787608	103428138	1089	1721128
2.504884696	dedup	204.0	36.5	5.072	0.284	100530733	30081282	38811441	100531860	1168	1679058
3.005852414	dedup	204.0	36.0	5.072	0.324	103522175	30931059	39877566	103520787	963	1734538
3.506837995	dedup	204.0	36.5	5.072	0.284	102655094	31156730	39813144	102655478	1084	1732859
4.007792788	dedup	204.0	36.5	5.072	0.324	102807041	31863033	40328825	102804806	1074	1749110
4.508767475	dedup	204.0	36.5	5.072	0.284	101375504	32187913	39994011	101376081	1246	1741281
5.009904141	dedup	204.0	36.5	5.072	0.284	102478740	32228295	40369752	102477482	1083	1753319
5.510666052	dedup	204.0	36.0	5.072	0.284	101318217	32434862	40166426	101317105	1217	1746650
6.011615517	dedup	204.0	36.5	5.072	0.284	101902926	33271131	40683005	101903701	1183	1771364
6.512518571	dedup	204.0	36.5	5.072	0.324	102961498	34592610	42209187	102960251	1120	1798077
6.990533066	dedup	204.0	37.0	5.072	0.284	121134263	32067912	43885421	121113912	1220	2016281
0.500965306	dedup	204.0	36.5	5.072	0.324	100914992	37616641	43653680	100934288	1276	1801463
1.002345149	dedup	204.0	36.5	5.072	0.284	102382526	28602892	38603660	102381903	1058	1676737
1.503286905	dedup	204.0	36.5	5.072	0.284	101679262	29546903	38812656	101677630	1604	1678514
2.004232768	dedup	204.0	36.5	5.072	0.324	103283512	30301083	39581821	103282840	983	1718970
2.505180975	dedup	204.0	36.5	5.072	0.284	102008111	30535719	39298098	102007974	1186	1704560
3.006330796	dedup	204.0	36.5	5.072	0.324	97861406	29494965	37810092	97861401	1118	1646269
3.507108157	dedup	204.0	36.5	5.072	0.284	103013074	31196344	39926471	102992108	1197	1738488
4.008052286	dedup	204.0	36.5	5.072	0.324	102707293	31731160	40065019	102726577	1008	1747652
4.508809899	dedup	204.0	36.0	5.072	0.284	101953974	31916422	39950753	101940919	1046	1740368
5.010120595	dedup	204.0	36.5	5.072	0.324	102538200	32597278	40374500	102598889	1066	1763927
5.511064144	dedup	204.0	36.0	5.072	0.284	101701344	32377488	40096766	101651901	1240	1752433
6.011837784	dedup	204.0	36.5	5.072	0.284	102095077	33276961	40723048	102094981	1272	1776723
6.513049147	dedup	204.0	36.0	5.072	0.284	103296139	32248671	40857606	103296140	994	1761908
7.014160446	dedup	204.0	36.5	5.072	0.284	123043912	35452772	46336521	123041673	1393	2108436
7.058304307	dedup	204.0	36.0	5.072	0.324	9295118	2811063	3511716	9275091	132	155265
0.500389121	dedup	307.2	36.0	5.072	0.405	152008731	51457549	62390444	152031373	1148	2613025
1.001184654	dedup	307.2	36.0	5.072	0.405	154279599	44174994	58427169	154275813	1278	2529534
1.501776587	dedup	307.2	36.5	5.072	0.405	154210612	45296957	58759207	154209931	1054	2549596
2.002798734	dedup	307.2	36.5	5.072	0.405	154402175	46174410	59312877	154401604	1136	2572360
2.503421390	dedup	307.2	36.0	5.072	0.405	153352044	46363638	59045776	153349946	1092	2574839
3.004093988	dedup	307.2	36.5	5.072	0.405	153582648	47943692	59855170	153581686	1102	2603934
3.504795440	dedup	307.2	36.5	5.072	0.405	154383926	48535016	60345334	154383598	1190	2636852
4.005335579	dedup	307.2	36.0	5.072	0.405	151933712	49682365	60467183	151932229	1098	2636791
4.505869988	dedup	307.2	36.5	5.072	0.405	166788105	49081377	63881106	166766832	1349	2753329
4.649157393	dedup	307.2	36.5	5.072	0.405	50071675	14347665	18304405	50071003	427	896944
0.502873561	dedup	307.2	36.5	5.072	0.405	155000681	52320596	63612850	155022056	1131	2656852
1.003585231	dedup	307.2	36.0	5.072	0.405	153913184	43954106	58161881	153911660	1059	2514115
1.504119128	dedup	307.2	36.0	5.072	0.405	153426323	45000813	58554243	153423821	1207	2529240
2.004661932	dedup	307.2	36.0	5.072	0.405	154808744	46330866	59344724	154807784	1181	2579614
2.505225511	dedup	307.2	35.5	5.072	0.405	152806166	46260240	58910368	152806178	1182	2567070
3.007895562	dedup	307.2	36.0	5.072	0.405	155281936	48365990	60447048	155279433	1213	2629762
3.508554867	dedup	307.2	36.0	5.072	0.405	154340872	48535514	60305318	154340029	1173	2633046
4.009124220	dedup	307.2	36.0	5.072	0.405	155414051	50549675	61557954	155414249	1146	2683947
4.512015254	dedup	307.2	36.0	5.072	0.405	167427700	49183022	64147977	167405956	1433	2762929
4.631809428	dedup	307.2	36.0	5.072	0.405	48128196	13962778	17849509	48127741	355	870429
0.500641202	dedup	307.2	36.0	5.072	0.405	154218594	52062897	63352334	154238483	1250	2632084
1.001405271	dedup	307.2	36.5	5.072	0.405	154014457	44112891	58427536	154011703	1337	2512653
1.501975891	dedup	307.2	36.5	5.072	0.405	155252645	45622267	59359716	155253136	1114	2556630
2.002603648	dedup	307.2	36.0	5.072	0.405	152895011	45823393	58743912	152889201	1079	2534498
2.503152177	dedup	307.2	36.5	5.072	0.405	154701178	46760605	59660764	154706249	1187	2583050
3.003736332	dedup	307.2	36.0	5.072	0.405	154023976	48253500	60202209	154022945	1306	2606815
3.504447256	dedup	307.2	36.0	5.072	0.405	154262275	48731021	60448357	154261523	1118	2622411
4.005021403	dedup	307.2	36.0	5.072	0.405	155830305	50764780	61810269	155829024	1229	2686073
4.505705132	dedup	307.2	36.0	5.072	0.405	172594765	49089800	65134823	172634242	1371	2794867
4.584709305	dedup	307.2	36.0	5.072	0.405	26711020	8673403	10436287	26648921	250	535120
0.501168731	dedup	403.2	36.5	5.072	0.486	202260934	65059998	80622989	202281373	1368	3404186
1.001781814	dedup	403.2	36.5	5.064	0.486	200989916	57767549	75557807	200988993	1298	3284488
1.502233434	dedup	403.2	36.0	5.064	0.486	201475771	59597663	76520876	201473677	1276	3328547
2.002702913	dedup	403.2	36.5	5.064	0.486	200814262	60233791	76561940	200791919	1264	3341804
2.503255883	dedup	403.2	36.5	5.064	0.486	202909390	63243866	78611744	202929992	1108	3430312
3.003684052	dedup	403.2	36.5	5.064	0.486	202873207	64621611	79432901	202871323	1158	3478464
3.504266235	dedup	403.2	36.0	5.064	0.446	220874153	64502729	83629161	220878356	1268	3628687
3.561068192	dedup	403.2	36.5	5.072	0.486	25667977	8399154	9695801	25641381	187	523283
0.500373878	dedup	403.2	36.0	5.072	0.486	200362700	64301327	79870429	200381874	1241	3356543
1.001000937	dedup	403.2	36.0	5.072	0.486	201504014	57859610	75710253	201505903	1189	3277958
1.502405518	dedup	403.2	36.0	5.064	0.486	203236983	60175239	77182581	203232430	1181	3347911
2.002970017	dedup	403.2	36.0	5.064	0.486	201946518	60340851	76750997	201948582	1164	3340774
2.503427844	dedup	403.2	36.0	5.064	0.486	202338714	62810538	78263034	202334512	1165	3403832
3.003981659	dedup	403.2	36.0	5.064	0.486	200969015	64038906	78482785	200970321	1129	3427995
3.504474742	dedup	403.2	36.5	5.064	0.486	220587183	64364495	83384258	220593034	1199	3605719
3.554459704	dedup	403.2	36.0	5.064	0.486	23468023	7309223	8885126	23438290	140	471744
0.500324419	dedup	403.2	36.0	5.072	0.486	199653107	64100691	79577905	199674119	1305	3342494
1.000938113	dedup	403.2	36.0	5.072	0.486	202464271	58204528	76165352	202462259	1386	3298764
1.501394092	dedup	403.2	36.0	5.064	0.486	199173893	58757880	75596845	199171984	1354	3271672
2.001860068	dedup	403.2	36.0	5.064	0.486	202304931	60887953	77333203	202303974	1205	3368286
2.502331146	dedup	403.2	36.0	5.064	0.446	200640498	62545675	77710060	200640524	1379	3380729
3.002942173	dedup	403.2	36.5	5.064	0.486	202179942	63925757	78811004	202176714	1395	3433440
3.503437257	dedup	403.2	36.0	5.064	0.486	211863094	62544803	80528253	211903842	1402	3489142
3.582196774	dedup	403.2	36.5	5.064	0.486	40712426	12043090	14988202	40649912	210	746315
0.500252516	dedup	518.4	36.0	5.064	0.526	257484072	79818339	100225414	257505212	1271	4216378
1.000765717	dedup	518.4	36.0	5.064	0.567	260554076	75181654	97373564	260551926	1214	4203004
1.501241880	dedup	518.4	36.0	5.064	0.567	260437856	76334521	97681484	260435954	1331	4227384
2.001710439	dedup	518.4	36.0	5.064	0.567	259346630	79133900	98712064	259345048	1337	4280039
2.502088573	dedup	518.4	35.5	5.064	0.607	259906755	83249141	101352180	259905223	1395	4384663
2.776281954	dedup	518.4	36.0	5.064	0.567	166855952	45242106	60220670	166833613	838	2691559
0.500344799	dedup	518.4	36.0	5.064	0.567	260325320	80773102	101042915	260345990	1306	4307270
1.000890642	dedup	518.4	36.0	5.064	0.567	260697802	75096586	97152380	260696643	1346	4234227
1.501361064	dedup	518.4	36.0	5.064	0.567	261222796	76517022	97680707	261221592	1393	4274846
2.001827942	dedup	518.4	36.0	5.064	0.567	260158082	79254398	98772554	260189874	1199	4325878
2.504090652	dedup	518.4	36.5	5.064	0.567	262191536	83295491	101426822	262157261	1286	4445054
2.802570263	dedup	518.4	36.0	5.064	0.607	179553188	50025509	65826319	179528985	996	2959132
0.500249161	dedup	518.4	36.0	5.064	0.607	259262098	80334384	100780935	259281454	1245	4242558
1.000764474	dedup	518.4	36.5	5.064	0.567	259049094	74354972	96515404	259050415	1348	4150803
1.501223688	dedup	518.4	36.0	5.064	0.567	260273080	76294533	97424329	260269172	1297	4220198
2.001682067	dedup	518.4	36.0	5.064	0.567	260730250	79930275	99584766	260727599	1317	4311884
2.502063513	dedup	518.4	36.0	5.064	0.567	260501927	83030322	101353080	260503956	1299	4386322
2.770385240	dedup	518.4	36.0	5.064	0.607	160804947	43724835	58489256	160780666	752	2601638
0.500295410	dedup	614.4	36.0	5.064	0.648	302806376	91597224	115612858	302828063	1475	4894482
1.000676808	dedup	614.4	36.5	5.064	0.648	308271810	88250443	113649027	308270253	1546	4923717
1.501279826	dedup	614.4	36.0	5.064	0.687	307422614	90700677	114396217	307422089	1317	4968119
2.001595123	dedup	614.4	36.0	5.056	0.648	308532106	95546118	117508528	308526264	1202	5116300
2.368082121	dedup	614.4	36.0	5.064	0.648	250141316	71628839	91935898	250119370	1097	4073028
0.500227700	dedup	614.4	36.0	5.064	0.648	308141193	93128902	117643899	308163317	1497	4992675
1.000593160	dedup	614.4	36.0	5.064	0.648	307476439	87846704	113642188	307468965	1416	4919282
1.500981954	dedup	614.4	36.0	5.064	0.648	307858361	91796192	115863231	307861126	1431	5040731
2.001399651	dedup	614.4	36.0	5.064	0.687	308449236	95172770	117554928	308447800	1290	5116086
2.373480693	dedup	614.4	36.0	5.064	0.648	252794954	72500897	93358695	252770771	1158	4131436
0.500222027	dedup	614.4	35.5	5.064	0.648	309026230	93411955	117732326	309048145	1506	5026999
1.000602804	dedup	614.4	36.0	5.064	0.648	305854858	87138170	112403325	305852645	1509	4910078
1.501010717	dedup	614.4	36.5	5.064	0.648	309550581	91679083	115678226	309546946	1375	5064266
2.001351124	dedup	614.4	36.0	5.056	0.647	308369273	94992567	116927687	308370058	1235	5131461
2.388670034	dedup	614.4	36.0	5.064	0.648	261226325	75453071	96633757	261201199	1172	4299796
0.500289902	dedup	710.4	36.5	5.064	0.687	353501881	104355431	132407025	353526939	1594	5651506
